rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
15,Kyle LowryTOR,2015-2016,PG,77,37,21.2,6.6,15.6,42.7,2.8,7.1,38.8,5.2,6.4,81.1,4.7,6.4,2.1,0.4,2.9,12,1,22.2
16,Kawhi LeonardSA,2015-2016,SF,72,33.1,21.2,7.7,15.1,50.5,1.8,4,44.3,4.1,4.6,87.4,6.8,2.6,1.8,1,1.5,12,0,26.11
17,Jimmy ButlerCHI,2015-2016,SF,67,36.9,20.9,7,15.4,45.4,1,3.1,31.2,5.9,7.1,83.2,5.3,4.8,1.6,0.6,2,10,2,21.33
18,Kemba WalkerCHA,2015-2016,PG,81,35.6,20.9,7,16.4,42.7,2.2,6,37.1,4.6,5.4,84.7,4.4,5.2,1.6,0.5,2.1,3,0,20.87
19,CJ McCollumPOR,2015-2016,SG,80,34.8,20.8,8,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,3.2,4.3,1.2,0.3,2.5,2,0,17.79
20,Andrew WigginsMIN,2015-2016,SF,81,35.1,20.7,7.3,16,45.9,0.7,2.3,30,5.3,7,76.1,3.6,2,1,0.6,2.2,1,0,16.61
21,Brook LopezBKN,2015-2016,C,73,33.7,20.6,8.1,15.8,51.1,0,0.2,14.3,4.3,5.5,78.7,7.8,2,0.8,1.7,2.4,26,0,21.8
22,Eric BledsoePHX,2015-2016,SG,31,34.2,20.4,7.2,15.9,45.3,1.5,4.2,37.2,4.5,5.5,80.2,4,6.1,2,0.6,3.5,3,0,20.1
23,John WallWSH,2015-2016,PG,77,36.2,19.9,7.4,17.5,42.4,1.5,4.3,35.1,3.5,4.5,79.1,4.9,10.2,1.9,0.8,4.1,49,4,19.83
24,Gordon HaywardUTAH,2015-2016,SF,80,36.2,19.7,6.5,15,43.3,1.8,5.1,34.9,4.9,6,82.4,5,3.7,1.2,0.3,2.5,4,0,18.37
25,Kyrie IrvingCLE,2015-2016,PG,53,31.5,19.6,7.4,16.6,44.8,1.6,4.9,32.1,3.2,3.6,88.5,3,4.7,1.1,0.3,2.3,1,0,19.96
26,Brandon KnightPHX,2015-2016,PG,52,36,19.6,7.1,17.2,41.5,2.3,6.8,34.2,3,3.5,85.2,3.9,5.1,1.2,0.4,3.4,4,1,14.75
27,Danilo GallinariDEN,2015-2016,PF,53,34.7,19.5,5.4,13.2,41,1.6,4.5,36.4,7.1,8.2,86.8,5.3,2.5,0.8,0.4,1.5,3,0,19.04
28,Chris PaulLAC,2015-2016,PG,74,32.7,19.5,7,15.1,46.2,1.6,4.4,37.1,4,4.4,89.6,4.2,10,2.1,0.2,2.6,38,0,26.31
29,Chris BoshMIA,2015-2016,PF,53,33.5,19.1,6.8,14.5,46.7,1.5,4.2,36.5,4,5.1,79.5,7.4,2.4,0.7,0.6,1.5,15,0,20.29
30,Dwyane WadeMIA,2015-2016,G,74,30.5,19,7.3,16,45.6,0.1,0.6,15.9,4.4,5.5,79.3,4.1,4.6,1.1,0.6,2.7,2,0,20.42
31,Reggie JacksonDET,2015-2016,PG,79,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.3,3.2,6.2,0.7,0.1,2.8,9,0,19.62
32,Karl-Anthony TownsMIN,2015-2016,C,82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,10.5,2,0.7,1.7,2.2,51,0,22.59
33,Dirk NowitzkiDAL,2015-2016,F,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,6.5,1.8,0.7,0.7,1.1,10,0,19.09
34,Nikola VucevicORL,2015-2016,C,65,31.3,18.2,8.2,16.1,51,0,0.1,22.2,1.7,2.3,75.3,8.9,2.8,0.8,1.1,1.9,29,0,21.15
35,Khris MiddletonMIL,2015-2016,SF,79,36.1,18.2,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,3.8,4.2,1.7,0.2,2.3,1,0,16.85
36,LaMarcus AldridgeSA,2015-2016,C,74,30.6,18,7.2,14.1,51.3,0,0.2,0,3.5,4.1,85.8,8.5,1.5,0.5,1.1,1.3,26,0,22.43
37,Kobe BryantLAL,2015-2016,SF,66,28.2,17.6,6,16.9,35.8,2,7.1,28.5,3.5,4.3,82.6,3.7,2.8,0.9,0.2,2,2,0,14.94
38,Jahlil OkaforPHI,2015-2016,C,53,30,17.5,7.5,14.7,50.8,0,0.1,16.7,2.5,3.7,68.6,7,1.2,0.4,1.2,2.3,11,0,17.14
39,Bradley BealWSH,2015-2016,SG,55,31.1,17.4,6.5,14.5,44.9,1.9,4.9,38.7,2.5,3.2,76.7,3.4,2.9,1,0.2,2,0,0,15.61
40,Rudy GaySAC,2015-2016,SF,70,34,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78,6.5,1.7,1.4,0.7,2,7,0,15.51
41,Paul MillsapATL,2015-2016,PF,81,32.7,17.1,6.2,13.2,47,0.9,2.9,31.9,3.8,5,75.7,9,3.3,1.8,1.7,2.4,32,0,21.33
42,Ryan AndersonNO,2015-2016,PF,66,30.4,17,6,14.1,42.7,2,5.4,36.6,3,3.5,87.3,6,1.1,0.6,0.4,1.4,8,0,17.3
43,Giannis AntetokounmpoMIL,2015-2016,PF,80,35.3,16.9,6.4,12.7,50.6,0.4,1.4,25.7,3.7,5.1,72.4,7.7,4.3,1.2,1.4,2.6,21,5,18.86
44,Jrue HolidayNO,2015-2016,PG,65,28.2,16.8,6.3,14.4,43.8,1.3,4,33.6,2.8,3.3,84.3,3,6,1.4,0.3,2.6,5,0,19.74
45,Marc GasolMEM,2015-2016,C,52,34.4,16.6,6.3,13.6,46.4,0,0.1,66.7,3.9,4.7,82.9,7,3.8,1,1.3,2.3,9,1,17.74
46,Pau GasolCHI,2015-2016,PF,72,31.8,16.5,6.5,13.8,46.9,0.3,1,34.8,3.2,4,79.2,11,4.1,0.6,2,2.3,46,2,21.76
47,Derrick FavorsUTAH,2015-2016,F,62,32,16.4,6.7,13.1,51.5,0,0.1,0,2.9,4.1,70.9,8.1,1.5,1.2,1.5,1.7,19,0,21.71
48,Derrick RoseCHI,2015-2016,PG,66,31.8,16.4,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,3.4,4.7,0.7,0.2,2.7,1,0,13.52
49,JJ RedickLAC,2015-2016,SG,75,28,16.3,5.6,11.7,48,2.7,5.6,47.5,2.4,2.7,88.8,1.9,1.4,0.6,0.1,1,0,0,17.58
50,Andre DrummondDET,2015-2016,C,81,32.9,16.2,6.8,13.1,52.1,0,0.1,33.3,2.6,7.2,35.5,14.8,0.8,1.5,1.4,1.9,66,0,21.3
51,Kevin LoveCLE,2015-2016,PF,77,31.5,16,5.3,12.7,41.9,2.1,5.7,36,3.4,4.1,82.2,9.9,2.4,0.8,0.5,1.8,35,0,19.08
52,Victor OladipoORL,2015-2016,SG,72,33,16,5.9,13.5,43.8,1.4,3.9,34.8,2.8,3.4,83,4.8,3.9,1.6,0.8,2.1,3,1,16.77
53,Jeff TeagueATL,2015-2016,PG,79,28.5,15.7,5.5,12.5,43.9,1.4,3.5,40,3.3,3.9,83.7,2.7,5.9,1.2,0.3,2.8,4,0,17.98
54,Jordan ClarksonLAL,2015-2016,PG,79,32.3,15.5,6,13.9,43.3,1.4,4.1,34.7,2.1,2.6,80.4,4,2.4,1.1,0.1,1.7,1,0,14.34
55,Evan FournierORL,2015-2016,SG,79,32.5,15.4,5.4,11.8,46.2,2,4.9,40,2.5,3,83.6,2.8,2.7,1.2,0,1.7,0,0,14.71
56,Lou WilliamsLAL,2015-2016,SG,67,28.5,15.3,4.2,10.3,40.8,1.6,4.8,34.4,5.3,6.3,83,2.5,2.5,0.9,0.3,1.6,0,0,17.76
57,Greg MonroeMIL,2015-2016,C,79,29.3,15.3,6.2,11.9,52.2,0,0,0,2.9,3.9,74,8.8,2.3,0.9,0.8,1.6,32,0,21.87
58,Mike ConleyMEM,2015-2016,PG,56,31.4,15.3,5.3,12.4,42.2,1.4,3.8,36.3,3.4,4.1,83.4,2.9,6.1,1.2,0.3,1.5,4,0,19.45
59,Zach RandolphMEM,2015-2016,F,68,29.6,15.3,6.3,13.3,47.5,0.1,0.4,23.1,2.5,3.2,79.6,7.8,2.1,0.6,0.2,1.5,17,1,18.39
60,Eric GordonNO,2015-2016,SG,45,32.9,15.2,5.1,12.3,41.8,2.5,6.5,38.4,2.5,2.8,88.8,2.2,2.7,1,0.3,1.6,0,0,13.52
61,Al HorfordATL,2015-2016,C,82,32.1,15.2,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,7.3,3.2,0.8,1.5,1.3,17,0,19.46
62,Avery BradleyBOS,2015-2016,PG,76,33.4,15.2,6,13.4,44.8,1.9,5.4,36.1,1.3,1.6,78,2.9,2.1,1.5,0.3,1.4,0,0,13.25
63,Tyreke EvansNO,2015-2016,G,25,30.6,15.2,5.4,12.6,43.3,1.3,3.4,38.8,3,3.7,79.6,5.2,6.6,1.3,0.3,2.9,6,0,17.96
64,Thaddeus YoungBKN,2015-2016,PF,73,33,15.1,6.8,13.2,51.4,0.1,0.4,23.3,1.4,2.2,64.4,9,1.9,1.5,0.5,1.9,28,0,17.58
65,Nicolas BatumCHA,2015-2016,PF,70,35,14.9,5.3,12.5,42.6,2,5.7,34.8,2.3,2.7,84.9,6.1,5.8,0.9,0.6,2.9,11,2,15.69
66,Tobias HarrisORL/DET,2015-2016,PF,76,33.1,14.7,5.5,11.7,46.9,1.1,3.1,33.5,2.7,3.2,83.1,6.7,2.2,0.9,0.5,1.4,12,0,16.23
67,Rodney HoodUTAH,2015-2016,SG,79,32.2,14.5,5.2,12.3,42,2,5.7,35.9,2.2,2.5,86,3.4,2.7,0.9,0.2,1.6,0,0,14.17
68,Kentavious Caldwell-PopeDET,2015-2016,SG,76,36.7,14.5,5.3,12.6,42,1.5,4.9,30.9,2.4,3,81.1,3.7,1.8,1.4,0.2,1.4,1,0,12.41
69,Will BartonDEN,2015-2016,SF,82,28.7,14.4,5.2,12,43.2,1.4,4,34.5,2.6,3.3,80.6,5.8,2.5,0.9,0.5,1.7,6,0,16.07
70,Kristaps PorzingisNY,2015-2016,C,72,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,7.3,1.3,0.7,1.9,1.7,21,0,17.8
71,Hassan WhitesideMIA,2015-2016,C,73,29.1,14.2,5.7,9.3,60.6,0,0,0,2.9,4.5,65,11.8,0.4,0.6,3.7,1.9,41,3,25.69
72,Jae CrowderBOS,2015-2016,PF,73,31.6,14.2,4.9,11.1,44.3,1.7,5,33.6,2.7,3.3,82,5.1,1.8,1.7,0.5,1.1,5,0,15.85
73,Jamal CrawfordLAC,2015-2016,G,79,26.9,14.2,4.8,11.9,40.4,1.5,4.4,34,3.1,3.4,90.4,1.8,2.3,0.7,0.2,1.4,0,0,14.04
74,Goran DragicMIA,2015-2016,PG,72,32.8,14.1,5.8,12.2,47.7,0.9,2.8,31.2,1.7,2.3,72.7,3.8,5.8,1,0.2,2.6,5,0,15.57
75,Marcus Morris Sr.DET,2015-2016,SF,80,35.7,14.1,5.1,11.8,43.4,1.4,3.7,36.2,2.5,3.4,74.9,5.1,2.5,0.8,0.3,1.8,4,0,12.77
76,Deron WilliamsDAL,2015-2016,PG,65,32.4,14.1,4.9,11.9,41.4,1.5,4.3,34.4,2.8,3.2,86.9,2.9,5.8,0.9,0.2,2.3,4,0,14.68
77,Jabari ParkerMIL,2015-2016,PF,76,31.7,14.1,5.8,11.8,49.3,0.1,0.5,25.7,2.3,3,76.8,5.2,1.7,0.9,0.4,1.5,6,0,14.83
78,Zach LaVineMIN,2015-2016,SG,82,28,14,5.3,11.7,45.2,1.5,3.9,38.9,2,2.5,79.3,2.8,3.1,0.8,0.2,1.9,0,0,14.34
79,Darren CollisonSAC,2015-2016,PG,74,30,14,5.1,10.5,48.6,1.2,2.9,40.1,2.6,3.1,85.8,2.3,4.3,1,0.1,1.8,4,0,15.91
80,Draymond GreenGS,2015-2016,PF,81,34.7,14,5,10.1,49,1.2,3.2,38.8,2.8,4.1,69.6,9.5,7.4,1.5,1.4,3.2,33,13,19.31
81,Monta EllisIND,2015-2016,SG,81,33.8,13.8,5.4,12.6,42.7,1.1,3.5,30.9,2,2.5,78.6,3.3,4.7,1.9,0.5,2.5,1,0,13.79
82,Devin BookerPHX,2015-2016,SG,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,2.5,2.6,0.6,0.3,2.1,3,0,12
83,Dwight HowardHOU,2015-2016,C,71,32.1,13.7,5.2,8.5,62,0,0.1,0,3.3,6.7,48.9,11.8,1.4,1,1.6,2.3,38,0,18.99
84,Chandler ParsonsDAL,2015-2016,SF,61,29.5,13.7,5.2,10.7,49.2,1.7,4.1,41.4,1.5,2.2,68.4,4.7,2.8,0.8,0.3,1.6,3,0,16.31
85,Marcin GortatWSH,2015-2016,C,75,30.1,13.5,5.8,10.2,56.7,0,0,0,1.9,2.8,70.5,9.9,1.4,0.6,1.3,1.6,41,0,19.04
86,Alec BurksUTAH,2015-2016,SG,31,25.7,13.3,4.4,10.8,41,1,2.5,40.5,3.4,4.5,75.2,3.5,2,0.6,0.1,1.6,0,0,14.38
87,D'Angelo RussellLAL,2015-2016,PG,80,28.2,13.2,4.9,12,41,1.6,4.6,35.1,1.8,2.4,73.7,3.4,3.3,1.2,0.2,2.5,1,0,13.22
88,Dahntay JonesCLE,2015-2016,SG,1,42,13,6,14,42.9,1,2,50,0,0,0,5,2,1,2,0,0,0,10.36
89,Jarrett JackBKN,2015-2016,G,32,32.1,12.8,4.4,11.2,39.1,1,3.2,30.4,3.1,3.5,89.3,4.3,7.4,1.1,0.2,2.9,6,0,14.49
90,Emmanuel MudiayDEN,2015-2016,G,68,30.4,12.8,4.8,13.3,36.4,1.1,3.4,31.9,2.1,3.1,67,3.4,5.5,1,0.5,3.2,4,0,9.96
91,Robert CovingtonPHI,2015-2016,PF,67,28.4,12.8,4.1,10.6,38.5,2.5,7.2,35.3,2.1,2.6,79.1,6.3,1.4,1.6,0.6,2.1,7,0,13.24
92,Arron AfflaloNY,2015-2016,G,71,33.4,12.8,5,11.3,44.3,1.3,3.4,38.2,1.5,1.8,84,3.7,2,0.4,0.1,1.2,1,0,10.98
93,Jonas ValanciunasTOR,2015-2016,C,60,26,12.8,5.1,8.9,56.5,0,0,0,2.7,3.6,76.1,9.1,0.7,0.4,1.3,1.4,22,0,22.63
94,Michael BeasleyHOU,2015-2016,F,20,18.2,12.8,5.4,10.3,52.2,0.2,0.5,33.3,1.9,2.5,77.6,4.9,0.8,0.6,0.5,1.2,1,0,22.57
95,DeAndre JordanLAC,2015-2016,C,77,33.7,12.7,4.6,6.6,70.3,0,0,0,3.5,8,43,13.8,1.2,0.7,2.3,1.4,49,0,20.66
96,Michael Kidd-GilchristCHA,2015-2016,F,7,29.3,12.7,4.7,8.7,54.1,0.4,1,42.9,2.9,4.1,69,6.4,1.3,0.4,0.4,1.1,2,0,16.97
97,Enes FreedomOKC,2015-2016,C,82,21,12.7,5,8.8,57.6,0.1,0.3,47.6,2.4,3.1,79.7,8.1,0.4,0.3,0.4,1.4,25,0,24.09
98,Trevor ArizaHOU,2015-2016,SF,81,35.3,12.7,4.4,10.6,41.6,2.3,6.2,37.1,1.6,2,78.3,4.5,2.3,2,0.3,1.4,1,0,12.97
99,Ish SmithNO/PHI,2015-2016,PG,77,29.1,12.6,5.2,12.6,41.1,0.7,2.2,32.9,1.6,2.3,69.3,4,6.5,1.1,0.3,2.3,12,0,14.97
100,Serge IbakaOKC,2015-2016,F,78,32.1,12.6,5.3,11.1,47.9,0.8,2.4,32.6,1.2,1.6,75.2,6.8,0.8,0.5,1.9,1.4,9,0,13.99
101,Wesley MatthewsDAL,2015-2016,SG,78,33.9,12.5,4.2,10.9,38.8,2.4,6.7,36,1.6,1.9,86.3,3.1,1.9,1,0.2,1,0,0,10.91
102,Kenneth FariedDEN,2015-2016,F,67,25.3,12.5,5.2,9.3,55.8,0,0,50,2,3.3,61.3,8.7,1.2,0.5,0.9,1.4,21,0,21.06
103,JR SmithCLE,2015-2016,G,77,30.7,12.4,4.6,11,41.5,2.6,6.6,40,0.6,0.9,63.4,2.8,1.7,1.1,0.3,0.8,1,0,12.43
104,Luol DengMIA,2015-2016,F,74,32.4,12.3,4.6,10.1,45.5,1.2,3.5,34.4,2,2.6,75.5,6,1.9,1,0.4,1.1,13,0,15.02
105,Gary HarrisDEN,2015-2016,SG,76,32.1,12.3,4.7,10.1,46.9,1.4,3.9,35.4,1.4,1.8,82,2.9,1.9,1.3,0.2,1.3,0,0,12.78
106,Joe JohnsonMIA/BKN,2015-2016,G,81,33.4,12.2,4.7,10.6,43.9,1.5,3.9,38.3,1.5,1.8,83.1,3.6,3.9,0.8,0,2,3,0,12.01
107,Mirza TeletovicPHX,2015-2016,PF,79,21.3,12.2,4.2,9.8,42.7,2.3,5.8,39.3,1.5,2,77.4,3.8,1.1,0.4,0.3,1.1,2,0,16.27
108,George HillIND,2015-2016,PG,74,34.1,12.1,4.4,10,44.1,1.7,4.2,40.8,1.5,2,76,4,3.5,1.1,0.2,1.4,0,0,13.22
109,Al JeffersonCHA,2015-2016,C,47,23.3,12,5.2,10.7,48.5,0,0,0,1.5,2.4,64.9,6.4,1.5,0.6,0.9,0.7,7,0,18.26
110,Markieff MorrisWSH/PHX,2015-2016,PF,64,25.5,12,4.8,11.2,42.5,0.7,2.4,30.3,1.7,2.3,73.5,5.5,1.9,0.9,0.5,2.1,2,0,12.25
111,Rajon RondoSAC,2015-2016,PG,72,35.2,11.9,4.9,10.9,45.4,0.9,2.4,36.5,1.2,2.1,58,6,11.7,2,0.1,3.9,37,6,16.92
112,Tony ParkerSA,2015-2016,G,72,27.5,11.9,4.9,9.9,49.3,0.4,0.9,41.5,1.8,2.4,76,2.4,5.3,0.8,0.2,1.8,3,0,16.22
113,Omri CasspiSAC,2015-2016,F,69,27.2,11.8,4.3,9,48.1,1.6,4,40.9,1.5,2.3,64.8,5.9,1.4,0.8,0.2,1.4,6,0,13.96
114,Nikola MiroticCHI,2015-2016,F,66,24.9,11.8,3.8,9.2,40.7,2,5.2,39,2.2,2.7,80.7,5.5,1.5,0.9,0.7,1.5,5,0,15.63
115,CJ MilesIND,2015-2016,G,64,22.9,11.8,4,9.9,40.9,2.2,6,36.7,1.5,1.9,75,2.7,1,0.8,0.5,1.1,0,0,14.08
116,Jeff GreenLAC/MEM,2015-2016,PF,80,28.2,11.7,4.4,10.3,43,0.8,2.7,31.5,2.1,2.8,74.5,4.2,1.7,0.7,0.5,1.2,1,0,13.04
117,Harrison BarnesGS,2015-2016,SF,66,30.9,11.7,4.5,9.6,46.6,1.2,3.2,38.3,1.5,2,76.1,4.9,1.8,0.6,0.2,0.9,1,0,12.32
118,Jeremy LinCHA,2015-2016,G,78,26.3,11.7,3.8,9.3,41.2,1,2.9,33.6,3.1,3.7,81.5,3.2,3,0.7,0.5,1.9,1,0,13.8
119,Marvin WilliamsCHA,2015-2016,F,81,28.9,11.7,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,6.4,1.4,0.7,1,0.8,10,0,16.9
120,Kent BazemoreATL,2015-2016,SF,75,27.8,11.6,4.3,9.7,44.1,1.5,4.1,35.7,1.6,2,81.5,5.1,2.3,1.3,0.5,1.8,1,0,13.42
121,Otto Porter Jr.WSH,2015-2016,SF,75,30.3,11.6,4.5,9.6,47.3,1.3,3.6,36.7,1.3,1.7,75.4,5.2,1.6,1.4,0.4,0.9,5,0,14.51
122,Michael Carter-WilliamsMIL,2015-2016,PG,54,30.5,11.5,4.6,10.3,45.2,0.3,1,27.3,2,3,65.4,5.1,5.2,1.5,0.8,2.8,6,0,13.98
123,Jordan HamiltonNO,2015-2016,SG,11,27.6,11.4,4.5,10.5,42.2,1.2,4.2,28.3,1.3,1.9,66.7,5.6,2.3,0.7,0.3,1.5,1,0,12.45
124,Julius RandleLAL,2015-2016,PF,81,28.2,11.3,4.4,10.3,42.9,0.1,0.4,27.8,2.4,3.3,71.5,10.2,1.8,0.7,0.4,1.8,34,1,13.92
125,Bojan BogdanovicBKN,2015-2016,SF,79,26.8,11.2,4.1,9.5,43.3,1.6,4.3,38.2,1.4,1.7,83.3,3.2,1.3,0.4,0.1,1.5,1,0,10.79
126,Nerlens NoelPHI,2015-2016,C,67,29.3,11.1,4.6,8.8,52.1,0,0,50,2,3.4,59,8.1,1.8,1.8,1.5,2.4,16,0,16.28
127,Sean KilpatrickBKN/DEN,2015-2016,G,31,19.9,11.1,4,8.7,45.6,1.3,3.7,34.2,1.9,2.2,89.6,1.8,0.9,0.4,0.1,1,0,0,15.62
128,DeMarre CarrollTOR,2015-2016,F,26,30.2,11,4,10.4,38.9,1.8,4.5,39,1.2,1.9,60,4.7,1,1.7,0.2,1.1,0,0,11.94
129,Dennis SchroderATL,2015-2016,PG,80,20.3,11,4.1,9.8,42.1,1,3,32.2,1.8,2.3,79.1,2.6,4.4,0.9,0.1,2.3,2,0,15.62
130,Isaiah CanaanPHI,2015-2016,G,77,25.5,11,3.4,9.4,36,2.3,6.3,36.3,1.9,2.3,83.3,2.3,1.8,0.7,0.2,1.2,0,0,11.1
131,T.J. WarrenPHX,2015-2016,SF,47,22.8,11,4.7,9.4,50.1,0.6,1.5,40,1,1.4,70.3,3.1,0.9,0.8,0.3,0.7,1,0,15.78
132,J.J. BareaDAL,2015-2016,G,74,22.5,10.9,4.3,9.6,44.6,1.4,3.5,38.5,1,1.3,77.1,2.1,4.1,0.4,0,1.5,2,0,15.52
133,Elfrid PaytonORL,2015-2016,PG,73,29.4,10.7,4.4,10,43.6,0.4,1.3,32.6,1.5,2.6,58.9,3.6,6.4,1.2,0.3,2.4,14,1,13.98
134,Trey BurkeUTAH,2015-2016,PG,64,21.3,10.6,4.1,9.9,41.3,1.4,4,34.4,1,1.3,81.7,1.8,2.3,0.5,0.1,1.3,0,0,14.06
135,Norris ColeNO,2015-2016,PG,45,26.6,10.6,4.4,10.8,40.5,0.7,2.3,32.4,1.2,1.4,80,3.4,3.7,0.8,0.1,1.7,2,0,10.85
136,Evan TurnerBOS,2015-2016,G,81,28,10.5,4.2,9.3,45.6,0.2,1,24.1,1.8,2.2,82.7,4.9,4.4,1,0.3,2.1,4,0,13.65
137,Shabazz MuhammadMIN,2015-2016,F,82,20.5,10.5,3.9,8.3,46.5,0.5,1.9,28.9,2.3,3,76.4,3.3,0.6,0.3,0.1,0.9,0,0,15.26
138,Jerryd BaylessMIL,2015-2016,G,52,28.9,10.4,3.6,8.4,42.3,1.9,4.4,43.7,1.3,1.7,77.8,2.7,3.1,0.9,0.2,1.4,1,0,12.43
139,Ersan IlyasovaDET/ORL,2015-2016,PF,74,25.4,10.4,3.8,8.9,42.4,1.3,3.5,37.1,1.5,2.1,72.1,5.4,0.9,0.7,0.4,1,4,0,14.26
140,Myles TurnerIND,2015-2016,C,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2,72.7,5.5,0.7,0.4,1.4,1.1,4,0,15.51
141,Jared SullingerBOS,2015-2016,C,81,23.6,10.3,4.3,10,43.5,0.4,1.3,28.2,1.3,2,64,8.3,2.3,0.9,0.6,1.3,25,0,16.78
142,Mario ChalmersMIA/MEM,2015-2016,G,61,22.5,10.3,3,7.3,41,0.8,2.4,30.9,3.6,4.3,83.2,2.6,3.8,1.4,0.2,1.8,0,0,17.33
143,Allen CrabbePOR,2015-2016,G,81,26,10.3,3.8,8.4,45.9,1.4,3.5,39.4,1.2,1.4,86.7,2.7,1.2,0.8,0.2,0.8,0,0,12.26
144,Robin LopezNY,2015-2016,C,82,27.1,10.3,4.4,8.1,53.9,0,0,0,1.6,2,79.5,7.3,1.4,0.2,1.6,1.6,15,0,17.66
145,Marco BelinelliSAC,2015-2016,G,68,24.6,10.2,3.6,9.3,38.6,1.3,4.4,30.6,1.7,2,83.3,1.7,1.9,0.5,0,1.2,0,0,9.49
146,Al-Farouq AminuPOR,2015-2016,SF,82,28.5,10.2,3.6,8.8,41.6,1.5,4.3,36.1,1.4,1.9,73.7,6.1,1.7,0.9,0.6,1.5,8,0,12.76
147,Gorgui DiengMIN,2015-2016,C,82,27.1,10.1,3.8,7.1,53.2,0.1,0.2,30,2.5,3,82.7,7.1,1.7,1.1,1.2,1.7,15,0,17.17
148,Ricky RubioMIN,2015-2016,PG,76,30.6,10.1,2.9,7.7,37.4,0.8,2.5,32.6,3.5,4.1,84.7,4.3,8.6,2.1,0.1,2.5,14,0,17.64
149,Matt BarnesMEM,2015-2016,SF,76,28.8,10,3.5,9.1,38.1,1.6,4.9,32.2,1.5,1.8,80.4,5.5,2.1,1,0.8,1.6,7,1,11.71
