rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
55,Terry RozierCHA,2019-2020,SG,63,34.3,18,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3,87.4,4.4,4.1,1,0.2,2.2,2,0,14.9
56,Ja MorantMEM,2019-2020,PG,67,31,17.8,6.7,14,47.7,0.9,2.7,33.5,3.6,4.6,77.6,3.9,7.3,0.9,0.3,3.3,15,2,17.45
57,Andre DrummondCLE/DET,2019-2020,C,57,33,17.7,7.3,13.8,53.3,0.1,0.6,14.3,3,5.2,57.5,15.2,2.7,1.9,1.6,3.6,47,0,22.08
58,Fred VanVleetTOR,2019-2020,SG,54,35.7,17.6,5.9,14.3,41.3,2.7,6.9,39,3.1,3.7,84.8,3.8,6.6,1.9,0.3,2.2,8,0,16.32
59,Kevin LoveCLE,2019-2020,PF,56,31.8,17.6,5.8,13,45,2.6,7,37.4,3.3,3.9,85.4,9.8,3.2,0.6,0.3,2.5,23,0,17.97
59,Jusuf NurkicPOR,2019-2020,C,8,31.6,17.6,6.8,13.6,49.5,0.3,1.3,20,3.9,4.4,88.6,10.3,4,1.4,2,2.4,3,0,22.68
61,Chris PaulOKC,2019-2020,PG,70,31.5,17.6,6.2,12.7,48.9,1.6,4.3,36.5,3.6,4,90.7,5,6.7,1.6,0.2,2.3,10,0,21.72
62,Gordon HaywardBOS,2019-2020,SF,52,33.5,17.5,6.7,13.5,50,1.6,4.3,38.3,2.4,2.8,85.5,6.7,4.1,0.7,0.4,1.8,8,0,18.16
63,Jaren Jackson Jr.MEM,2019-2020,PF,57,28.5,17.4,6.2,13.2,46.9,2.5,6.5,39.4,2.4,3.3,74.7,4.6,1.4,0.7,1.6,1.7,3,0,16.33
64,Marcus Morris Sr.LAC/NY,2019-2020,SF,62,31.2,16.7,5.7,13.1,43.8,2.3,5.6,40.8,2.9,3.5,82.3,5,1.4,0.8,0.5,1.6,3,0,14.4
65,Malcolm BrogdonIND,2019-2020,PG,54,30.9,16.5,6,13.8,43.8,1.4,4.3,32.6,3.1,3.4,89.2,4.9,7.1,0.6,0.2,2.4,9,0,17.76
66,Ben SimmonsPHI,2019-2020,PG,57,35.4,16.4,6.6,11.4,58,0,0.1,28.6,3.2,5.2,62.1,7.8,8,2.1,0.6,3.5,31,6,20.47
67,Dillon BrooksMEM,2019-2020,SF,73,28.9,16.2,6,14.6,40.7,2,5.6,35.8,2.2,2.8,80.8,3.3,2.1,0.9,0.4,1.7,0,0,11.35
68,Goran DragicMIA,2019-2020,PG,59,28.2,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,3.2,5.1,0.7,0.2,2.4,3,0,16.41
69,Norman PowellTOR,2019-2020,SF,52,28.4,16,5.7,11.5,49.5,2.1,5.3,39.9,2.5,2.9,84.3,3.7,1.8,1.2,0.4,1.5,0,0,16.84
70,Bam AdebayoMIA,2019-2020,C,72,33.6,15.9,6.1,11,55.7,0,0.2,14.3,3.7,5.3,69.1,10.2,5.1,1.1,1.3,2.8,40,3,20.36
71,Tim Hardaway Jr.DAL,2019-2020,SF,71,29.5,15.8,5.4,12.5,43.4,2.9,7.2,39.8,2.1,2.6,81.9,3.3,1.9,0.6,0.1,1,0,0,14.51
72,Hassan WhitesidePOR,2019-2020,C,67,30,15.5,6.5,10.5,62.1,0.1,0.1,57.1,2.4,3.6,68.6,13.5,1.2,0.4,2.9,1.8,51,0,25.07
73,Davis BertansWSH,2019-2020,SF,54,29.3,15.4,4.9,11.3,43.4,3.7,8.7,42.4,1.9,2.3,85.2,4.5,1.7,0.7,0.6,1.1,1,0,15.53
74,Carmelo AnthonyPOR,2019-2020,PF,58,32.8,15.4,5.8,13.5,43,1.5,3.9,38.5,2.3,2.8,84.5,6.3,1.5,0.8,0.5,1.7,5,0,12.43
75,Serge IbakaTOR,2019-2020,F,55,27,15.4,6.2,12.2,51.2,1.3,3.3,38.5,1.6,2.3,71.8,8.2,1.4,0.5,0.8,2,20,0,17.41
76,Kendrick NunnMIA,2019-2020,G,67,29.3,15.3,6,13.6,43.9,2,5.8,35,1.3,1.5,85,2.7,3.3,0.8,0.2,1.7,0,0,12.95
77,JJ RedickNO,2019-2020,SG,60,26.4,15.3,4.8,10.5,45.3,3,6.6,45.3,2.8,3.1,89.2,2.5,2,0.3,0.2,1.3,0,0,15.47
78,Jordan ClarksonUTAH/CLE,2019-2020,PG,71,24,15.2,5.5,12.2,45.4,2.1,5.8,36.8,1.9,2.3,83.6,2.6,1.9,0.6,0.2,1.4,0,0,17.37
79,Bogdan BogdanovicSAC,2019-2020,SG,61,29,15.1,5.5,12.6,44,2.7,7.2,37.2,1.4,1.9,74.1,3.4,3.4,1,0.2,1.7,2,0,15.2
80,Rudy GobertUTAH,2019-2020,C,68,34.3,15.1,5.7,8.2,69.3,0,0,0,3.7,5.9,63,13.5,1.5,0.8,2,1.9,49,0,21.72
81,Will BartonDEN,2019-2020,SF,58,33,15.1,5.7,12.7,45,1.9,5,37.5,1.8,2.3,76.7,6.3,3.7,1.1,0.5,1.5,7,0,15.7
82,Alec BurksGS/PHI,2019-2020,SG,66,26.6,15,4.9,11.6,41.8,1.8,4.6,38.5,3.6,4,88.7,4.3,2.9,0.9,0.3,1.4,1,0,16.78
83,Eric BledsoeMIL,2019-2020,SG,61,27,14.9,5.5,11.5,47.4,1.2,3.5,34.4,2.8,3.5,79,4.6,5.4,0.9,0.4,2.4,2,0,17.68
84,Jonas ValanciunasMEM,2019-2020,C,70,26.4,14.9,6.2,10.6,58.5,0.5,1.3,35.2,2.1,2.9,74,11.3,1.9,0.4,1.1,1.8,39,1,22.32
85,Lauri MarkkanenCHI,2019-2020,PF,50,29.8,14.7,5,11.8,42.5,2.2,6.3,34.4,2.5,3.1,82.4,6.3,1.5,0.8,0.5,1.6,3,0,14.32
86,Terrence RossORL,2019-2020,SG,69,27.4,14.7,4.9,12.3,40.3,2.6,7.3,35.1,2.3,2.7,85.3,3.2,1.2,1.1,0.3,1,0,0,14.06
87,Harrison BarnesSAC,2019-2020,SF,72,34.5,14.5,5.1,11,46,1.4,3.7,38.1,3,3.7,80.2,4.9,2.2,0.6,0.2,1.2,4,0,13.3
88,Victor OladipoIND,2019-2020,SG,19,27.8,14.5,5.1,12.9,39.4,1.7,5.5,31.7,2.5,3.1,81.4,3.9,2.9,0.9,0.2,2.5,0,0,11.41
89,Joe HarrisBKN,2019-2020,SF,69,30.8,14.5,5.5,11.4,48.6,2.5,5.9,42.4,0.9,1.3,71.9,4.3,2.1,0.6,0.2,1.5,0,0,13.37
90,Eric GordonHOU,2019-2020,SG,36,28.2,14.4,4.8,12.9,36.9,2.7,8.4,31.7,2.3,3,76.6,2,1.5,0.6,0.4,1.2,0,0,10.31
91,Aaron GordonORL,2019-2020,PF,62,32.5,14.4,5.4,12.4,43.7,1.2,3.8,30.8,2.4,3.6,67.4,7.7,3.7,0.8,0.6,1.6,20,1,15.18
92,Mike ConleyUTAH,2019-2020,PG,47,29,14.4,4.9,12.1,40.9,2,5.4,37.5,2.4,3,82.7,3.2,4.4,0.8,0.1,2,0,0,14.19
93,RJ BarrettNY,2019-2020,SG,56,30.4,14.3,5.2,13,40.2,1.1,3.5,32,2.8,4.5,61.4,5,2.6,1,0.3,2.2,2,0,10.76
94,Marvin Bagley IIISAC,2019-2020,PF,13,25.7,14.2,6,12.8,46.7,0.3,1.7,18.2,1.9,2.4,80.6,7.5,0.8,0.5,0.9,1.4,3,0,15.68
95,Jabari ParkerATL/SAC,2019-2020,PF,38,24.1,14,5.8,11.3,51,0.8,3.1,26.9,1.6,2.1,75.3,5.6,1.8,1.2,0.4,1.7,2,0,18.08
96,Eric PaschallGS,2019-2020,F,60,27.6,14,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,4.6,2.1,0.5,0.2,1.6,4,0,14.53
97,Clint CapelaATL/HOU,2019-2020,C,39,32.8,13.9,6.3,9.9,62.9,0,0,0,1.4,2.7,52.9,13.8,1.2,0.8,1.8,1.6,27,0,20.63
98,Josh RichardsonPHI,2019-2020,SG,55,30.8,13.7,5.1,11.7,43,1.5,4.5,34.1,2.1,2.6,80.9,3.2,2.9,0.9,0.7,1.9,0,0,12.02
99,Rui HachimuraWSH,2019-2020,PF,48,30.1,13.5,5.3,11.4,46.6,0.5,1.8,28.7,2.4,2.9,82.9,6.1,1.8,0.8,0.2,1.1,3,0,13.56
100,Tyler HerroMIA,2019-2020,PG,55,27.4,13.5,4.9,11.5,42.8,2.1,5.4,38.9,1.6,1.8,87,4.1,2.2,0.6,0.2,1.6,1,0,12.53
101,Duncan RobinsonMIA,2019-2020,SG,73,29.7,13.5,4.4,9.4,47,3.7,8.3,44.6,0.9,1,93.1,3.2,1.4,0.5,0.3,1,1,0,13.12
102,Thomas BryantWSH,2019-2020,C,46,24.9,13.2,5.3,9.1,58.1,0.8,2,40.7,1.9,2.5,74.1,7.2,1.8,0.5,1.1,1.2,11,0,21.16
103,Coby WhiteCHI,2019-2020,PG,65,25.8,13.2,4.8,12.2,39.4,2,5.8,35.4,1.6,2,79.1,3.5,2.7,0.8,0.1,1.7,0,0,11.92
104,Christian WoodDET,2019-2020,C,62,21.4,13.1,4.6,8.2,56.7,0.9,2.3,38.6,2.9,3.9,74.4,6.3,1,0.5,0.9,1.4,12,0,23.22
105,Ricky RubioPHX,2019-2020,PG,65,31,13,4.4,10.6,41.5,1.2,3.3,36.1,3,3.5,86.3,4.7,8.8,1.4,0.2,2.7,22,2,16.53
106,Miles BridgesCHA,2019-2020,SF,65,30.7,13,4.9,11.6,42.4,1.5,4.6,33,1.6,2,80.9,5.6,1.8,0.6,0.7,1.5,4,0,12.19
107,Marcus SmartBOS,2019-2020,PG,60,32,12.9,4.3,11.4,37.5,2.3,6.6,34.7,2.1,2.5,83.6,3.8,4.9,1.7,0.5,1.7,3,0,13.78
108,Kyle KuzmaLAL,2019-2020,SF,61,25,12.8,4.8,11,43.6,1.4,4.5,31.6,1.9,2.5,73.5,4.5,1.3,0.5,0.4,1.5,2,0,12.25
109,Damion LeeGS,2019-2020,SG,49,29,12.7,4.3,10.4,41.7,1.7,4.9,35.6,2.2,2.6,87.3,4.9,2.7,1,0.1,1.4,3,0,12.75
110,Jeremy LambIND,2019-2020,SG,46,28.1,12.5,4.7,10.4,45.1,1.2,3.4,33.5,2,2.4,83.6,4.3,2.1,1.2,0.5,1.1,2,0,14.05
111,Robert CovingtonMIN/HOU,2019-2020,PF,70,30.5,12.4,4.4,10.3,42.2,2.3,6.9,33.5,1.4,1.8,79.8,6.6,1.3,1.6,1.3,1.5,7,0,13.38
112,Seth CurryDAL,2019-2020,SG,64,24.6,12.4,4.4,9,49.5,2.3,5,45.2,1.3,1.5,82.5,2.3,1.9,0.6,0.1,1,0,0,15.59
113,De'Andre HunterATL,2019-2020,SF,63,32,12.3,4.4,10.8,41,1.7,4.8,35.5,1.7,2.3,76.4,4.5,1.8,0.7,0.3,1.6,3,0,8.66
114,Darius GarlandCLE,2019-2020,PG,59,30.9,12.3,4.7,11.8,40.1,1.8,5,35.5,1.1,1.2,87.5,1.9,3.9,0.7,0.1,2.6,1,0,8.54
115,Richaun HolmesSAC,2019-2020,C,44,28.2,12.3,5.1,7.8,64.8,0,0,0,2.1,2.7,78.8,8.1,1,0.9,1.3,1.2,13,0,19.75
116,P.J. WashingtonCHA,2019-2020,PF,58,30.3,12.2,4.6,10.2,45.5,1.5,4,37.4,1.5,2.3,64.7,5.4,2.1,0.9,0.8,1.6,4,0,12.48
117,Kevin HuerterATL,2019-2020,SG,56,31.4,12.2,4.5,10.9,41.3,2.3,6,38,0.9,1.1,82.8,4.1,3.8,0.9,0.5,1.6,2,0,11.57
118,Isaiah ThomasLAC/WSH,2019-2020,G,40,23.1,12.2,4.4,10.7,40.8,2,4.7,41.3,1.6,1.9,81.6,1.7,3.7,0.3,0.2,1.9,1,0,11.68
119,Markelle FultzORL,2019-2020,PG,72,27.7,12.1,5,10.7,46.5,0.5,1.9,26.7,1.6,2.2,73,3.3,5.1,1.3,0.2,2,4,1,14.35
120,Myles TurnerIND,2019-2020,C,62,29.5,12.1,4.3,9.5,45.7,1.4,4,34.4,2,2.7,75.1,6.6,1.2,0.7,2.1,1.4,9,0,14.87
121,Taurean PrinceBKN,2019-2020,PF,64,29,12.1,4.3,11.5,37.6,2.3,6.7,33.9,1.1,1.4,79.8,6,1.8,0.9,0.4,2,8,0,9.19
122,Brandon ClarkeMEM,2019-2020,PF,58,22.4,12.1,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,5.9,1.4,0.6,0.8,0.9,3,0,20.97
123,Tristan ThompsonCLE,2019-2020,C,57,30.2,12,5.1,9.9,51.2,0.2,0.4,39.1,1.7,2.8,61.5,10.1,2.1,0.6,0.9,1.8,25,0,16.82
124,Jerami GrantDEN,2019-2020,SF,71,26.6,12,4.3,8.9,47.8,1.4,3.5,38.9,2.1,2.8,75,3.5,1.2,0.7,0.8,0.9,0,0,14.46
125,Brook LopezMIL,2019-2020,C,68,26.7,12,4.3,9.9,43.5,1.5,4.8,31.4,1.9,2.2,83.6,4.6,1.5,0.7,2.4,1,4,0,15.02
126,Reggie JacksonLAC/DET,2019-2020,PG,31,24,11.9,4.3,10.5,41.1,1.8,4.7,39.3,1.5,1.7,83.3,3,4.1,0.4,0.2,1.6,1,0,13.76
127,Al HorfordPHI,2019-2020,C,67,30.2,11.9,4.8,10.6,45,1.5,4.2,35,0.9,1.2,76.3,6.8,4,0.8,0.9,1.2,6,0,15.74
128,Jonathan IsaacORL,2019-2020,PF,34,28.8,11.9,4.6,9.8,47,0.9,2.8,34,1.8,2.3,77.9,6.8,1.4,1.6,2.3,1.4,5,0,17.31
129,Lonzo BallNO,2019-2020,PG,63,32.1,11.8,4.4,10.9,40.3,2.3,6.3,37.5,0.7,1.2,56.6,6.1,7,1.4,0.6,3.1,12,3,13.17
130,Glenn Robinson IIIGS/PHI,2019-2020,F,62,28.8,11.7,4.6,9.5,48.6,1.2,3.2,39.1,1.2,1.4,86,4.4,1.5,0.9,0.3,0.9,1,0,13.4
131,Patty MillsSA,2019-2020,PG,66,22.5,11.6,3.9,9.1,43.1,2.3,6.1,38.2,1.5,1.7,86.6,1.6,1.8,0.8,0.1,0.8,0,0,14.82
132,Paul MillsapDEN,2019-2020,PF,51,24.3,11.6,4.1,8.6,48.2,1.1,2.4,43.5,2.3,2.8,81.6,5.7,1.6,0.9,0.6,1.4,5,0,16.96
133,Nemanja BjelicaSAC,2019-2020,PF,72,27.9,11.5,4.4,9.1,48.1,1.9,4.4,41.9,1,1.2,82.1,6.4,2.8,0.9,0.6,1.4,10,0,15.77
134,Jordan McRaeWSH/DEN/DET,2019-2020,G,37,21.2,11.5,4,9.9,40.7,1.2,3.4,35.7,2.2,2.9,76.1,3.4,2.5,0.6,0.4,1.2,0,0,14.23
135,Aron BaynesPHX,2019-2020,C,42,22.3,11.5,4.4,9.1,48,1.4,4,35.1,1.3,1.8,74.7,5.6,1.6,0.2,0.5,1.2,3,0,15.22
136,Justise WinslowMIA/MEM,2019-2020,PF,11,32,11.3,4.5,11.7,38.8,0.5,2.5,22.2,1.6,2.5,66.7,6.6,4,0.6,0.5,2.2,1,0,8.6
137,Derrick WhiteSA,2019-2020,PG,68,24.7,11.3,3.7,8.1,45.8,1.2,3.2,36.6,2.6,3.1,85.3,3.3,3.5,0.6,0.9,1.3,0,0,16.46
138,Bryn ForbesSA,2019-2020,SG,63,25.1,11.2,3.8,9.2,41.7,2.3,6,38.8,1.2,1.4,83.3,2,1.7,0.5,0,0.9,0,0,11.18
139,Malik BeasleyMIN/DEN,2019-2020,SG,55,22,11.2,4.1,9.7,42.5,1.9,5,38.8,1,1.2,81.8,2.7,1.4,0.7,0.1,1,1,0,12.72
140,Dion WaitersLAL/MIA/MEM,2019-2020,G,10,20.7,11.1,4.1,9.9,41.4,1.5,4.7,31.9,1.4,1.7,82.4,2.4,2,0.4,0.6,1.6,0,0,11.53
141,Jarrett AllenBKN,2019-2020,C,70,26.5,11.1,4.3,6.6,64.9,0,0.1,0,2.4,3.9,63.3,9.6,1.6,0.6,1.3,1.1,30,0,20.69
142,Cody ZellerCHA,2019-2020,C,58,23.1,11.1,4.3,8.3,52.4,0.3,1.3,24,2.1,3.1,68.2,7.1,1.5,0.7,0.4,1.3,10,0,18.84
143,Cedi OsmanCLE,2019-2020,SF,65,29.4,11,4.1,9.4,43.7,1.9,4.9,38.3,1,1.4,67,3.6,2.4,0.8,0.2,1.4,2,0,10.7
144,Rodney HoodPOR,2019-2020,SG,21,29.5,11,4.1,8.2,50.6,1.7,3.4,49.3,1,1.3,77.8,3.4,1.5,0.8,0.2,0.9,0,0,12.18
145,Dejounte MurraySA,2019-2020,SG,66,25.6,10.9,4.5,9.7,46.2,0.6,1.7,36.9,1.4,1.7,79.8,5.8,4.1,1.7,0.3,1.9,6,0,16.27
146,Ish SmithWSH,2019-2020,PG,68,26.3,10.9,4.5,10.1,44.7,0.9,2.5,36.7,0.9,1.3,72.1,3.2,4.9,0.9,0.4,1.4,1,0,13.96
147,Cameron PaynePHX,2019-2020,PG,8,22.9,10.9,4.1,8.5,48.5,1.9,3.6,51.7,0.8,0.9,85.7,3.9,3,1,0.3,1.4,0,0,15.74
148,Jeff TeagueATL/MIN,2019-2020,PG,59,24.8,10.9,3.6,8.3,43.6,0.7,2,36.8,2.9,3.3,87.3,2.4,5.2,0.7,0.3,2,3,0,14.66
