rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
33,Klay ThompsonGS,2021-2022,SG,32,29.4,20.4,7.7,17.9,42.9,3.6,9.3,38.5,1.4,1.6,90.2,3.9,2.8,0.5,0.5,1.3,0,0,16.81
34,Fred VanVleetTOR,2021-2022,SG,65,37.9,20.3,6.8,16.9,40.3,3.7,9.9,37.7,3,3.4,87.4,4.4,6.7,1.7,0.5,2.6,10,1,17.38
35,Kristaps PorzingisWSH/DAL,2021-2022,C,51,29,20.2,6.9,15,45.9,1.5,4.9,31,4.9,5.6,86.7,8.1,2.3,0.7,1.6,1.6,15,0,23.78
36,Miles BridgesCHA,2021-2022,SF,80,35.5,20.2,7.5,15.2,49.1,1.9,5.8,33.1,3.3,4.2,80.2,7,3.8,0.9,0.8,1.9,15,0,17.97
37,LaMelo BallCHA,2021-2022,PG,75,32.3,20.1,7.2,16.7,42.9,2.9,7.5,38.9,2.8,3.2,87.2,6.7,7.6,1.6,0.4,3.3,23,5,19.76
38,Julius RandleNY,2021-2022,PF,72,35.3,20.1,7.1,17.3,41.1,1.7,5.4,30.8,4.2,5.6,75.6,9.9,5.1,0.7,0.5,3.4,31,1,15.8
39,Khris MiddletonMIL,2021-2022,SF,66,32.4,20.1,6.8,15.5,44.3,2.5,6.6,37.3,3.9,4.4,89,5.4,5.4,1.2,0.3,2.9,4,0,18.19
40,RJ BarrettNY,2021-2022,SG,70,34.5,20,7,17.1,40.8,2,5.8,34.2,4.1,5.8,71.4,5.8,3,0.6,0.2,2.2,4,0,13.72
41,Terry RozierCHA,2021-2022,SG,73,33.7,19.3,7.1,16,44.4,3,8.1,37.4,2.1,2.4,85.2,4.3,4.5,1.3,0.3,1.3,3,1,17.62
42,Jerami GrantDET,2021-2022,SF,47,31.9,19.2,6.3,14.9,42.6,1.9,5.4,35.8,4.6,5.5,83.8,4.1,2.4,0.9,1,1.8,1,0,16.12
43,Malcolm BrogdonIND,2021-2022,PG,36,33.5,19.1,6.8,15.1,44.8,1.6,5.2,31.2,4,4.6,85.6,5.1,5.9,0.8,0.4,2.1,6,1,18.1
44,Bam AdebayoMIA,2021-2022,C,56,32.6,19.1,7.3,13,55.7,0,0.1,0,4.6,6.1,75.3,10.1,3.4,1.4,0.8,2.6,27,0,21.91
45,Norman PowellPOR/LAC,2021-2022,SF,45,32.4,19,6.2,13.4,46.1,2.4,5.6,41.9,4.2,5.2,81.1,3.2,2.1,0.9,0.5,1.5,0,0,16.33
46,Domantas SabonisIND/SAC,2021-2022,PF,62,34.5,18.9,7.1,12.5,57.3,0.6,2,31.2,4,5.4,74.1,12.1,5.2,1,0.4,3.1,46,5,21.93
47,Jordan PooleGS,2021-2022,SG,76,30,18.5,6.2,13.9,44.8,2.8,7.6,36.4,3.2,3.5,92.5,3.4,4,0.8,0.3,2.5,2,0,16.2
48,Russell WestbrookLAL,2021-2022,PG,78,34.3,18.5,7,15.8,44.4,1,3.4,29.8,3.4,5.1,66.7,7.4,7.1,1,0.3,3.8,28,10,15.01
49,Dillon BrooksMEM,2021-2022,SF,32,27.7,18.4,7.1,16.4,43.2,1.4,4.7,30.9,2.8,3.3,84.9,3.2,2.8,1.1,0.3,1.6,0,0,15.55
50,Gary Trent Jr.TOR,2021-2022,SG,70,35,18.3,6.4,15.5,41.4,3,7.8,38.3,2.5,2.9,85.3,2.7,2,1.7,0.3,1,0,0,14.71
51,Jrue HolidayMIL,2021-2022,PG,67,32.9,18.3,7.1,14.2,50.1,2,4.8,41.1,2,2.7,76.1,4.5,6.8,1.6,0.4,2.7,12,0,19.84
52,Desmond BaneMEM,2021-2022,SG,76,29.8,18.2,6.7,14.5,46.1,3,6.9,43.6,1.8,2,90.3,4.4,2.7,1.2,0.4,1.5,0,0,17.62
53,D'Angelo RussellMIN,2021-2022,PG,65,32,18.1,6.2,15,41.1,2.7,8,34,3,3.7,82.5,3.3,7.1,1,0.3,2.5,12,0,16.36
54,Bojan BogdanovicUTAH,2021-2022,SF,69,30.9,18.1,6.1,13.4,45.5,2.6,6.8,38.7,3.2,3.8,85.8,4.3,1.7,0.5,0,1.7,3,0,15.71
55,Christian WoodHOU,2021-2022,C,68,30.8,17.9,6.5,12.9,50.1,1.9,4.9,39,3,4.9,62.3,10.1,2.3,0.8,1,1.9,33,0,19.18
56,Jonas ValanciunasNO,2021-2022,C,74,30.3,17.8,6.9,12.7,54.4,0.8,2.1,36.1,3.2,3.9,82,11.4,2.6,0.6,0.8,2.4,50,0,21.3
57,Nikola VucevicCHI,2021-2022,C,73,33.1,17.6,7.5,15.8,47.3,1.4,4.5,31.4,1.3,1.7,76,11,3.2,1,1,1.9,44,0,18.27
58,Tyrese MaxeyPHI,2021-2022,PG,75,35.3,17.5,6.4,13.3,48.5,1.8,4.1,42.7,2.8,3.3,86.6,3.2,4.3,0.7,0.4,1.2,1,0,16.27
59,Cade CunninghamDET,2021-2022,PG,64,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,5.5,5.6,1.2,0.7,3.7,10,2,13.12
60,Anfernee SimonsPOR,2021-2022,SG,57,29.5,17.3,6.2,14,44.3,3.1,7.8,40.5,1.8,2,88.8,2.6,3.9,0.5,0.1,2,2,0,15.34
61,Jalen GreenHOU,2021-2022,SG,67,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,3.4,2.6,0.7,0.3,2,0,0,12.56
62,Tobias HarrisPHI,2021-2022,PF,73,34.8,17.2,6.8,14,48.2,1.4,3.8,36.7,2.3,2.8,84.2,6.8,3.5,0.6,0.6,1.6,9,1,16
63,Andrew WigginsGS,2021-2022,SF,73,31.9,17.2,6.5,14,46.6,2.2,5.5,39.3,2,3.2,63.4,4.5,2.2,1,0.7,1.5,1,0,15.04
64,Luguentz DortOKC,2021-2022,SF,51,32.6,17.2,5.7,14.2,40.4,2.5,7.7,33.2,3.2,3.7,84.3,4.2,1.7,0.9,0.4,1.7,0,0,12.31
65,Deandre AytonPHX,2021-2022,C,58,29.5,17.2,7.6,12,63.4,0.1,0.3,36.8,1.8,2.4,74.6,10.2,1.4,0.7,0.7,1.6,30,0,21.99
66,O.G. AnunobyTOR,2021-2022,SF,48,36,17.1,6.4,14.5,44.3,2.4,6.6,36.3,1.9,2.5,75.4,5.5,2.6,1.5,0.5,1.7,3,0,14.84
67,Kyle KuzmaWSH,2021-2022,SF,66,33.4,17.1,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,8.5,3.5,0.6,0.9,2.6,24,1,15.21
68,Keldon JohnsonSA,2021-2022,SF,75,31.9,17,6.3,13.5,46.6,2.1,5.3,39.8,2.4,3.1,75.6,6.1,2.1,0.8,0.2,1.2,6,0,15.26
69,Caris LeVertIND/CLE,2021-2022,SG,58,30.7,17,6.5,14.7,44.4,1.4,4.4,32,2.5,3.3,75.6,3.7,4.3,0.9,0.4,1.9,1,0,15.12
70,Reggie JacksonLAC,2021-2022,PG,75,31.2,16.8,6.4,16.3,39.2,2.2,6.8,32.6,1.8,2.2,84.7,3.6,4.8,0.7,0.2,2.3,5,0,12.19
71,Harrison BarnesSAC,2021-2022,SF,77,33.6,16.4,5.1,10.8,46.9,1.8,4.7,39.4,4.4,5.4,82.6,5.6,2.4,0.7,0.2,1.5,5,0,15.75
72,Cole AnthonyORL,2021-2022,PG,65,31.7,16.3,5.5,14,39.1,2,6,33.8,3.3,3.9,85.4,5.4,5.7,0.7,0.3,2.6,9,0,13.55
73,Jaren Jackson Jr.MEM,2021-2022,PF,78,27.3,16.3,5.5,13.3,41.5,1.6,5.1,31.9,3.6,4.4,82.3,5.8,1.1,0.9,2.3,1.7,7,0,17.09
74,Jalen BrunsonDAL,2021-2022,PG,79,31.9,16.3,6.4,12.8,50.2,1.2,3.2,37.3,2.3,2.7,84,3.9,4.8,0.8,0,1.6,7,0,17.14
75,John CollinsATL,2021-2022,PF,54,30.8,16.2,6.3,11.9,52.6,1.2,3.3,36.4,2.5,3.1,79.3,7.8,1.8,0.6,1,1.1,16,0,18.75
76,Jarrett AllenCLE,2021-2022,C,56,32.3,16.1,6.6,9.7,67.7,0,0.2,10,2.9,4.2,70.8,10.8,1.6,0.8,1.3,1.7,32,0,23.08
77,Saddiq BeyDET,2021-2022,SF,82,33,16.1,5.5,13.9,39.6,2.6,7.4,34.6,2.6,3.1,82.7,5.4,2.8,0.9,0.2,1.2,6,0,14.08
78,Jordan ClarksonUTAH,2021-2022,PG,79,27.1,16,5.9,14.1,41.9,2.4,7.6,31.8,1.8,2.2,82.8,3.5,2.5,0.8,0.2,1.6,1,0,14.96
79,Collin SextonCLE,2021-2022,PG,11,28.7,16,6.2,13.7,45,1,4.1,24.4,2.6,3.5,74.4,3.3,2.1,0.9,0,2.8,0,0,11.27
80,Gordon HaywardCHA,2021-2022,SF,49,31.9,15.9,5.8,12.6,45.9,1.8,4.5,39.1,2.6,3,84.6,4.6,3.6,1,0.4,1.7,1,0,15.11
81,Buddy HieldIND/SAC,2021-2022,SG,81,30.9,15.6,5.5,13.6,40.6,3.2,8.8,36.6,1.4,1.6,87.4,4.4,2.8,0.9,0.3,1.9,1,0,12.9
82,Rudy GobertUTAH,2021-2022,C,66,32.1,15.6,5.5,7.7,71.3,0,0.1,0,4.6,6.7,69,14.7,1.1,0.7,2.1,1.8,53,0,24.76
83,Kevin Porter Jr.HOU,2021-2022,SG,61,31.3,15.6,5.5,13.2,41.5,2.5,6.8,37.5,2,3.2,64.2,4.4,6.2,1.1,0.4,3.1,10,1,13.56
84,Marcus Morris Sr.LAC,2021-2022,SF,54,29,15.4,5.6,12.8,43.4,1.9,5.1,36.7,2.4,2.7,87.2,4.4,2.1,0.5,0.3,1.3,2,0,13.74
85,Tyrese HaliburtonIND/SAC,2021-2022,PG,77,35,15.3,5.6,11.8,47.3,2.1,5.1,41.4,2.1,2.5,84.2,4,8.2,1.7,0.6,2.6,25,0,18.25
86,Scottie BarnesTOR,2021-2022,SF,74,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,7.5,3.5,1.1,0.7,1.8,13,0,16.37
87,Franz WagnerORL,2021-2022,SF,79,30.7,15.2,5.8,12.3,46.8,1.2,3.4,35.4,2.4,2.8,86.3,4.5,2.9,0.9,0.4,1.5,2,0,14.75
88,Bogdan BogdanovicATL,2021-2022,SG,63,29.3,15.1,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,4,3.1,1.1,0.2,1.1,0,0,15.49
89,Jusuf NurkicPOR,2021-2022,C,56,28.2,15,5.7,10.7,53.5,0.3,1,26.8,3.3,4.8,69,11.1,2.8,1.1,0.6,2.6,30,0,20.1
90,Wendell Carter Jr.ORL,2021-2022,C,62,29.9,15,5.8,11,52.5,1.1,3.5,32.7,2.3,3.3,69.1,10.5,2.8,0.6,0.7,1.9,33,0,18.41
91,Aaron GordonDEN,2021-2022,PF,75,31.7,15,5.8,11.1,52,1.2,3.5,33.5,2.3,3.1,74.3,5.9,2.5,0.6,0.6,1.8,6,0,15.38
92,Seth CurryBKN/PHI,2021-2022,SG,64,33.3,15,5.6,11.5,48.7,2.5,5.8,42.2,1.3,1.5,87.2,3.1,3.6,0.8,0.2,1.7,1,0,13.7
93,Evan MobleyCLE,2021-2022,PF,69,33.8,15,6.1,12,50.8,0.3,1.3,25,2.4,3.7,66.3,8.3,2.5,0.8,1.7,1.9,21,0,16.15
94,Kelly Oubre Jr.CHA,2021-2022,SG,76,26.3,15,5.4,12.3,44,2.5,7.3,34.5,1.7,2.5,66.7,4,1.1,1,0.4,0.9,1,0,15.01
95,Josh HartPOR/NO,2021-2022,SG,54,33.2,14.9,5.3,10.5,50.4,1.4,3.9,34.3,3,3.9,75.8,7.2,4.1,1.1,0.2,2.1,12,0,16.18
96,Lauri MarkkanenCLE,2021-2022,PF,61,30.8,14.8,5.1,11.5,44.5,2.2,6.2,35.8,2.3,2.6,86.8,5.7,1.3,0.7,0.5,0.9,3,0,14.76
97,Chris PaulPHX,2021-2022,PG,65,32.9,14.7,5.6,11.3,49.3,1,3.1,31.7,2.6,3.1,83.7,4.4,10.8,1.9,0.3,2.4,34,2,20.86
98,Jaylen HoardOKC,2021-2022,F,7,34.3,14.7,6.3,12.9,48.9,1.3,3.6,36,0.9,2,42.9,12,2.4,0.9,0.7,1.1,4,0,18.05
99,Will BartonDEN,2021-2022,SF,71,32.1,14.7,5.5,12.6,43.8,2.2,6.1,36.5,1.4,1.8,80.3,4.8,3.9,0.8,0.4,1.8,1,0,13.42
100,Bobby PortisMIL,2021-2022,F,72,28.2,14.6,5.8,12.1,47.9,1.8,4.7,39.3,1.2,1.6,75.2,9.1,1.2,0.7,0.7,1.3,24,0,17.79
101,Tim Hardaway Jr.DAL,2021-2022,SF,42,29.6,14.2,5,12.6,39.4,2.4,7.2,33.6,1.9,2.5,75.7,3.7,2.2,0.9,0.1,0.8,0,0,12.79
102,Mikal BridgesPHX,2021-2022,SF,82,34.8,14.2,5.6,10.5,53.4,1.4,3.8,36.9,1.6,1.9,83.4,4.2,2.3,1.2,0.4,0.8,0,0,14.49
103,Evan FournierNY,2021-2022,SG,80,29.5,14.1,5,12.1,41.7,3,7.7,38.9,1,1.4,70.8,2.6,2.1,1,0.3,1.3,0,0,12.34
104,Malik MonkLAL,2021-2022,SG,76,28.1,13.8,5.1,10.9,47.3,2.3,5.8,39.1,1.2,1.5,79.5,3.4,2.9,0.8,0.4,1.6,1,0,14.49
105,Spencer DinwiddieWSH/DAL,2021-2022,PG,67,29.6,13.7,4.6,11,41.6,1.7,4.9,33.9,2.9,3.8,77.4,4.2,5.2,0.7,0.2,1.6,7,1,15.14
106,Mike ConleyUTAH,2021-2022,PG,72,28.6,13.7,4.8,11,43.5,2.3,5.8,40.8,1.8,2.3,79.6,3,5.3,1.3,0.3,1.7,2,0,17.28
107,Kevin LoveCLE,2021-2022,PF,74,22.5,13.6,4.4,10.3,43,2.5,6.4,39.2,2.2,2.7,83.8,7.2,2.2,0.4,0.2,1.3,15,0,19.67
108,Dennis SchroderBOS/HOU,2021-2022,PG,64,28.7,13.5,4.9,11.3,43.1,1.3,3.9,34.4,2.5,2.9,85.3,3.3,4.6,0.8,0.1,2.2,1,0,13.1
109,Jakob PoeltlSA,2021-2022,C,68,29,13.5,6,9.8,61.8,0,0,100,1.4,2.8,49.5,9.3,2.8,0.7,1.7,1.6,28,0,20.85
110,Eric GordonHOU,2021-2022,SG,57,29.3,13.4,4.7,9.9,47.5,2.2,5.3,41.2,1.8,2.4,77.8,2,2.7,0.5,0.3,1.9,0,0,12.17
111,Kyle LowryMIA,2021-2022,PG,63,33.9,13.4,4.4,10,44,2.3,6.1,37.7,2.3,2.8,85.1,4.5,7.5,1.1,0.3,2.7,16,2,15.02
112,De'Andre HunterATL,2021-2022,SF,53,29.8,13.4,4.8,10.8,44.2,1.4,3.7,37.9,2.4,3.1,76.5,3.3,1.3,0.7,0.4,1.3,2,0,10.66
113,Carmelo AnthonyLAL,2021-2022,PF,69,26,13.3,4.6,10.5,44.1,2.2,5.8,37.5,1.9,2.3,83,4.2,1,0.7,0.8,0.9,1,0,14.8
114,Derrick WhiteSA/BOS,2021-2022,PG,75,29.3,13.2,4.5,10.7,42.1,1.5,4.9,31.2,2.7,3.1,86.4,3.5,4.9,0.9,0.8,1.6,2,0,14.89
115,Kentavious Caldwell-PopeWSH,2021-2022,SG,77,30.2,13.2,4.7,10.8,43.5,2.1,5.3,39,1.8,2,89,3.4,1.9,1.1,0.3,1.3,2,0,12.6
116,Montrezl HarrellWSH/CHA,2021-2022,C,71,23.1,13.1,5,7.8,64.5,0.1,0.2,23.5,3,4.2,71.6,6.1,2,0.4,0.6,1,7,0,23.26
117,Chris DuarteIND,2021-2022,SG,55,28,13.1,4.9,11.3,43.2,1.7,4.6,36.9,1.6,2,80.4,4.1,2.1,1,0.2,1.6,0,0,12.31
118,Ricky RubioIND/CLE,2021-2022,PG,34,28.5,13.1,4.4,12.1,36.3,1.7,5.1,33.9,2.6,3,85.4,4.1,6.6,1.4,0.2,2.6,5,0,14.01
119,Lonzo BallCHI,2021-2022,PG,35,34.6,13,4.6,10.9,42.3,3.1,7.4,42.3,0.6,0.8,75,5.4,5.1,1.8,0.9,2.3,3,1,14.49
120,LaMarcus AldridgeBKN,2021-2022,C,47,22.3,12.9,5.4,9.7,55,0.3,1,30.4,1.9,2.2,87.3,5.5,0.9,0.3,1,0.9,2,0,19.69
121,Brandon WilliamsPOR,2021-2022,PG,24,26.7,12.9,4.4,11.8,37.2,1.3,4.4,29.2,2.8,4,70.1,3.1,3.9,1,0.4,2.4,2,0,11.04
122,Myles TurnerIND,2021-2022,C,42,29.4,12.9,4.8,9.4,50.9,1.5,4.4,33.3,1.9,2.5,75.2,7.1,1,0.7,2.8,1.3,9,0,17.45
123,Coby WhiteCHI,2021-2022,PG,61,27.5,12.7,4.6,10.6,43.3,2.2,5.8,38.5,1.3,1.5,85.7,3,2.9,0.5,0.2,1.1,1,0,12.6
124,Monte MorrisDEN,2021-2022,PG,75,29.9,12.6,5,10.3,48.4,1.7,4.2,39.5,1,1.1,86.9,3,4.4,0.7,0.2,1,0,0,14.75
125,Josh GiddeyOKC,2021-2022,SG,54,31.5,12.5,5.2,12.4,41.9,1,3.9,26.3,1,1.5,70.9,7.8,6.4,0.9,0.4,3.2,16,4,13.34
126,Cameron JohnsonPHX,2021-2022,SF,66,26.2,12.5,4.2,9.2,46,2.5,5.9,42.5,1.5,1.7,86,4.1,1.5,0.9,0.2,0.7,0,0,15.26
127,Brook LopezMIL,2021-2022,C,13,22.9,12.4,4.7,10.1,46.6,1.5,4.1,35.8,1.5,1.8,87,4.1,0.5,0.6,1.2,0.9,0,0,16.06
128,Victor OladipoMIA,2021-2022,SG,8,21.6,12.4,4.4,9.1,47.9,1.9,4.5,41.7,1.8,2.4,73.7,2.9,3.5,0.6,0.1,2,1,0,16.86
129,Devin VassellSA,2021-2022,SG,71,27.3,12.3,4.6,10.8,42.7,1.9,5.4,36.1,1.2,1.4,83.8,4.3,1.9,1.1,0.6,0.8,1,0,13.39
130,Lonnie Walker IVSA,2021-2022,G,70,23,12.1,4.4,10.9,40.7,1.6,5,31.4,1.7,2.1,78.4,2.6,2.2,0.6,0.3,1,0,0,12.41
131,Marcus SmartBOS,2021-2022,PG,71,32.3,12.1,4.2,10.1,41.8,1.7,5.1,33.1,2,2.5,79.3,3.8,5.9,1.7,0.3,2.2,2,0,13.67
132,Malik BeasleyMIN,2021-2022,SG,79,25,12.1,4.2,10.8,39.1,3,8.1,37.7,0.6,0.8,81.7,2.9,1.5,0.5,0.2,0.5,0,0,11.91
133,Kevin HuerterATL,2021-2022,SG,74,29.6,12.1,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,3.4,2.7,0.7,0.4,1.2,1,0,11.91
134,Derrick RoseNY,2021-2022,PG,26,24.5,12,4.7,10.5,44.5,1.4,3.5,40.2,1.2,1.2,96.8,3,4,0.8,0.5,1.5,0,0,16.93
135,Luke KennardLAC,2021-2022,SG,70,27.4,11.9,4.1,9.1,44.9,2.7,6,44.9,1,1.1,89.6,3.3,2.1,0.6,0.1,0.9,1,0,13.31
136,Devonte' GrahamNO,2021-2022,PG,76,28.4,11.9,3.9,10.7,36.3,2.5,7.4,34.1,1.6,1.8,84.3,2.3,4.2,0.9,0.2,1.4,0,0,12.1
137,Jae'Sean TateHOU,2021-2022,SF,78,26.4,11.8,4.7,9.3,49.8,0.8,2.6,31.2,1.7,2.4,70.7,5.4,2.8,0.9,0.5,1.8,7,0,14.36
138,Jalen SuggsORL,2021-2022,SG,48,27.2,11.8,4.1,11.4,36.1,0.9,4.1,21.4,2.6,3.4,77.3,3.6,4.4,1.2,0.4,3,2,0,8.66
139,Danilo GallinariATL,2021-2022,PF,66,25.3,11.7,3.9,9,43.4,1.7,4.5,38.1,2.1,2.4,90.4,4.7,1.5,0.4,0.2,0.6,2,0,14.35
140,Alec BurksNY,2021-2022,SG,81,28.6,11.7,3.5,9,39.1,1.9,4.8,40.4,2.7,3.3,82.2,4.9,3,1,0.3,1.1,2,0,13.72
141,Kemba WalkerNY,2021-2022,PG,37,25.6,11.6,4,10,40.3,2,5.4,36.7,1.6,1.9,84.5,3,3.5,0.7,0.2,1.3,1,1,13.96
142,Cameron OliverATL,2021-2022,F,2,21.5,11.5,5,7.5,66.7,0.5,1.5,33.3,1,1.5,66.7,3,1.5,0.5,0.5,0,0,0,21.49
143,Davion MitchellSAC,2021-2022,PG,75,27.7,11.5,4.7,11.2,41.8,1.3,4.3,31.6,0.7,1.1,65.9,2.2,4.2,0.7,0.3,1.5,3,0,10.84
144,Patty MillsBKN,2021-2022,PG,81,29,11.4,4,9.8,40.8,2.8,7,40,0.6,0.7,81.4,1.9,2.3,0.6,0.2,0.9,0,0,10.43
145,Doug McDermottSA,2021-2022,SF,51,24,11.3,4.2,9.1,46.2,2.1,5,42.2,0.8,1,78.4,2.3,1.3,0.3,0.1,0.8,0,0,11.47
146,Rui HachimuraWSH,2021-2022,PF,42,22.5,11.3,4.5,9.1,49.1,1.3,2.9,44.7,1.1,1.6,69.7,3.8,1.1,0.5,0.2,0.8,0,0,14.91
147,Immanuel QuickleyNY,2021-2022,SG,78,23.1,11.3,3.6,9.3,39.2,1.8,5.1,34.6,2.3,2.6,88.1,3.2,3.5,0.7,0,1.3,4,2,14.59
