rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
34,Luol DengCHI,2006-2007,F,82,37.5,18.8,7.7,14.9,51.7,0,0.1,14.3,3.4,4.4,77.7,7.1,2.5,1.2,0.6,1.9,17,0,18.79
35,Steve NashPHX,2006-2007,PG,76,35.3,18.6,6.8,12.8,53.2,2.1,4.5,45.5,2.9,3.3,89.9,3.5,11.6,0.8,0.1,3.8,53,0,23.87
36,Tony ParkerSA,2006-2007,G,77,32.5,18.6,7.4,14.2,52,0.2,0.5,39.5,3.6,4.5,78.3,3.2,5.5,1.1,0.1,2.5,5,0,21.46
37,Mike MillerMEM,2006-2007,SG,70,39.1,18.5,6.6,14.4,46,2.9,7.1,40.6,2.3,2.9,79.3,5.4,4.3,0.8,0.3,2.6,6,0,16.5
38,David WestNO,2006-2007,F,52,36.5,18.3,7.3,15.2,47.6,0.2,0.5,32,3.6,4.4,82.4,8.2,2.2,0.8,0.7,1.9,15,0,18.99
39,Andre IguodalaPHI,2006-2007,F,76,40.3,18.2,5.8,13,44.7,0.6,2,31,5.9,7.3,82,5.7,5.7,2,0.4,3.4,7,3,18.18
40,Gerald WallaceCHA,2006-2007,SF,72,36.7,18.1,6.6,13.2,50.2,0.5,1.7,32.5,4.3,6.2,69.1,7.2,2.6,2,1,2.2,16,0,19.83
41,Leandro BarbosaPHX,2006-2007,G,80,32.7,18.1,6.6,13.9,47.6,2.4,5.5,43.4,2.5,2.9,84.5,2.7,4,1.2,0.2,1.8,5,0,18.49
42,Peja StojakovicNO,2006-2007,SF,13,32.7,17.8,6.4,15.1,42.3,2.6,6.5,40.5,2.4,2.9,81.6,4.2,0.8,0.6,0.3,1.5,0,0,15.84
43,Jamal CrawfordNY,2006-2007,G,59,37.3,17.6,6,15,40,1.7,5.5,32,3.9,4.6,83.8,3.2,4.4,1,0.1,2.7,4,0,14.6
44,Dwight HowardORL,2006-2007,C,82,36.9,17.6,6.4,10.6,60.3,0,0,50,4.8,8.1,58.6,12.3,1.9,0.9,1.9,3.9,60,0,21.19
45,Mehmet OkurUTAH,2006-2007,C,80,33.3,17.6,6.1,13.3,46.2,1.6,4.2,38.4,3.7,4.8,76.5,7.2,2,0.5,0.5,1.6,21,0,18.19
46,Shawn MarionPHX,2006-2007,SG,80,37.6,17.5,7,13.4,52.4,1,3.2,31.7,2.5,3.1,81,9.8,1.7,2,1.5,1.4,37,0,20.87
47,Mo WilliamsMIL,2006-2007,PG,68,36.4,17.3,6.9,15.4,44.6,1.2,3.4,34.6,2.3,2.7,85.5,4.8,6.1,1.3,0.1,3,11,1,16.35
48,Shaquille O'NealMIA,2006-2007,C,40,28.4,17.3,7.1,12,59.1,0,0,0,3.1,7.4,42.2,7.4,2,0.2,1.4,2.4,8,0,21.85
48,Chris PaulNO,2006-2007,PG,64,36.8,17.3,6,13.6,43.7,0.8,2.2,35,4.6,5.6,81.8,4.4,8.9,1.8,0,2.5,27,1,22
50,Mike BibbySAC,2006-2007,PG,82,34,17.1,5.7,14.2,40.4,2.1,5.9,36,3.5,4.2,83,3.2,4.7,1.1,0.1,2.4,2,0,16.07
51,Chauncey BillupsDET,2006-2007,PG,70,36.2,17,5,11.6,42.7,1.6,4.5,34.5,5.5,6.2,88.3,3.4,7.2,1.2,0.2,2,16,0,21.38
52,Ricky DavisMIN,2006-2007,SG,81,37.3,17,6.2,13.4,46.5,1.5,3.8,39.7,3,3.5,83.9,3.9,4.8,1,0.3,2.6,2,0,15.97
53,Corey MaggetteLAC,2006-2007,SF,75,30.5,16.9,4.9,10.8,45.4,0.2,0.9,20,6.9,8.4,82,5.9,2.8,0.9,0.2,2.7,9,0,18.67
54,Brandon RoyPOR,2006-2007,SG,57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,4.4,4,1.2,0.2,2,4,0,18.08
55,Jason TerryDAL,2006-2007,G,81,35.1,16.7,6.3,13.1,48.4,2,4.6,43.8,2,2.5,80.4,2.9,5.2,1,0.2,1.9,6,0,18.97
56,Kirk HinrichCHI,2006-2007,SG,80,35.5,16.6,5.9,13.3,44.8,1.8,4.2,41.5,3,3.6,83.5,3.4,6.3,1.3,0.3,2.4,10,0,17.09
57,Manu GinobiliSA,2006-2007,G,75,27.5,16.5,5.3,11.4,46.4,1.7,4.3,39.6,4.3,5,86,4.4,3.5,1.5,0.4,2.1,1,0,24.18
58,Monta EllisGS,2006-2007,SG,77,34.3,16.5,6.2,13.1,47.5,0.5,1.9,27.3,3.5,4.6,76.3,3.2,4.1,1.7,0.3,2.9,2,0,15.06
59,Al HarringtonIND/GS,2006-2007,PF,78,32.9,16.5,6.3,13.9,45.7,1.6,3.8,43.3,2.2,3.1,69.4,6.4,1.9,0.8,0.3,2.2,8,0,14.89
60,Nenad KrsticNJ,2006-2007,C,26,32.6,16.4,6.5,12.4,52.6,0,0,0,3.3,4.7,71.1,6.8,1.8,0.4,0.9,2,5,0,16.97
61,Josh SmithATL,2006-2007,PF,72,36.8,16.4,6.1,13.8,43.9,0.5,2.1,25,3.7,5.4,69.3,8.6,3.3,1.4,2.9,3.2,32,0,18.39
62,Stephon MarburyNY,2006-2007,PG,74,37.1,16.4,5.3,12.9,41.5,1.7,4.7,35.7,4,5.2,76.9,2.9,5.4,1,0.1,2.4,0,0,15.36
63,Richard JeffersonNJ,2006-2007,F,55,35.6,16.3,5.5,12.1,45.6,0.9,2.6,35.9,4.3,5.9,73.3,4.4,2.7,0.6,0.1,2.2,1,0,13.88
64,Deron WilliamsUTAH,2006-2007,PG,80,36.9,16.2,6.2,13.5,45.6,1,3.2,32.2,2.8,3.7,76.7,3.3,9.3,1,0.2,3.1,30,0,17.15
65,Al JeffersonBOS,2006-2007,C,69,33.6,16,6.6,12.8,51.4,0,0,0,2.9,4.3,68.1,11,1.3,0.7,1.5,2,38,0,19.9
66,Jason RichardsonGS,2006-2007,SG,51,32.8,16,6,14.4,41.7,2.2,5.9,36.5,1.8,2.7,65.7,5.1,3.4,1.1,0.6,1.6,4,0,15.55
67,Lamar OdomLAL,2006-2007,PF,56,39.3,15.9,5.7,12.2,46.8,1,3.3,29.7,3.5,5.1,70,9.8,4.8,0.9,0.6,2.9,25,1,16.2
68,Stephen JacksonIND/GS,2006-2007,SF,75,33.1,15.5,5.5,12.6,43.3,1.3,4.1,32.2,3.2,4,81.3,3,3.8,1.1,0.5,2.4,1,0,14.5
69,Wally SzczerbiakBOS,2006-2007,SG,32,28.1,15,5,12.1,41.5,1.4,3.3,41.5,3.5,3.9,89.7,3.1,1.7,0.6,0.1,1.7,0,0,14.9
70,Larry HughesCLE,2006-2007,SG,70,37.1,14.9,5.4,13.6,40,1.1,3.2,33.3,3,4.4,67.6,3.8,3.7,1.3,0.4,2.2,1,0,12.17
71,Ruben PattersonMIL,2006-2007,PF,81,31,14.7,5.9,10.7,54.8,0,0.2,15.8,3,4.6,64.1,5.4,2.9,1.4,0.3,2.5,10,0,18.6
72,Raja BellPHX,2006-2007,SG,78,37.4,14.7,5.3,12.2,43.2,2.6,6.4,41.3,1.5,1.9,77.6,3.2,2.5,0.6,0.3,1.1,1,0,12.01
73,Earl BoykinsMIL/DEN,2006-2007,PG,66,30.8,14.6,4.9,11.7,42,1.4,3.6,39.7,3.3,3.7,89.8,2.1,4.4,0.8,0,1.8,3,0,16.3
74,Kyle KorverPHI,2006-2007,G,74,30.9,14.4,5,11.4,44,1.8,4.1,43,2.6,2.8,91.4,3.5,1.4,0.8,0.3,1.6,0,0,14.24
75,Emeka OkaforCHA,2006-2007,C,67,34.8,14.4,5.9,11,53.2,0,0,0,2.6,4.4,59.3,11.3,1.2,0.9,2.6,1.7,39,0,20.15
76,Grant HillORL,2006-2007,SF,65,30.9,14.4,5.3,10.2,51.8,0,0.2,16.7,3.8,5,76.5,3.6,2.1,0.9,0.4,2.2,0,0,16.33
77,Tayshaun PrinceDET,2006-2007,SF,82,36.6,14.3,5.6,12.2,46,1,2.6,38.6,2.1,2.7,76.8,5.2,2.8,0.6,0.7,1.2,5,0,16.01
78,Andres NocioniCHI,2006-2007,SF,53,26.5,14.1,5.2,11,46.7,1.5,3.9,38.3,2.3,2.7,84.8,5.7,1.1,0.5,0.5,2,8,0,15.69
79,Raymond FeltonCHA,2006-2007,G,78,36.3,14,5,13.1,38.4,1.3,4,33,2.6,3.3,79.7,3.4,7,1.5,0.1,2.9,11,0,13.55
80,T.J. FordTOR,2006-2007,PG,75,29.9,14,5.2,12,43.6,0.3,0.9,30.4,3.2,3.9,81.9,3.1,7.9,1.3,0.1,3.1,20,0,18.3
81,Danny GrangerIND,2006-2007,SF,82,34,13.9,4.9,10.6,45.9,1.3,3.5,38.2,2.9,3.6,80.3,4.6,1.4,0.8,0.7,1.6,3,0,13.9
82,Cuttino MobleyLAC,2006-2007,SG,78,36.4,13.8,5,11.3,44,1.3,3.2,41.1,2.6,3.1,83.7,3.4,2.5,1.2,0.3,1.9,0,0,12.52
83,Desmond MasonNO,2006-2007,SF,75,34.3,13.7,5.4,12,45.2,0,0,0,2.9,4.3,66.3,4.6,1.5,0.7,0.3,2.6,2,0,10.85
84,Charlie BellMIL,2006-2007,SG,82,34.7,13.5,5.2,11.9,43.7,1.5,4.4,35.2,1.6,2,78,2.9,3,1.2,0,1.3,0,0,13.16
85,Chris WilcoxSEA,2006-2007,PF,82,31.5,13.5,5.3,10,52.9,0,0.1,0,2.9,4.3,68.4,7.7,1,0.9,0.5,1.5,20,0,16.63
86,Andre MillerDEN/PHI,2006-2007,PG,80,37.1,13.4,5.3,11.4,46.6,0.1,0.4,14.3,2.8,3.5,78.4,4.4,7.8,1.4,0.1,2.8,19,1,16.18
87,Hedo TurkogluORL,2006-2007,SF,73,31.1,13.3,4.7,11.3,41.9,1.5,3.8,38.8,2.3,3,78.1,4,3.2,1,0.2,2,0,0,14.26
88,Rafer AlstonHOU,2006-2007,PG,82,37.1,13.3,4.7,12.4,37.5,2.3,6.5,36.3,1.6,2.2,73.4,3.4,5.4,1.6,0.1,2.1,3,0,12.99
89,Chucky AtkinsMEM,2006-2007,PG,75,27.5,13.2,4.1,9.5,43.4,1.5,4.1,37.9,3.4,4.1,81,1.9,4.6,0.7,0.1,1.7,3,0,17.45
90,Marvin WilliamsATL,2006-2007,F,64,34,13.1,4.8,11,43.3,0.2,0.7,24.4,3.4,4.1,81.5,5.3,1.9,0.8,0.5,2,4,0,12.26
91,Jason KiddNJ,2006-2007,PG,80,36.7,13,4.6,11.4,40.6,1.6,4.5,34.3,2.2,2.9,77.8,8.2,9.2,1.6,0.3,2.7,32,12,19.47
92,Josh ChildressATL,2006-2007,F,55,36.8,13,4.7,9.4,50.4,0.5,1.4,33.8,3,3.8,79.5,6.2,2.3,1.1,0.7,1.5,7,0,16.24
92,JR SmithDEN,2006-2007,G,63,23.3,13,4.5,10.2,44.1,2.4,6.1,39,1.6,2,81,2.3,1.4,0.8,0.1,1.3,0,0,15.65
94,Jameer NelsonORL,2006-2007,G,77,30.3,13,4.9,11.4,43,0.8,2.5,33.5,2.4,2.9,82.8,3.1,4.3,0.9,0.1,2.4,0,0,13.92
95,Quentin RichardsonNY,2006-2007,SF,49,33.1,13,4.7,11.1,41.8,2,5.3,37.6,1.7,2.4,69.2,7.2,2.2,0.7,0.1,1.4,8,0,14.3
96,Jamaal TinsleyIND,2006-2007,PG,72,31.2,12.8,4.8,12.3,38.9,0.8,2.7,31.6,2.4,3.3,72,3.3,6.9,1.6,0.3,2.8,7,0,15.24
97,Mike DunleavyIND/GS,2006-2007,SG,82,31.5,12.8,4.7,10.4,45.2,0.9,2.7,31.3,2.6,3.3,78.4,5.3,2.8,1,0.3,1.8,7,0,14.18
98,Hakim WarrickMEM,2006-2007,PF,82,26.2,12.7,4.5,8.7,52.4,0,0.1,0,3.6,4.7,77.1,5.1,0.9,0.5,0.4,2,9,0,15.92
99,Anthony ParkerTOR,2006-2007,SG,73,33.4,12.4,4.5,9.4,47.7,1.6,3.6,44.1,1.8,2.2,83.5,3.9,2.1,1,0.2,1,0,0,14.52
100,Rasheed WallaceDET,2006-2007,PF,75,32.3,12.3,4.8,11.2,42.3,1.4,3.9,35.1,1.4,1.8,78.8,7.2,1.7,1,1.6,1.3,12,0,15.81
101,Mark BlountMIN,2006-2007,C,82,31,12.3,5.2,10.2,50.9,0.1,0.4,29,1.8,2.4,75.4,6.2,0.8,0.5,0.7,1.9,8,0,12.73
102,Sam CassellLAC,2006-2007,PG,58,24.3,12.3,4.5,10.8,41.8,0.6,1.9,29.4,2.8,3.1,87.9,2.9,4.7,0.5,0.1,1.7,3,0,17.07
103,Andrew BogutMIL,2006-2007,C,66,34.2,12.3,5.3,9.5,55.3,0,0.1,20,1.7,2.9,57.7,8.8,3,0.7,0.5,2.3,19,0,15.54
104,Delonte WestBOS,2006-2007,SG,69,32.2,12.2,4.4,10.4,42.7,0.9,2.6,36.5,2.4,2.9,85.3,3,4.4,1.1,0.5,2,5,0,14.07
105,Nene DEN,2006-2007,C,64,26.8,12.2,4.6,8.1,57,0,0,0,3,4.4,68.9,7,1.2,1,0.9,2,12,0,17.83
106,Zaza PachuliaATL,2006-2007,C,72,28.1,12.2,4,8.5,47.4,0,0,0,4.1,5.2,78.6,6.9,1.5,1.1,0.5,2.3,13,0,16.9
107,Matt CarrollCHA,2006-2007,SG,72,26.1,12.1,4,9.1,43.3,1.5,3.7,41.6,2.6,2.9,90.4,2.9,1.3,0.7,0.1,1,0,0,14.63
108,Ryan GomesBOS,2006-2007,SF,73,31.2,12.1,4.6,9.9,46.8,0.2,0.6,38.1,2.6,3.2,81.1,5.6,1.6,0.7,0.2,1.4,6,1,13.74
109,Jerry StackhouseDAL,2006-2007,SF,67,24.1,12,4.2,9.8,42.8,0.9,2.4,38.3,2.7,3.2,84.7,2.2,2.8,0.8,0.1,1.7,0,0,16.88
110,Jarrett JackPOR,2006-2007,G,79,33.6,12,4.1,8.9,45.4,0.8,2.3,35,3.1,3.5,87.1,2.6,5.3,1.1,0.1,2.4,3,0,14.62
111,Sean MayCHA,2006-2007,C,35,23.9,11.9,4.7,9.4,50,0.1,0.1,66.7,2.5,3.2,76.8,6.7,1.9,0.5,0.7,1.6,7,0,19.22
112,Zydrunas IlgauskasCLE,2006-2007,C,78,27.3,11.9,4.9,10.2,48.5,0,0,0,2,2.5,80.7,7.7,1.6,0.6,1.3,1.8,17,0,17.98
113,Charlie VillanuevaMIL,2006-2007,PF,39,25.2,11.8,4.6,9.8,47,0.7,2.2,33.7,1.9,2.3,82,5.8,0.9,0.6,0.3,1.4,6,0,15.82
114,Adam MorrisonCHA,2006-2007,SF,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71,2.9,2.1,0.4,0.1,1.7,0,0,7.91
115,Matt HarpringUTAH,2006-2007,SF,77,25.5,11.6,4.2,8.5,49.1,0.2,0.5,33.3,3.1,4,76.7,4.6,1.3,0.7,0.1,1.5,2,0,14.76
116,Andrea BargnaniTOR,2006-2007,C,65,25.1,11.6,4.1,9.6,42.7,1.5,4.1,37.3,1.8,2.2,82.4,3.9,0.8,0.5,0.8,1.6,1,0,12.85
117,Devin BrownNO,2006-2007,SG,58,28.7,11.6,4,9.6,42,1.4,3.9,35.7,2.1,2.7,79.4,4.3,2.6,0.8,0.2,1.6,2,0,14.31
118,Tony AllenBOS,2006-2007,SG,33,24.4,11.5,4,7.8,51.4,0.2,1,24.2,3.2,4.1,78.4,3.8,1.7,1.5,0.4,2.3,0,0,17.06
119,Luke WaltonLAL,2006-2007,SF,60,33,11.4,4.4,9.3,47.4,0.8,2.1,38.7,1.8,2.4,74.5,5,4.3,1,0.4,2,5,0,14.75
120,Tyronn LueATL,2006-2007,PG,56,26.6,11.4,3.9,9.4,41.6,1,2.9,34.8,2.6,2.9,88.3,1.9,3.6,0.4,0,1.5,3,0,14.16
121,Willie GreenPHI,2006-2007,SG,74,24.9,11.3,4.8,11.7,41.1,0.7,2.1,32.5,1,1.5,66.7,2.1,1.5,0.8,0.1,1.4,0,0,10.3
122,Steve FrancisNY,2006-2007,PG,44,28.1,11.3,3.2,7.8,40.8,1,2.5,37.8,4,4.8,82.9,3.6,3.9,0.9,0.3,2.3,1,0,15.19
123,DeShawn StevensonWSH,2006-2007,SG,82,29.5,11.2,4.2,9.2,46.1,0.9,2.2,40.4,1.9,2.6,70.4,2.6,2.7,0.8,0.2,1.5,1,0,12.92
124,Marcus CambyDEN,2006-2007,C,70,33.8,11.2,4.5,9.4,47.3,0,0,0,2.3,3.2,72.9,11.7,3.2,1.2,3.3,1.7,32,0,19.1
125,Chris WebberDET/PHI,2006-2007,C,61,29.9,11.2,4.7,10.5,45.2,0.1,0.2,36.4,1.7,2.6,63.7,7.2,3.1,1,0.7,1.8,13,0,16.02
126,Mickael PietrusGS,2006-2007,SF,72,26.9,11.1,4,8.1,48.8,1.3,3.3,38.7,1.9,2.9,64.8,4.5,0.9,0.7,0.8,1.5,4,0,12.99
127,Drew GoodenCLE,2006-2007,PF,80,28,11.1,4.6,9.8,47.3,0,0.1,16.7,1.8,2.5,71.4,8.5,1.1,0.9,0.4,1.4,25,0,16.59
128,Smush ParkerLAL,2006-2007,PG,82,30,11.1,4.2,9.6,43.6,1.3,3.7,36.5,1.4,2.1,64.6,2.5,2.8,1.5,0.1,1.9,0,0,11.68
129,Tim ThomasLAC,2006-2007,PF,76,27,11,3.9,9.5,41.4,1.8,4.7,38.2,1.3,1.9,70.8,5,2.3,0.7,0.4,1.4,2,0,13.67
130,Luke RidnourSEA,2006-2007,PG,71,29.5,11,4.2,9.8,43.3,0.7,2,35.3,1.8,2.2,80.5,2.3,5.2,1.2,0.3,2.2,6,0,13.74
131,Luther HeadHOU,2006-2007,PG,80,27.6,10.9,3.8,8.8,43.7,2.2,5,44.1,1,1.3,79,3.2,2.4,1,0.1,1.7,0,0,13.73
132,Jason KaponoMIA,2006-2007,SG,67,26.4,10.9,4.1,8.4,49.4,1.6,3.1,51.4,1,1.1,89.2,2.7,1.2,0.6,0,1,2,0,13.87
133,Jason WilliamsMIA,2006-2007,PG,61,30.6,10.9,3.9,9.3,41.3,1.6,4.8,33.9,1.5,1.7,91.3,2.3,5.3,1,0,1.6,4,0,15.11
134,Rudy GayMEM,2006-2007,SF,78,27,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,4.5,1.3,0.9,0.9,1.8,5,0,12.41
135,Samuel DalembertPHI,2006-2007,C,82,30.9,10.7,4.3,8,54.1,0,0,0,2,2.7,74.6,8.9,0.8,0.6,1.9,2,23,0,16.11
136,David LeeNY,2006-2007,PF,58,29.8,10.7,4.1,6.9,60,0,0,0,2.4,3,81.5,10.4,1.8,0.8,0.4,1.6,29,0,20.31
137,Udonis HaslemMIA,2006-2007,PF,79,31.4,10.7,4.5,9.1,49.2,0,0.1,0,1.7,2.6,68,8.3,1.2,0.6,0.3,1.4,21,0,13.69
138,Bobby JacksonNO,2006-2007,PG,56,23.8,10.6,3.6,9.3,39.4,1,2.9,32.7,2.3,3,77.4,3.2,2.5,0.9,0.1,1.4,0,0,15.22
139,Gerald GreenBOS,2006-2007,G,81,22,10.4,3.8,9.1,41.9,1.2,3.2,36.8,1.6,2,80.5,2.6,1,0.5,0.3,1.5,0,0,12.1
140,Troy MurphyIND/GS,2006-2007,PF,68,27.2,10.3,3.9,8.5,45.8,0.9,2.2,39.5,1.6,2.1,74.5,6.1,1.9,0.7,0.6,1.1,8,0,14.53
141,Devin HarrisDAL,2006-2007,G,80,26,10.2,3.7,7.4,49.2,0.2,0.6,28,2.7,3.3,82.4,2.5,3.7,1.2,0.3,1.8,0,0,15.96
142,Randy FoyeMIN,2006-2007,SG,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,2.7,2.8,0.6,0.3,1.9,1,0,14.03
143,Shane BattierHOU,2006-2007,SF,82,36.4,10.1,3.6,8,44.6,1.9,4.5,42.1,1.1,1.4,77.9,4.1,2.1,1,0.7,0.9,1,0,12.05
144,Rasual ButlerNO,2006-2007,SF,81,27.4,10.1,3.9,9.7,39.8,1.7,4.5,36.9,0.7,1.1,64.4,3.2,0.8,0.5,0.7,0.8,1,0,10.8
145,Mike JamesMIN,2006-2007,PG,82,25.2,10.1,3.6,8.6,42.2,1,2.6,37.2,1.9,2.2,83.7,2,3.6,0.7,0.1,1.6,2,0,13.3
146,Nate RobinsonNY,2006-2007,PG,64,21.2,10.1,3.5,8.2,43.4,1.3,3.3,39,1.7,2.2,77.7,2.4,1.4,0.8,0.1,1.1,0,0,15.28
147,Derek FisherUTAH,2006-2007,PG,82,27.9,10.1,3.1,8.2,38.2,0.6,1.9,30.8,3.2,3.7,85.3,1.8,3.3,1,0.1,1.5,1,0,11.42
148,Chris KamanLAC,2006-2007,C,75,29,10.1,3.9,8.7,45.1,0,0,0,2.2,3,74.1,7.8,1.1,0.5,1.5,2,14,0,12.97
149,Shareef Abdur-RahimSAC,2006-2007,PF,80,25.2,9.9,3.9,8.2,47.4,0,0.3,15,2.1,2.9,72.7,5,1.4,0.7,0.5,1.5,4,0,13.16
150,Mikki MooreNJ,2006-2007,C,79,26.4,9.8,3.9,6.4,60.9,0,0,0,2,3,68.1,5.1,0.9,0.6,0.8,1.4,2,0,14.81
