rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
11,Dwight HowardORL,2010-2011,C,78,37.6,22.9,7.9,13.4,59.3,0,0.1,0,7,11.7,59.6,14.1,1.4,1.4,2.4,3.6,66,0,26.13
12,Blake GriffinLAC,2010-2011,PF,82,38,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,12.1,3.8,0.8,0.5,2.7,63,2,21.93
13,Eric GordonLAC,2010-2011,SG,56,37.7,22.3,7.6,16.9,45,1.9,5.2,36.4,5.1,6.2,82.5,2.9,4.4,1.3,0.3,2.7,1,0,18.56
14,Russell WestbrookOKC,2010-2011,PG,82,34.7,21.9,7.5,17,44.2,0.4,1.3,33,6.5,7.7,84.2,4.6,8.2,1.9,0.4,3.9,31,3,23.63
15,LaMarcus AldridgePOR,2010-2011,C,81,39.6,21.8,8.7,17.5,50,0,0.3,17.4,4.3,5.5,79.1,8.8,2.1,1,1.2,1.9,36,0,21.57
16,Andrea BargnaniTOR,2010-2011,C,66,35.7,21.4,8,17.8,44.8,1.2,3.4,34.5,4.3,5.3,82,5.2,1.8,0.5,0.7,2.3,2,0,16.5
17,Danny GrangerIND,2010-2011,SF,79,35,20.5,6.8,15.9,42.5,2,5.2,38.6,5,5.9,84.8,5.4,2.6,1.1,0.8,2.6,5,0,17.89
18,Brook LopezNJ,2010-2011,C,82,35.2,20.4,7.9,16,49.2,0,0,0,4.7,6,78.7,6,1.6,0.6,1.5,2.1,9,0,19.33
19,Kevin LoveMIN,2010-2011,PF,73,35.8,20.2,6.6,14.1,47,1.2,2.9,41.7,5.8,6.8,85,15.2,2.5,0.6,0.4,2.1,64,0,24.39
20,Deron WilliamsUTAH/NJ,2010-2011,PG,65,37.9,20.1,6.6,15,43.9,1.6,4.9,33.1,5.4,6.3,84.5,4,10.3,1.2,0.2,3.5,34,0,21.19
21,Zach RandolphMEM,2010-2011,F,75,36.3,20.1,8,15.8,50.3,0.1,0.6,18.6,4,5.3,75.8,12.2,2.2,0.8,0.3,2,53,0,22.67
22,Rudy GayMEM,2010-2011,SF,54,39.9,19.8,7.6,16.1,47.1,1.1,2.7,39.6,3.6,4.5,80.5,6.2,2.8,1.7,1.1,2.5,4,0,17.88
23,Michael BeasleyMIN,2010-2011,F,73,32.3,19.2,7.7,17.1,45,0.8,2.2,36.6,3,4,75.3,5.6,2.2,0.7,0.7,2.7,8,0,15.54
24,Paul PierceBOS,2010-2011,SF,80,34.7,18.9,6.3,12.8,49.7,1.4,3.7,37.4,4.8,5.6,86,5.4,3.3,1,0.6,2.1,7,1,19.76
25,David WestNO,2010-2011,F,70,35,18.9,7.5,14.9,50.8,0,0.1,22.2,3.8,4.7,80.7,7.6,2.3,1,0.9,2,16,0,20.51
26,Pau GasolLAL,2010-2011,PF,82,37,18.8,7.2,13.7,52.9,0,0,33.3,4.3,5.2,82.3,10.2,3.3,0.6,1.6,1.7,43,1,23.33
27,Chris BoshMIA,2010-2011,PF,77,36.3,18.7,6.8,13.7,49.6,0.1,0.3,24,5,6.1,81.5,8.3,1.9,0.8,0.6,1.8,28,0,19.44
28,Al JeffersonUTAH,2010-2011,C,82,35.9,18.6,8,16.1,49.6,0,0,0,2.7,3.5,76.1,9.7,1.8,0.6,1.9,1.3,37,0,20.2
29,Stephen CurryGS,2010-2011,PG,74,33.6,18.6,6.8,14.2,48,2,4.6,44.2,2.9,3.1,93.4,3.9,5.8,1.5,0.3,3.1,5,0,19.46
30,Stephen JacksonCHA,2010-2011,SF,67,35.9,18.5,6.5,15.8,41.1,1.8,5.4,33.7,3.7,4.6,81.6,4.5,3.6,1.2,0.4,3.1,3,1,14.64
31,Luis ScolaHOU,2010-2011,F,74,32.6,18.3,7.7,15.3,50.4,0,0,0,2.9,3.9,73.8,8.2,2.5,0.6,0.6,2,19,0,18.43
32,Joe JohnsonATL,2010-2011,G,72,35.5,18.2,7.1,16.1,44.3,1.2,4.2,29.7,2.7,3.4,80.2,4,4.7,0.7,0.1,2,2,0,16.46
33,Antawn JamisonCLE,2010-2011,PF,56,32.9,18,6.7,15.6,42.7,1.6,4.7,34.6,3.1,4.2,73.1,6.7,1.7,0.9,0.5,1.4,10,0,16.91
34,Tyreke EvansSAC,2010-2011,G,57,37,17.8,6.7,16.4,40.9,0.8,2.6,29.1,3.6,4.7,77.1,4.8,5.6,1.5,0.5,3.2,6,0,14.46
35,Tony ParkerSA,2010-2011,G,78,32.4,17.5,7.1,13.7,51.9,0.3,0.9,35.7,3,3.9,76.9,3.1,6.6,1.2,0,2.6,9,0,20.44
36,Carlos BoozerCHI,2010-2011,PF,59,31.9,17.5,7.3,14.3,51,0,0,0,2.9,4.1,70.1,9.6,2.5,0.8,0.3,2.5,30,0,18.9
37,Luol DengCHI,2010-2011,F,82,39.1,17.4,6.5,14.1,46,1.4,4.1,34.5,3.1,4.1,75.3,5.8,2.8,1,0.6,1.9,8,0,15.58
38,Nick YoungWSH,2010-2011,G,64,31.8,17.4,6.4,14.6,44.1,1.6,4.2,38.7,2.9,3.6,81.6,2.7,1.2,0.7,0.3,1.4,0,0,14.51
39,Manu GinobiliSA,2010-2011,G,80,30.3,17.4,5.5,12.7,43.3,1.9,5.5,34.9,4.5,5.1,87.1,3.7,4.9,1.5,0.4,2.2,0,0,21.78
40,Paul MillsapUTAH,2010-2011,PF,76,34.3,17.3,6.9,13,53.1,0.1,0.3,39.1,3.4,4.4,75.7,7.6,2.5,1.4,0.9,1.9,19,0,19.83
41,DeMar DeRozanTOR,2010-2011,SF,82,34.8,17.2,6.6,14.1,46.7,0.1,0.6,9.6,4,4.9,81.3,3.8,1.8,1,0.4,1.8,1,0,14.52
42,Andray BlatcheWSH,2010-2011,C,64,33.9,16.8,6.7,15,44.5,0.1,0.3,22.2,3.4,4.4,77.7,8.2,2.3,1.5,0.8,2.7,17,0,16.93
43,Chauncey BillupsDEN/NY,2010-2011,PG,72,32.1,16.8,4.7,11,42.7,2,5,40.2,5.3,5.8,91.6,2.6,5.4,1,0.2,2.5,2,0,18.78
44,Josh SmithATL,2010-2011,PF,77,34.4,16.5,6.5,13.5,47.7,0.7,2,33.1,3,4.1,72.5,8.5,3.3,1.3,1.6,2.6,31,1,19.31
45,Ray AllenBOS,2010-2011,SG,80,36.1,16.5,6,12.2,49.1,2.1,4.7,44.4,2.4,2.7,88.1,3.4,2.7,1,0.2,1.5,0,0,16.42
46,David LeeGS,2010-2011,PF,73,36.1,16.5,6.8,13.4,50.7,0,0,33.3,2.9,3.7,78.7,9.8,3.2,1,0.4,2.3,37,0,17.86
47,John WallWSH,2010-2011,PG,69,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,4.6,8.3,1.8,0.5,3.8,26,1,15.85
48,Dorell WrightGS,2010-2011,SF,82,38.4,16.4,5.9,14,42.3,2.4,6.3,37.6,2.2,2.8,78.9,5.3,3,1.5,0.8,1.6,7,0,15.07
49,Brandon JenningsMIL,2010-2011,G,63,34.4,16.2,5.7,14.7,39,1.6,4.8,32.3,3.2,3.9,80.9,3.7,4.8,1.5,0.3,2.3,6,1,15.66
50,Wesley MatthewsPOR,2010-2011,SG,82,33.6,15.9,5.4,11.9,44.9,1.9,4.6,40.7,3.2,3.8,84.4,3.1,2,1.2,0.1,1.7,1,0,15.6
51,Chris PaulNO,2010-2011,PG,80,36,15.9,5.4,11.6,46.3,0.9,2.3,38.8,4.2,4.8,87.8,4.1,9.8,2.4,0.1,2.2,32,0,23.76
52,Jason TerryDAL,2010-2011,G,82,31.3,15.8,6,13.3,45.1,1.5,4.3,36.2,2.2,2.6,85,1.9,4.1,1.1,0.2,2,1,0,15.93
53,Gerald WallacePOR/CHA,2010-2011,SF,71,37.9,15.7,5.4,12,45.4,0.9,2.6,33.3,3.9,5.3,74.6,8,2.4,1.5,0.9,2.1,18,0,16.28
54,Danilo GallinariNY/DEN,2010-2011,PF,62,33.9,15.6,4.3,10.3,41.4,1.7,4.7,35.2,5.4,6.3,86.2,4.9,1.7,0.8,0.4,1.3,2,0,15.71
55,Jason RichardsonORL/PHX,2010-2011,SG,80,33.9,15.6,5.9,13.2,44.7,2.4,6,39.5,1.5,2,73,4.1,1.8,1.2,0.2,1.2,1,0,15.02
56,Raymond FeltonNY/DEN,2010-2011,G,75,36.5,15.5,5.7,13.4,42.5,1.5,4.4,35.3,2.6,3.2,80.5,3.6,8.3,1.7,0.1,2.9,27,1,16.68
57,Rodney StuckeyDET,2010-2011,PG,70,31.2,15.5,5.2,11.8,43.9,0.4,1.3,28.9,4.7,5.4,86.6,3.1,5.2,1.1,0.1,2.2,7,0,18.46
58,Al HorfordATL,2010-2011,C,77,35.1,15.3,6.7,12,55.7,0,0.1,50,1.9,2.4,79.8,9.3,3.5,0.8,1,1.5,36,0,20.79
59,Wilson ChandlerNY/DEN,2010-2011,F,72,33.3,15.3,6,13.2,45,1.6,4.4,35,1.8,2.2,80.7,5.7,1.7,0.7,1.3,1.4,6,0,14.68
60,Devin HarrisUTAH/NJ,2010-2011,G,71,31.7,15.2,4.8,11.5,42.2,0.8,2.5,32.2,4.7,5.7,83.3,2.4,7.1,1,0.1,2.9,9,0,17.22
61,Caron ButlerDAL,2010-2011,SF,29,29.9,15,5.9,13,45,1,2.2,43.1,2.3,3,77.3,4.1,1.6,1,0.3,1.7,1,0,14.25
62,Elton BrandPHI,2010-2011,PF,81,34.7,15,6.2,12.1,51.2,0,0,0,2.6,3.4,78,8.3,1.5,1.1,1.3,1.2,24,0,18.57
63,Kevin GarnettBOS,2010-2011,PF,71,31.3,14.9,6.1,11.6,52.8,0,0.1,20,2.6,3.1,86.2,8.9,2.4,1.3,0.8,1.6,28,0,20.67
64,Steve NashPHX,2010-2011,PG,75,33.3,14.7,5.3,10.8,49.2,1.1,2.7,39.5,3,3.3,91.2,3.5,11.4,0.6,0.1,3.5,41,0,20.81
65,Nene DEN,2010-2011,C,75,30.5,14.5,5.4,8.7,61.5,0,0.1,20,3.8,5.4,71.1,7.6,2,1.1,1,1.8,14,0,20.49
66,Lamar OdomLAL,2010-2011,PF,82,32.2,14.4,5.8,10.9,53,0.8,2.2,38.2,2,3,67.5,8.7,3,0.6,0.7,1.7,28,0,19.5
67,D.J. AugustinCHA,2010-2011,G,82,33.6,14.4,4.9,11.7,41.6,1.4,4.1,33.3,3.3,3.6,90.6,2.7,6.1,0.7,0,1.9,7,0,15.97
68,Jamal CrawfordATL,2010-2011,G,76,30.2,14.2,4.8,11.5,42.1,1.6,4.6,34.1,2.9,3.4,85.4,1.7,3.2,0.8,0.2,1.9,0,0,14.29
69,Richard HamiltonDET,2010-2011,SG,55,27.2,14.1,5.2,12.2,42.9,1,2.6,38.2,2.7,3.1,84.9,2.3,3.1,0.7,0.1,1.6,0,0,15.83
70,DeMarcus CousinsSAC,2010-2011,C,81,28.5,14.1,5.3,12.4,43,0,0.2,16.7,3.4,5,68.7,8.6,2.5,1,0.8,3.3,26,0,14.62
71,Andre IguodalaPHI,2010-2011,F,67,36.9,14.1,5,11.3,44.5,0.9,2.7,33.7,3.1,4.5,69.3,5.8,6.3,1.5,0.6,2.1,11,3,17.3
72,Tayshaun PrinceDET,2010-2011,SF,78,32.8,14.1,6.1,12.8,47.3,0.4,1.3,34.7,1.5,2.2,70.2,4.2,2.8,0.4,0.5,1.1,4,0,15.13
73,John SalmonsMIL,2010-2011,SF,73,35,14,5.1,12.3,41.5,1.1,3,37.9,2.7,3.3,81.3,3.6,3.5,1,0.4,1.9,1,0,12.89
74,Vince CarterORL/PHX,2010-2011,G,73,28.1,14,5.3,12.2,43.7,1.6,4.4,36.1,1.8,2.4,74,3.8,2,0.9,0.3,1.2,2,0,14.89
74,Mo WilliamsLAC/CLE,2010-2011,PG,58,30.8,14,5,12.6,39.9,1.4,4.2,32.4,2.6,3.1,85.3,2.6,6.6,0.9,0.2,2.9,12,0,13.93
76,Jrue HolidayPHI,2010-2011,PG,82,35.4,14,5.4,12.2,44.6,1,2.7,36.5,2.1,2.5,82.3,4,6.5,1.5,0.4,2.7,15,1,15.49
77,JJ HicksonCLE,2010-2011,C,80,28.2,13.8,5.4,11.7,45.8,0,0.1,0,3.1,4.6,67.3,8.7,1.1,0.6,0.7,2.2,28,0,15.67
78,Beno UdrihSAC,2010-2011,PG,79,34.6,13.7,5.2,10.4,50,0.8,2.3,35.7,2.5,2.9,86.4,3.4,4.9,1.2,0.1,1.8,4,0,15.7
79,Lou WilliamsPHI,2010-2011,SG,75,23.3,13.7,4.3,10.6,40.6,1.2,3.4,34.8,3.9,4.7,82.3,2,3.4,0.6,0.2,1.4,0,0,18.93
80,Mike ConleyMEM,2010-2011,PG,81,35.5,13.7,5.2,11.8,44.4,1,2.7,36.9,2.2,3,73.3,3,6.5,1.8,0.2,2.2,7,0,15.9
81,Kyle LowryHOU,2010-2011,PG,75,34.2,13.5,4.6,10.8,42.6,1.7,4.6,37.6,2.6,3.3,76.5,4.1,6.7,1.4,0.3,2.1,10,1,16.51
82,Tim DuncanSA,2010-2011,C,76,28.4,13.4,5.5,11,50,0,0.1,0,2.4,3.4,71.6,8.9,2.7,0.7,1.9,1.6,27,1,21.94
83,Jeff GreenBOS/OKC,2010-2011,PF,75,32.4,13.3,4.9,10.9,44.9,0.9,2.8,30.3,2.6,3.3,81.1,4.8,1.4,0.7,0.5,1.3,4,0,12.92
84,Ramon SessionsCLE,2010-2011,G,81,26.3,13.3,4.5,9.6,46.6,0,0.2,20,4.3,5.2,82.3,3.1,5.2,0.7,0.1,2.2,7,0,19.01
85,Leandro BarbosaTOR,2010-2011,G,58,24.1,13.3,5.1,11.3,45,1.2,3.7,33.8,1.9,2.4,79.6,1.7,2.1,0.9,0.1,1.4,0,0,15.36
86,Grant HillPHX,2010-2011,SF,80,30.1,13.2,5,10.3,48.4,0.6,1.4,39.5,2.7,3.2,82.9,4.2,2.5,0.8,0.4,1.7,4,0,14.78
87,Anthony MorrowNJ,2010-2011,SG,58,32,13.2,4.8,10.7,45,1.9,4.5,42.3,1.7,1.8,89.7,3,1.2,0.3,0.1,0.9,0,0,12.13
88,Darren CollisonIND,2010-2011,PG,79,29.9,13.2,5,11,45.7,0.5,1.6,33.1,2.6,2.9,87.1,2.8,5.1,1.1,0.2,2.5,4,0,15.67
89,Jameer NelsonORL,2010-2011,G,76,30.5,13.1,4.9,11,44.6,1.6,3.9,40.1,1.7,2.1,80.2,3,6,1,0,2.6,4,0,15.47
90,Baron DavisLAC/CLE,2010-2011,PG,58,28.4,13.1,5,11.9,41.7,1.4,4.1,33.9,1.7,2.3,77.1,2.7,6.7,1.3,0.5,2.5,7,0,17.05
91,CJ MilesUTAH,2010-2011,G,78,25.2,12.8,4.7,11.5,40.7,1.4,4.3,32.2,2,2.5,81.1,3.3,1.7,0.9,0.5,1.2,0,0,14.44
92,Marcus ThorntonSAC/NO,2010-2011,SG,73,24.3,12.8,4.8,11.1,43.4,1.2,3.3,36.7,2,2.5,78.8,3.5,1.8,0.9,0.1,1.3,2,0,16.52
93,Andrew BogutMIL,2010-2011,C,65,35.3,12.8,5.6,11.4,49.5,0,0.1,0,1.5,3.3,44.2,11.1,2,0.7,2.6,1.9,24,0,16.77
94,Thaddeus YoungPHI,2010-2011,PF,82,26,12.7,5.6,10.3,54.1,0.1,0.3,27.3,1.5,2.1,70.7,5.3,1,1.1,0.3,1.2,2,0,18.46
95,Andre MillerPOR,2010-2011,PG,81,32.7,12.7,4.8,10.4,46,0,0.5,10.8,3.1,3.6,85.3,3.7,7,1.4,0.1,2.4,11,0,17.89
96,Channing FryePHX,2010-2011,F,77,33,12.7,4.6,10.8,43.2,2.2,5.7,39,1.2,1.4,83.2,6.7,1.2,0.6,1,0.9,8,0,12.87
97,Roy HibbertIND,2010-2011,C,81,27.7,12.7,5.1,11,46.1,0,0,0,2.5,3.4,74.5,7.5,2,0.4,1.8,2.3,21,0,15.96
98,Arron AfflaloDEN,2010-2011,G,69,33.7,12.6,4.5,9.1,49.8,1.5,3.6,42.3,2,2.4,84.7,3.6,2.4,0.5,0.4,1,3,0,13.61
99,Shawn MarionDAL,2010-2011,SG,80,28.2,12.5,5.4,10.4,52,0.1,0.4,15.2,1.6,2.1,76.8,6.9,1.4,0.9,0.6,1.6,12,0,17.09
100,Chris KamanLAC,2010-2011,C,32,26.2,12.4,5.5,11.8,47.1,0,0,0,1.3,1.8,75.4,7,1.4,0.5,1.5,1.8,6,0,15.72
101,Nicolas BatumPOR,2010-2011,PF,80,31.5,12.4,4.6,10.1,45.5,1.5,4.3,34.5,1.7,2.1,84.1,4.5,1.5,0.9,0.6,1,6,0,14.85
102,JR SmithDEN,2010-2011,G,79,24.9,12.3,4.3,9.9,43.5,1.6,4,39,2.1,2.8,73.8,4.1,2.2,1.2,0.2,1.3,2,0,16.43
103,Brandon RoyPOR,2010-2011,SG,47,27.9,12.2,4.4,11.1,40,0.8,2.4,33.3,2.5,2.9,84.8,2.6,2.7,0.8,0.3,1.2,1,0,13.94
104,James HardenOKC,2010-2011,SG,82,26.7,12.2,3.6,8.3,43.6,1.4,4,34.9,3.5,4.2,84.3,3.1,2.1,1.1,0.3,1.3,0,0,16.42
105,Corey MaggetteMIL,2010-2011,SF,67,20.9,12,3.8,8.3,45.3,0.4,1.2,35.9,4,4.9,83.4,3.6,1.3,0.3,0.1,1.9,1,0,15.89
106,Carl LandrySAC/NO,2010-2011,PF,76,26.4,11.9,4.5,9,50.2,0,0.1,0,2.8,3.8,74,4.6,0.8,0.5,0.4,1.4,8,0,14.9
107,Luke RidnourMIN,2010-2011,PG,71,30.4,11.8,4.5,9.6,46.8,1.1,2.6,44,1.7,1.9,88.3,2.8,5.4,1.3,0.1,2.2,3,0,15.08
108,Marc GasolMEM,2010-2011,C,81,31.9,11.7,4.5,8.5,52.7,0,0.1,42.9,2.7,3.6,74.8,7,2.5,0.9,1.7,1.8,14,0,16.88
109,Glen DavisBOS,2010-2011,PF,78,29.5,11.7,4.6,10.3,44.8,0,0.2,13.3,2.5,3.4,73.6,5.4,1.2,1,0.4,1.1,5,0,12.83
110,Rashard LewisWSH/ORL,2010-2011,PF,57,32,11.7,4.4,10.2,43.3,1.5,4.3,35.7,1.4,1.7,80.2,5.1,1.6,0.9,0.5,1.5,6,0,12.07
111,Andrei KirilenkoUTAH,2010-2011,SF,64,31.2,11.7,4,8.5,46.7,0.6,1.5,36.7,3.3,4.2,77,5.1,3,1.3,1.2,1.8,4,0,16.68
112,Joakim NoahCHI,2010-2011,C,48,32.8,11.7,4.4,8.4,52.5,0,0,0,2.9,3.9,73.9,10.4,2.2,1,1.5,1.9,21,0,18.83
113,Jordan CrawfordATL/WSH,2010-2011,G,42,24.5,11.7,4.6,11.9,38.4,0.8,3,25.8,1.7,2,86.9,2.5,2.8,0.9,0.1,2,2,1,11.89
114,Ty LawsonDEN,2010-2011,G,80,26.3,11.7,4.3,8.6,50.3,0.9,2.1,40.4,2.2,2.8,76.4,2.6,4.7,1,0.1,1.7,4,0,17.99
115,Daniel GibsonCLE,2010-2011,SG,67,27.8,11.6,3.9,9.9,40,1.8,4.4,40.3,2,2.4,82.2,2.6,3,0.7,0.3,1.2,0,0,13.27
116,George HillSA,2010-2011,PG,76,28.3,11.6,3.8,8.3,45.3,1,2.7,37.7,3.1,3.6,86.3,2.6,2.5,0.9,0.3,1.3,0,0,14.64
117,Carlos DelfinoMIL,2010-2011,SG,49,32.4,11.5,4.1,10.5,39,2.1,5.8,37,1.2,1.5,80,4.1,2.3,1.6,0.2,1.2,2,0,13.11
118,Andrew BynumLAL,2010-2011,C,54,27.8,11.3,4.4,7.6,57.4,0,0,0,2.6,3.9,66,9.4,1.4,0.4,2,1.4,17,0,21.14
119,Drew GoodenMIL,2010-2011,PF,35,24.6,11.3,4.5,10.3,43.1,0.1,0.6,15,2.3,2.9,79.4,6.8,1.3,0.6,0.5,1.3,10,1,15.97
120,O.J. MayoMEM,2010-2011,SG,71,26.3,11.3,4.3,10.5,40.7,1.4,3.7,36.4,1.4,1.8,75.6,2.4,2,1,0.4,1.4,0,0,12.67
121,Boris DiawCHA,2010-2011,C,82,33.9,11.3,4.6,9.4,49.2,1,2.8,34.5,1,1.5,68.3,5,4.1,0.9,0.6,2,5,1,13.94
122,Brandon BassORL,2010-2011,PF,76,26.1,11.2,4.4,8.5,51.5,0,0,0,2.5,3.1,81.5,5.6,0.8,0.4,0.7,1.3,3,0,15.99
123,Ben GordonDET,2010-2011,SG,82,26,11.2,4.1,9.4,44,1.3,3.2,40.2,1.7,2,85,2.4,2.1,0.6,0.2,1.7,0,0,12.46
124,Mike DunleavyIND,2010-2011,SG,61,27.6,11.2,3.9,8.5,46.2,1.7,4.2,40.2,1.6,2,80,4.5,1.7,0.7,0.5,1.1,1,0,14.62
125,Linas KleizaTOR,2010-2011,SF,39,26.5,11.2,4.6,10.4,43.8,1,3.4,29.8,1.1,1.7,63.1,4.5,1,0.5,0.2,1.7,4,0,10.16
126,Charlie VillanuevaDET,2010-2011,PF,76,21.9,11.1,4.1,9.3,44.2,1.6,4.3,38.7,1.2,1.5,76.7,3.9,0.6,0.6,0.6,0.9,4,0,16
127,Trevor ArizaNO,2010-2011,SF,75,34.7,11,4,10.2,39.8,1.1,3.6,30.3,1.8,2.6,70.1,5.4,2.2,1.6,0.4,1.6,3,0,11.38
128,Richard JeffersonSA,2010-2011,F,81,30.4,11,3.8,7.9,47.4,1.7,3.8,44,1.8,2.4,75.9,3.8,1.3,0.5,0.4,1.1,1,0,12.42
129,Tyler HansbroughIND,2010-2011,PF,70,21.9,11,4.1,8.8,46.5,0,0,0,2.8,3.6,77.9,5.2,0.6,0.5,0.2,1.1,7,0,16.43
130,Hedo TurkogluORL/PHX,2010-2011,SF,81,31.4,10.8,4,8.9,44.6,1.6,3.8,41,1.3,1.9,67.9,4.4,4.2,0.9,0.4,1.6,6,1,13.49
131,Gilbert ArenasWSH/ORL,2010-2011,PG,70,25.7,10.8,3.8,10.5,36.6,1.4,4.7,29.7,1.7,2.2,78.4,2.7,3.9,1.1,0.3,2.5,3,0,10.82
132,Aaron BrooksHOU/PHX,2010-2011,G,59,21.8,10.7,3.7,9.9,37.5,1.2,4,29.7,2.1,2.4,88.6,1.3,3.9,0.6,0.1,1.7,2,0,13.2
133,Ryan AndersonORL,2010-2011,PF,64,22.3,10.6,3.5,8.2,43,2.1,5.3,39.3,1.5,1.8,81.2,5.5,0.8,0.5,0.6,0.8,6,0,19.09
134,Rajon RondoBOS,2010-2011,PG,68,37.2,10.6,4.7,9.9,47.5,0.1,0.6,23.3,1.1,1.9,56.8,4.4,11.2,2.3,0.2,3.4,31,3,17.11
135,Jared DudleyPHX,2010-2011,SF,82,26.1,10.6,3.7,7.7,47.7,1.3,3.1,41.5,2,2.7,74.3,3.9,1.3,1.1,0.2,0.9,2,0,15.67
136,Toney DouglasNY,2010-2011,PG,81,24.3,10.6,3.9,9.3,41.6,1.8,4.7,37.3,1,1.3,79.4,3,3,1.1,0,1.1,3,0,15.23
137,Al HarringtonDEN,2010-2011,PF,73,22.8,10.5,3.8,9.2,41.6,1.6,4.5,35.7,1.2,1.6,73.5,4.5,1.4,0.5,0.1,1.5,1,0,12.31
138,Jodie MeeksPHI,2010-2011,G,74,27.9,10.5,3.3,7.7,42.5,1.9,4.7,39.7,2.1,2.3,89.4,2.3,1.1,0.9,0.1,0.8,0,0,12.59
139,Marco BelinelliNO,2010-2011,G,80,24.5,10.5,3.8,8.6,43.7,1.7,4.1,41.4,1.2,1.6,78.4,1.9,1.2,0.5,0.1,1,0,0,12.11
140,Marvin WilliamsATL,2010-2011,F,65,28.7,10.4,3.8,8.3,45.8,0.6,1.7,33.6,2.3,2.7,84.5,4.8,1.4,0.5,0.4,1,3,0,13.51
141,Emeka OkaforNO,2010-2011,C,72,31.8,10.3,4.2,7.3,57.3,0,0,0,2,3.6,56.2,9.5,0.6,0.6,1.8,1.7,23,0,16
142,Kirk HinrichATL/WSH,2010-2011,SG,72,30,10.2,3.9,8.7,44.6,1,2.6,39.9,1.5,1.8,84.1,2.5,4,1,0.2,1.7,3,0,12.37
143,Tyrus ThomasCHA,2010-2011,PF,41,21,10.2,3.8,8.1,47.1,0,0.1,0,2.6,3.3,78.7,5.5,0.7,0.7,1.6,1.6,4,0,18.25
144,Marcin GortatORL/PHX,2010-2011,C,80,25.4,10.2,4.2,7.5,56.1,0,0.1,25,1.8,2.4,72.5,7.9,0.9,0.5,1.1,1,24,0,17.83
145,Yao MingHOU,2010-2011,C,5,18.2,10.2,3.6,7.4,48.6,0,0,0,3,3.2,93.8,5.4,0.8,0,1.6,1.4,0,0,19.91
146,Tyson ChandlerDAL,2010-2011,C,74,27.8,10.1,3.6,5.5,65.4,0,0,0,2.9,4,73.2,9.4,0.4,0.5,1.1,1.2,18,0,18.45
147,JaVale McGeeWSH,2010-2011,C,79,27.8,10.1,4.2,7.6,55,0,0,0,1.7,2.9,58.3,8,0.5,0.5,2.4,1.3,21,1,17.42
148,JJ RedickORL,2010-2011,SG,59,25.6,10.1,3.3,7.6,44.1,1.5,3.7,39.7,1.9,2.2,87.5,1.9,1.7,0.5,0.1,0.9,0,0,12.89
149,Kris HumphriesNJ,2010-2011,PF,74,27.9,10,4.1,7.9,52.7,0,0,0,1.7,2.6,66.5,10.4,1.1,0.4,1.1,1.4,29,0,17.89
150,Serge IbakaOKC,2010-2011,F,82,27,9.9,4.1,7.5,54.3,0,0,0,1.7,2.2,75,7.6,0.3,0.4,2.4,0.9,12,0,17.7
