rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
15,Jason RichardsonCHA,2007-2008,SG,82,38.4,21.8,7.9,17.9,44.1,3,7.3,40.6,3,4,75.2,5.4,3.1,1.4,0.7,2,5,0,18.6
16,Joe JohnsonATL,2007-2008,G,82,40.8,21.7,7.9,18.3,43.2,2.1,5.4,38.1,3.9,4.6,83.4,4.5,5.8,1,0.2,2.7,9,0,17.67
17,Tracy McGradyHOU,2007-2008,SG,66,37,21.6,8.3,19.8,41.9,1.3,4.5,29.2,3.7,5.4,68.4,5.1,5.9,1,0.5,2.4,5,1,18.6
18,Antawn JamisonWSH,2007-2008,PF,79,38.7,21.4,7.8,17.9,43.6,1.5,4.5,33.9,4.2,5.5,76,10.2,1.5,1.3,0.4,1.4,44,0,20.19
19,Vince CarterNJ,2007-2008,G,76,38.9,21.3,7.7,16.9,45.6,1.3,3.6,35.9,4.6,5.6,81.6,6,5.1,1.2,0.4,2.4,9,0,18.93
20,Carlos BoozerUTAH,2007-2008,PF,81,34.9,21.1,8.8,16,54.7,0,0,0,3.6,4.9,73.8,10.4,2.9,1.2,0.5,2.6,51,1,21.83
21,Chris PaulNO,2007-2008,PG,80,37.6,21.1,7.9,16.1,48.8,1.2,3.1,36.9,4.2,4.9,85.1,4,11.6,2.7,0.1,2.5,56,1,28.39
22,Al JeffersonMIN,2007-2008,C,82,35.6,21,8.8,17.6,50,0,0.1,0,3.5,4.8,72.1,11.1,1.4,0.9,1.5,2,55,0,22.84
23,Dwight HowardORL,2007-2008,C,82,37.7,20.7,7.1,11.9,59.9,0,0,0,6.5,10.9,59,14.2,1.3,0.9,2.1,3.2,69,0,22.61
24,David WestNO,2007-2008,F,76,37.8,20.6,8.3,17.2,48.2,0.1,0.3,24,3.9,4.6,85,8.9,2.3,0.8,1.3,2.2,29,0,19.98
25,Jamal CrawfordNY,2007-2008,G,80,39.9,20.6,7.1,17.4,41,2.2,6.2,35.6,4.1,4.8,86.4,2.6,5,1,0.2,2.4,0,0,16.35
26,Metta World PeaceSAC,2007-2008,SF,57,38.1,20.5,7.6,16.9,45.3,1.5,3.9,38,3.7,5.2,71.9,5.8,3.5,2.3,0.7,2.6,6,0,19.27
27,Caron ButlerWSH,2007-2008,SF,58,39.9,20.3,7.6,16.3,46.6,1.1,3.2,35.7,4.1,4.5,90.1,6.7,4.9,2.2,0.3,2.6,9,3,20.59
28,Kevin DurantSEA,2007-2008,PF,80,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,4.4,2.4,1,0.9,2.9,1,0,15.87
29,Monta EllisGS,2007-2008,SG,81,37.9,20.2,8,15.1,53.1,0.1,0.6,23.1,4,5.1,76.7,5,3.9,1.5,0.3,2.1,5,0,18.92
30,Rudy GayMEM,2007-2008,SF,81,37,20.1,7.7,16.7,46.1,1.7,4.8,34.6,3.1,3.9,78.5,6.2,2,1.4,1,2.3,10,0,17.34
31,Stephen JacksonGS,2007-2008,SF,73,39.1,20.1,6.7,16.5,40.5,2.5,6.9,36.3,4.2,5.1,83.2,4.4,4.1,1.3,0.4,2.7,1,0,14.94
32,Josh HowardDAL,2007-2008,SF,76,36.3,19.9,7.5,16.4,45.5,0.9,2.8,31.9,4.1,5.1,81.3,7,2.2,0.8,0.4,1.5,9,0,18.53
33,Andre IguodalaPHI,2007-2008,F,82,39.5,19.9,7.1,15.6,45.6,1.2,3.7,32.9,4.5,6.2,72.1,5.4,4.8,2.1,0.6,2.6,8,0,19.09
34,Paul PierceBOS,2007-2008,SF,80,35.9,19.6,6.4,13.7,46.4,1.8,4.6,39.2,5.1,6.1,84.3,5.1,4.5,1.3,0.5,2.8,7,0,19.85
35,Danny GrangerIND,2007-2008,SF,80,36,19.6,6.7,15.1,44.6,2.1,5.3,40.4,4,4.7,85.2,6.1,2.1,1.2,1.1,2.1,7,0,16.66
36,Hedo TurkogluORL,2007-2008,SF,82,36.9,19.5,6.8,14.9,45.6,2,5.1,40,4,4.8,82.9,5.7,5,0.9,0.3,3,8,2,17.66
37,Manu GinobiliSA,2007-2008,G,74,31,19.5,6.1,13.3,46,2.1,5.3,40.1,5.1,6,86,4.8,4.5,1.5,0.4,2.7,5,0,24.07
38,Gilbert ArenasWSH,2007-2008,PG,13,32.7,19.4,6,15.1,39.8,1.7,6,28.2,5.7,7.4,77.1,3.9,5.1,1.8,0.1,3.8,1,0,18.31
39,Gerald WallaceCHA,2007-2008,SF,62,38.3,19.4,6.6,14.6,44.9,1.1,3.6,32.1,5,6.9,73.1,6,3.5,2.1,0.9,2.9,9,0,17.66
40,Tim DuncanSA,2007-2008,C,78,34,19.3,7.5,15.1,49.7,0,0.1,0,4.3,5.9,73,11.3,2.8,0.7,1.9,2.3,53,0,24.05
41,Brandon RoyPOR,2007-2008,SG,74,37.7,19.1,7.2,15.8,45.4,1,2.9,34,3.8,5,75.3,4.7,5.8,1.1,0.2,1.8,10,1,19.27
42,Mike DunleavyIND,2007-2008,SG,82,36,19.1,6.5,13.6,47.6,2,4.7,42.4,4.1,4.9,83.4,5.2,3.5,1,0.4,2.3,5,0,17.27
43,Pau GasolLAL/MEM,2007-2008,PF,66,35.6,18.9,7.2,13.5,53.4,0.1,0.2,25,4.4,5.5,80.7,8.4,3.2,0.5,1.5,1.9,26,0,21.42
44,Deron WilliamsUTAH,2007-2008,PG,82,37.3,18.8,6.9,13.6,50.7,1,2.6,39.5,4,5,80.3,3,10.5,1.1,0.3,3.4,52,0,20.75
45,Kevin GarnettBOS,2007-2008,PF,71,32.8,18.8,7.5,13.9,53.9,0,0.2,0,3.8,4.7,80.1,9.2,3.4,1.4,1.3,1.9,29,0,25.42
46,Tony ParkerSA,2007-2008,G,69,33.5,18.8,7.5,15.1,49.4,0.2,1,25.8,3.6,5,71.5,3.2,6,0.8,0.1,2.4,3,0,19.83
47,Ben GordonCHI,2007-2008,SG,72,31.8,18.6,6.4,14.8,43.4,2,4.8,41,3.7,4.1,90.8,3.1,3,0.8,0.1,2.1,0,0,16.89
48,Rashard LewisORL,2007-2008,PF,81,38,18.2,6.4,14,45.5,2.8,6.8,40.9,2.7,3.2,83.8,5.4,2.4,1.2,0.5,1.7,1,0,16.54
49,LaMarcus AldridgePOR,2007-2008,C,76,34.9,17.8,7.4,15.3,48.4,0,0.1,14.3,3,3.9,76.2,7.6,1.6,0.7,1.2,1.7,19,0,18.32
50,Zach RandolphNY,2007-2008,F,69,32.5,17.6,7,15.3,45.9,0.3,1.2,27.5,3.2,4.2,77.2,10.3,2,0.9,0.2,2.7,40,0,18.37
51,Elton BrandLAC,2007-2008,PF,8,34.3,17.6,6.5,14.3,45.6,0,0,0,4.6,5.9,78.7,8,2,0.4,1.9,2.1,2,0,17.72
52,Ray AllenBOS,2007-2008,SG,73,35.9,17.4,6,13.5,44.5,2.5,6.2,39.8,2.9,3.2,90.7,3.7,3.1,0.9,0.2,1.7,1,0,16.6
53,Richard HamiltonDET,2007-2008,SG,72,33.7,17.3,6.9,14.3,48.4,0.9,2,44,2.6,3.1,83.3,3.3,4.2,1,0.1,1.8,1,0,18.18
54,Mo WilliamsMIL,2007-2008,PG,66,36.5,17.2,6.7,13.9,48,1.3,3.5,38.5,2.5,2.9,85.6,3.5,6.3,1.2,0.2,2.8,6,0,17.23
55,Josh SmithATL,2007-2008,PF,81,35.5,17.2,6.4,14,45.7,0.3,1.2,25.3,4.1,5.8,71,8.2,3.4,1.5,2.8,3,19,1,19.32
56,Andre MillerPHI,2007-2008,PG,82,36.8,17,6.9,14.1,49.2,0,0.4,8.8,3.1,4.1,77.2,4,6.9,1.3,0.1,2.5,14,0,18.57
57,Luol DengCHI,2007-2008,F,63,33.8,17,6.8,14.2,47.9,0.1,0.3,36.4,3.2,4.2,77,6.3,2.5,0.9,0.5,1.9,6,0,17.37
58,Chauncey BillupsDET,2007-2008,PG,78,32.3,17,5,11.2,44.8,1.8,4.4,40.1,5.1,5.6,91.8,2.7,6.8,1.3,0.2,2.1,13,0,23.48
59,Steve NashPHX,2007-2008,PG,81,34.3,16.9,6,11.9,50.4,2.2,4.7,47,2.7,3,90.6,3.5,11.1,0.7,0.1,3.6,48,0,21.04
60,Peja StojakovicNO,2007-2008,SF,77,35.2,16.4,5.9,13.3,44,3,6.8,44.1,1.7,1.8,92.9,4.3,1.2,0.7,0.1,0.8,4,0,15.76
61,Mike MillerMEM,2007-2008,SG,70,35.3,16.4,5.9,11.8,50.2,2.2,5.1,43.2,2.3,3,77.4,6.7,3.4,0.5,0.2,2.6,13,0,16.07
62,Chris KamanLAC,2007-2008,C,56,37.2,15.7,6,12.5,48.3,0,0.1,0,3.6,4.7,76.2,12.7,1.9,0.6,2.8,2.9,36,0,17.26
63,Leandro BarbosaPHX,2007-2008,G,82,29.5,15.6,5.8,12.5,46.2,2,5.1,38.9,2.1,2.6,82.2,2.8,2.6,0.9,0.2,1.4,0,0,15.81
64,Jason TerryDAL,2007-2008,G,82,31.5,15.5,5.7,12.3,46.7,1.7,4.4,37.5,2.3,2.7,85.7,2.5,3.2,1.1,0.2,1.1,0,0,17.92
65,Shawn MarionMIA/PHX,2007-2008,SG,63,36.7,15.4,6.3,12.5,50.8,1,3.1,33.3,1.7,2.4,70.7,10.2,2.2,2,1.3,1.4,32,0,19.1
66,Rashad McCantsMIN,2007-2008,SG,75,26.9,14.9,5.7,12.6,45.3,1.9,4.7,40.7,1.5,2.1,74.8,2.7,2.2,0.9,0.2,2.3,0,0,14.82
67,Marvin WilliamsATL,2007-2008,F,80,34.6,14.8,5.3,11.5,46.2,0,0.1,10,4.2,5.1,82.2,5.7,1.7,1,0.4,1.6,7,0,14.74
68,Devin HarrisDAL/NJ,2007-2008,G,64,31.6,14.8,5,10.8,46.3,0.9,2.6,33.5,3.9,4.7,82.4,2.7,5.8,1.4,0.2,2.5,4,0,17.63
69,Mehmet OkurUTAH,2007-2008,C,72,33.2,14.5,5.2,11.7,44.5,1.6,4.1,38.8,2.6,3.2,80.4,7.7,2,0.8,0.4,1.4,23,0,15.15
70,Raymond FeltonCHA,2007-2008,G,79,37.6,14.4,5.2,12.6,41.3,0.7,2.5,28,3.3,4.1,80,3,7.4,1.2,0.2,2.7,17,0,13.98
71,Andrew BogutMIL,2007-2008,C,78,34.9,14.3,6,11.7,51.1,0,0.1,0,2.4,4.1,58.7,9.8,2.6,0.8,1.7,2.2,38,0,17.61
72,Lamar OdomLAL,2007-2008,PF,77,37.9,14.2,5.4,10.3,52.5,0.4,1.5,27.4,3,4.3,69.8,10.6,3.5,1,0.9,2,44,1,16.67
73,Zydrunas IlgauskasCLE,2007-2008,C,73,30.4,14.1,5.7,12,47.4,0,0,0,2.7,3.3,80.2,9.3,1.4,0.5,1.6,1.8,29,0,18.65
74,Mike BibbySAC/ATL,2007-2008,PG,48,32.8,13.9,5.2,12.6,41.1,1.9,5.2,37.5,1.6,2.1,78,3.3,6,1.1,0.1,2.5,5,0,14.86
75,Stephon MarburyNY,2007-2008,PG,24,33.5,13.9,4.6,11,41.9,1.2,3.1,37.8,3.5,4.8,71.6,2.5,4.7,0.9,0.1,2,0,0,14.13
76,Emeka OkaforCHA,2007-2008,C,82,33.1,13.8,5.6,10.5,53.5,0,0,0,2.6,4.6,57,10.7,0.9,0.8,1.7,2,39,0,17.46
77,Ricky DavisMIA,2007-2008,SG,82,36.1,13.8,5.1,11.8,43.3,1.6,4.1,40.5,1.9,2.4,78.7,4.3,3.4,1.1,0.2,2.3,4,0,12.17
78,Shaquille O'NealMIA/PHX,2007-2008,C,61,28.7,13.6,5.4,9.1,59.3,0,0,0,2.8,5.5,50.3,9.1,1.5,0.5,1.4,3,21,0,17.07
79,Al HarringtonGS,2007-2008,PF,81,27,13.6,5,11.4,43.4,1.9,5,37.5,1.8,2.3,77.4,5.4,1.6,0.9,0.2,1.1,7,0,15.64
80,Jermaine O'NealIND,2007-2008,C,42,28.7,13.6,5.4,12.2,43.9,0,0.1,0,2.9,3.9,74.2,6.7,2.2,0.5,2.1,2.5,7,0,14.32
81,Brad MillerSAC,2007-2008,C,72,34.9,13.4,4.7,10.1,46.3,0.4,1.3,31.1,3.6,4.3,84.8,9.5,3.7,1,1,2.3,29,0,17.09
82,Chris WilcoxSEA,2007-2008,PF,62,28,13.4,5.4,10.3,52.4,0,0,0,2.6,4,64.5,7,1.2,0.7,0.6,1.7,17,0,16.27
83,Travis OutlawPOR,2007-2008,SF,82,26.7,13.3,5.1,11.8,43.3,0.5,1.2,39.6,2.7,3.6,74.2,4.6,1.3,0.7,0.8,1.3,4,0,15.64
84,Eddy CurryNY,2007-2008,NA,59,25.9,13.2,5,9.2,54.6,0,0,0,3.2,5.1,62.3,4.7,0.5,0.2,0.5,2.1,2,0,15.37
85,Tayshaun PrinceDET,2007-2008,SF,82,32.9,13.2,5.1,11.5,44.8,0.6,1.8,36.3,2.3,2.9,76.8,4.9,3.3,0.5,0.4,1.1,4,0,15.57
85,Andres NocioniCHI,2007-2008,SF,82,24.6,13.2,4.6,10.7,43.2,1.5,4.2,36.4,2.4,3,80.7,4.2,1.2,0.3,0.5,1.6,1,0,14.02
87,Andrew BynumLAL,2007-2008,C,35,28.8,13.1,5.4,8.5,63.6,0,0,0,2.3,3.4,69.5,10.2,1.7,0.3,2.1,1.5,18,0,22.19
88,Grant HillPHX,2007-2008,SF,70,31.7,13.1,5.1,10.2,50.3,0.5,1.5,31.7,2.4,2.8,86.7,5,2.9,0.9,0.8,1.4,4,0,15.63
89,Rafer AlstonHOU,2007-2008,PG,74,34.1,13.1,4.9,12.5,39.4,1.9,5.5,35.1,1.3,1.9,71.5,3.5,5.3,1.3,0.2,2.2,4,0,13.36
90,Randy FoyeMIN,2007-2008,SG,39,32.3,13.1,5.1,11.8,42.9,1.6,3.8,41.2,1.4,1.7,81.5,3.3,4.2,0.9,0.1,2,1,0,12.9
91,Beno UdrihSAC,2007-2008,PG,65,32,12.8,5,10.9,46.3,0.8,2.1,38.7,1.9,2.3,85,3.3,4.3,0.9,0.2,2.3,3,0,13.71
92,Cuttino MobleyLAC,2007-2008,SG,77,35.1,12.8,4.9,11.3,43.3,0.9,2.5,34.9,2.1,2.6,81.9,3.6,2.6,1,0.4,1.6,1,0,11.4
93,Al ThorntonLAC,2007-2008,SF,79,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,4.5,1.2,0.6,0.5,1.6,7,0,12.53
94,Rasheed WallaceDET,2007-2008,PF,77,30.5,12.7,4.9,11.3,43.2,1.5,4.1,35.6,1.5,1.9,76.7,6.6,1.8,1.2,1.7,1.1,10,0,17.13
95,Nate RobinsonNY,2007-2008,PG,72,26.2,12.7,4.6,10.9,42.3,1.3,4.1,33.2,2.1,2.7,78.6,3.1,2.9,0.8,0,1.4,0,0,15.7
96,Ryan GomesMIN,2007-2008,SF,82,29.7,12.6,4.8,10.5,45.7,0.7,2.2,33,2.3,2.8,83,5.8,1.8,0.8,0.1,1.2,9,0,15.8
97,John SalmonsSAC,2007-2008,SF,81,31.1,12.5,4.7,9.9,47.7,0.5,1.5,32.5,2.6,3.2,82.3,4.3,2.6,1.1,0.4,2.1,6,0,14.29
98,Anthony ParkerTOR,2007-2008,SG,82,32.1,12.5,4.8,10.1,47.6,1.6,3.7,43.8,1.2,1.5,81.6,4.1,2.2,1,0.2,1.1,0,0,14.69
99,Willie GreenPHI,2007-2008,SG,74,26.6,12.4,5.1,11.8,43.6,0.7,2.4,28.5,1.5,2,75.7,2.5,2,0.7,0.3,1.5,0,0,13.02
100,Tim ThomasLAC,2007-2008,PF,63,30.8,12.4,4.6,11.2,41.3,1.3,4.3,30.6,1.8,2.4,75.2,5.1,2.7,0.6,0.5,1.6,3,0,12.12
101,Kenyon MartinDEN,2007-2008,PF,71,30.4,12.4,5.3,9.8,53.8,0,0.2,18.2,1.7,3,58,6.5,1.3,1.2,1.2,1.3,10,0,14.77
102,Francisco GarciaSAC,2007-2008,SG,79,26.5,12.3,4.4,9.5,46.3,1.4,3.7,39.1,2.1,2.6,77.9,3.3,1.6,1.2,0.6,1.6,1,0,15.47
103,JR SmithDEN,2007-2008,G,74,19.2,12.3,4.2,9.1,46.1,2.1,5.3,40.3,1.7,2.4,71.9,2.1,1.7,0.8,0.2,1.5,0,0,18.28
104,Troy MurphyIND,2007-2008,PF,75,28.1,12.2,4.2,9.2,45.5,1.3,3.1,39.8,2.6,3.2,79.7,7.2,2.2,0.7,0.4,1.3,10,0,15.87
105,Larry HughesCHI/CLE,2007-2008,SG,68,29.7,12.2,4.5,11.8,38.1,1,2.9,34.5,2.2,2.8,79.8,3.4,2.7,1.5,0.3,1.7,0,0,12.14
106,T.J. FordTOR,2007-2008,PG,51,23.5,12.1,4.8,10.3,46.9,0.3,1,29.4,2.2,2.5,88,2,6.1,1.1,0,2,2,0,20.76
107,Ronnie BrewerUTAH,2007-2008,SF,76,27.5,12,4.7,8.3,55.8,0.1,0.7,22,2.6,3.4,75.9,2.9,1.8,1.7,0.3,0.9,0,0,18.3
108,Udonis HaslemMIA,2007-2008,PF,49,36.8,12,4.8,10.3,46.7,0,0,0,2.3,2.9,81,9,1.4,0.8,0.4,1.4,11,0,12.68
109,Drew GoodenCHI/CLE,2007-2008,PF,69,30.8,12,4.8,10.7,44.9,0,0.1,0,2.3,3.1,75.3,8.6,1.2,0.7,0.8,1.8,24,0,13.89
110,Jamaal TinsleyIND,2007-2008,PG,39,33.2,11.9,4.5,11.9,38,1,3.6,28.4,1.8,2.6,72,3.6,8.4,1.7,0.3,3.3,11,0,12.73
111,Raja BellPHX,2007-2008,SG,75,35.3,11.9,4.2,10,42.1,2.3,5.9,40.1,1.1,1.2,86.8,3.7,2.2,0.7,0.4,0.9,1,0,10.48
112,Josh ChildressATL,2007-2008,F,76,29.9,11.8,4.3,7.5,57.1,0.3,0.8,36.7,2.9,3.6,80.7,4.9,1.5,0.9,0.6,1.3,3,0,18
113,Tyson ChandlerNO,2007-2008,C,79,35.2,11.8,4.8,7.7,62.3,0,0,0,2.2,3.7,59.3,11.7,1,0.6,1.1,1.7,38,0,17.46
114,Derek FisherLAL,2007-2008,PG,82,27.4,11.7,4.1,9.5,43.6,1.4,3.4,40.6,2,2.3,88.3,2.1,2.9,1,0,1.1,0,0,13.71
115,Charlie VillanuevaMIL,2007-2008,PF,76,24.1,11.7,4.7,10.7,43.5,0.7,2.4,29.7,1.6,2.1,78.3,6.1,1,0.4,0.5,1.4,9,0,15.12
116,Lou WilliamsPHI,2007-2008,SG,80,23.3,11.5,4,9.4,42.4,0.7,1.9,35.9,2.8,3.6,78.3,2.1,3.2,1,0.2,1.6,0,0,16.8
117,Kirk HinrichCHI,2007-2008,SG,75,31.7,11.5,4.4,10.6,41.4,1.1,3.2,35,1.6,1.9,83.1,3.3,6,1.2,0.3,2.1,7,1,13.41
118,Wally SzczerbiakSEA/CLE,2007-2008,SG,75,23.1,11.5,4.1,9.6,43.1,1.2,2.9,41.3,2,2.3,85.1,2.9,1.4,0.3,0.2,1,0,0,14.02
119,Hakim WarrickMEM,2007-2008,PF,75,23.4,11.4,4.4,8.7,50.2,0.2,0.6,27.1,2.4,3.5,70.4,4.7,0.7,0.5,0.4,1.1,5,0,16.09
120,Jose CalderonTOR,2007-2008,G,82,30.3,11.2,4.5,8.6,51.9,1,2.2,42.9,1.3,1.5,90.8,2.9,8.3,1.1,0.1,1.5,25,0,20.77
121,Sam CassellLAC/BOS,2007-2008,PG,55,23.2,11.2,4.2,9.7,43.8,0.4,1.4,30.3,2.3,2.6,88.2,2.5,3.9,0.7,0.1,1.8,0,0,15.34
122,DeShawn StevensonWSH,2007-2008,SG,82,31.3,11.2,3.7,9.5,38.6,1.9,5,38.3,1.9,2.4,79.7,2.9,3.1,0.8,0.2,1.2,0,0,12.65
123,Linas KleizaDEN,2007-2008,SF,79,23.9,11.1,3.9,8.3,47.2,1.2,3.5,33.9,2.1,2.7,77,4.2,1.2,0.6,0.2,1.1,1,0,14.5
124,Andrei KirilenkoUTAH,2007-2008,SF,72,30.8,11,3.8,7.6,50.6,0.6,1.6,37.9,2.8,3.6,77,4.7,4,1.2,1.5,1.9,4,1,17.11
125,Jameer NelsonORL,2007-2008,G,69,28.4,10.9,4.1,8.7,46.9,0.9,2.2,41.6,1.8,2.2,82.8,3.5,5.6,0.9,0.1,2,3,0,15.36
126,Juan Carlos NavarroMEM,2007-2008,PG,82,25.8,10.9,3.8,9.3,40.2,1.9,5.3,36.1,1.5,1.8,84.9,2.6,2.2,0.6,0,1.6,1,0,11.84
127,David LeeNY,2007-2008,PF,81,29.1,10.8,4.2,7.6,55.2,0,0,0,2.4,2.9,81.9,8.9,1.2,0.7,0.4,1.2,23,0,18.18
128,Jason KiddNJ/DAL,2007-2008,PG,80,36.3,10.8,3.8,9.9,38.5,1.5,3.9,38.1,1.7,2.1,81.8,7.5,10.1,1.7,0.3,3.3,35,13,16.77
129,Earl WatsonSEA,2007-2008,PG,78,29.1,10.7,4.3,9.6,45.4,0.6,1.7,37.1,1.4,1.9,76.6,2.9,6.8,0.9,0.1,2.2,7,1,14.57
130,Jerry StackhouseDAL,2007-2008,SF,58,24.3,10.7,3.7,9.1,40.5,1,3.2,32.6,2.3,2.6,89.2,2.3,2.5,0.5,0.2,1.5,0,0,13.52
131,Martell WebsterPOR,2007-2008,SF,75,28.4,10.7,3.7,8.7,42.2,1.6,4.2,38.8,1.6,2.2,73.5,3.9,1.2,0.6,0.4,1.1,0,0,11.97
132,Brendan HaywoodWSH,2007-2008,C,80,27.9,10.6,4,7.5,52.8,0,0,0,2.7,3.7,73.5,7.2,0.9,0.4,1.7,1.4,16,0,18.14
133,Rajon RondoBOS,2007-2008,PG,77,29.9,10.6,4.6,9.3,49.2,0.1,0.2,26.3,1.4,2.3,61.1,4.2,5.1,1.7,0.2,1.9,4,0,15.74
134,Samuel DalembertPHI,2007-2008,C,82,33.2,10.5,4.1,8.1,51.3,0,0,0,2.3,3.2,70.7,10.4,0.5,0.5,2.3,1.9,26,0,15.52
135,Jeff GreenSEA,2007-2008,PF,80,28.2,10.5,4,9.4,42.7,0.3,1,27.6,2.2,3,74.4,4.7,1.5,0.6,0.6,2,4,0,9.93
136,Andris BiedrinsGS,2007-2008,C,76,27.3,10.5,4.5,7.1,62.6,0,0,0,1.5,2.5,62,9.8,1,0.7,1.2,1.1,27,0,19.01
137,Daniel GibsonCLE,2007-2008,SG,58,30.4,10.4,3.5,8,43.2,2,4.6,44,1.5,1.8,81,2.3,2.5,0.8,0.2,1.3,0,0,11.76
138,Luis ScolaHOU,2007-2008,F,82,24.7,10.3,4.2,8.2,51.5,0,0,0,1.9,2.9,66.8,6.4,1.3,0.7,0.2,1.3,10,0,16.13
139,Andrea BargnaniTOR,2007-2008,C,78,23.9,10.2,3.6,9.3,38.6,1.2,3.3,34.5,1.8,2.2,84,3.7,1.1,0.3,0.5,1.1,1,0,10.96
140,Al HorfordATL,2007-2008,C,81,31.4,10.1,4.1,8.2,49.8,0,0.1,0,1.9,2.6,73.1,9.7,1.5,0.7,0.9,1.7,25,0,14.85
141,Joe SmithCHI/CLE,2007-2008,PF,77,22.4,10.1,4.1,8.5,47.8,0,0,0,2,2.6,75.5,5.2,0.9,0.4,0.6,0.9,6,0,16.37
142,Michael FinleySA,2007-2008,SG,82,26.9,10.1,3.8,9.3,41.4,1.6,4.4,37,0.8,1,80,3.1,1.4,0.4,0.1,0.7,0,0,11.35
143,Jarrett JackPOR,2007-2008,G,82,27.2,9.9,3.3,7.6,43.1,0.8,2.3,34.2,2.6,3,86.7,2.9,3.8,0.7,0,2.2,3,0,12.98
144,Kyle KorverUTAH/PHI,2007-2008,G,75,23.1,9.9,3.4,7.7,44.3,1.5,3.9,37.5,1.6,1.7,91.5,2.3,1.3,0.6,0.4,1,1,0,12.83
145,Bostjan NachbarNJ,2007-2008,SF,75,22.1,9.8,3.3,8.1,40.2,1.3,3.5,35.9,2.1,2.6,78.6,3.5,1.2,0.6,0.3,1.1,1,0,12.46
146,Nick CollisonSEA,2007-2008,F,78,28.5,9.8,4.1,8.2,50.2,0,0,0,1.6,2.1,73.7,9.4,1.4,0.6,0.8,1.5,23,0,14.91
147,Desmond MasonMIL,2007-2008,SF,59,28.8,9.7,3.9,8.1,48.2,0,0,0,1.9,2.9,65.9,4.3,2.1,0.7,0.5,1.4,2,0,12.38
148,Kyle LowryMEM,2007-2008,PG,82,25.5,9.6,3.1,7.2,43.2,0.4,1.7,25.7,3,4.2,69.8,3,3.6,1.1,0.3,1.5,1,0,14.23
149,Craig SmithMIN,2007-2008,PF,77,20.1,9.4,3.9,6.9,56.3,0,0.1,0,1.7,2.6,66.5,4.6,0.8,0.5,0.2,1.2,1,0,16.82
150,Ronald MurrayIND/DET,2007-2008,SG,42,20.8,9.4,3.7,8.7,42,0.5,1.5,31.7,1.6,2.3,69.4,2,3.4,0.9,0.1,2,2,0,13.25
