rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
21,Caron ButlerWSH,2008-2009,SF,67,38.6,20.8,7.3,16.2,45.3,1,3.1,31,5.1,6,85.8,6.2,4.3,1.6,0.3,3.1,11,0,18.84
22,Vince CarterNJ,2008-2009,G,80,36.8,20.8,7.4,16.8,43.7,1.9,4.9,38.5,4.2,5.1,81.7,5.1,4.7,1,0.5,2.1,8,1,19.35
23,Stephen JacksonGS,2008-2009,SF,59,39.6,20.7,7,16.9,41.4,1.7,5.2,33.8,5,6,82.6,5.1,6.5,1.5,0.5,3.9,9,1,16.2
24,Ben GordonCHI,2008-2009,SG,82,36.6,20.7,7.3,16,45.5,2.1,5.1,41,4,4.7,86.4,3.5,3.4,0.9,0.3,2.4,0,0,17.02
25,Dwight HowardORL,2008-2009,C,79,35.7,20.6,7.1,12.4,57.2,0,0,0,6.4,10.7,59.4,13.8,1.4,1,2.9,3,63,1,25.44
26,Paul PierceBOS,2008-2009,SF,81,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83,5.6,3.6,1,0.3,2.8,7,0,17.74
27,Al HarringtonNY/GS,2008-2009,PF,73,34.9,20.1,7.3,16.6,43.9,2.3,6.4,36.4,3.2,4,79.3,6.2,1.4,1.2,0.3,2.2,10,0,15.98
28,Jamal CrawfordNY/GS,2008-2009,G,65,38.1,19.7,6.4,15.7,41,2.2,6.1,36,4.6,5.3,87.2,3,4.4,0.9,0.2,2.3,1,0,15.15
29,Yao MingHOU,2008-2009,C,77,33.6,19.7,7.4,13.4,54.8,0,0,100,4.9,5.7,86.6,9.9,1.8,0.4,1.9,3,38,0,22.74
30,Richard JeffersonMIL,2008-2009,F,82,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,4.6,2.4,0.8,0.2,2,2,0,15.45
31,Jason TerryDAL,2008-2009,G,74,33.7,19.6,7.3,15.8,46.3,2.3,6.2,36.6,2.7,3,88,2.4,3.4,1.3,0.3,1.6,0,0,19.35
32,Deron WilliamsUTAH,2008-2009,PG,68,36.8,19.4,6.8,14.5,47.1,1,3.3,31,4.8,5.6,84.9,2.9,10.7,1.1,0.3,3.4,44,0,21.13
33,Tim DuncanSA,2008-2009,C,75,33.6,19.3,7.4,14.8,50.4,0,0,0,4.5,6.4,69.2,10.7,3.5,0.5,1.7,2.2,49,0,24.51
34,Monta EllisGS,2008-2009,SG,25,35.7,19,7.8,17.2,45.1,0.3,1,30.8,3.1,3.8,83,4.3,3.7,1.6,0.3,2.7,1,0,14.57
35,Rudy GayMEM,2008-2009,SF,79,37.3,18.9,7.2,16,45.3,1.1,3.1,35.1,3.3,4.4,76.7,5.5,1.7,1.2,0.7,2.6,6,0,15.38
36,Pau GasolLAL,2008-2009,PF,81,37,18.9,7.3,12.9,56.7,0,0,50,4.2,5.4,78.1,9.6,3.5,0.6,1,1.9,37,1,22.31
37,Andre IguodalaPHI,2008-2009,F,82,39.9,18.8,6.6,14,47.3,1,3.2,30.7,4.6,6.4,72.4,5.7,5.3,1.6,0.4,2.7,11,0,18.49
38,Corey MaggetteGS,2008-2009,SF,51,31.1,18.6,5.7,12.4,46.1,0.5,1.9,25.3,6.7,8.1,82.4,5.5,1.8,0.9,0.2,2.4,4,0,16.91
39,O.J. MayoMEM,2008-2009,SG,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,3.8,3.2,1.1,0.2,2.8,2,0,14.23
40,John SalmonsSAC/CHI,2008-2009,SF,79,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83,4.2,3.2,1.1,0.3,2.1,3,0,16.03
41,Richard HamiltonDET,2008-2009,SG,67,34,18.3,7,15.6,44.7,1,2.8,36.8,3.3,3.9,84.8,3.1,4.4,0.6,0.1,2,3,0,16.93
42,Ray AllenBOS,2008-2009,SG,79,36.4,18.2,6.3,13.2,48,2.5,6.2,40.9,3,3.2,95.2,3.5,2.8,0.9,0.2,1.7,0,0,17.34
43,LaMarcus AldridgePOR,2008-2009,C,81,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25,3.2,4.1,78.1,7.5,1.9,1,1,1.5,19,0,19.13
44,Josh HowardDAL,2008-2009,SF,52,32,18,6.8,15.1,45.1,1.1,3.2,34.5,3.3,4.2,78.2,5.1,1.6,1.1,0.6,1.7,6,0,17.06
45,Mo WilliamsCLE,2008-2009,PG,81,35,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,3.4,4.1,0.9,0.1,2.2,1,0,17.25
46,Shaquille O'NealPHX,2008-2009,C,75,30,17.8,6.8,11.2,60.9,0,0,0,4.1,6.9,59.5,8.4,1.7,0.7,1.4,2.2,30,0,22.33
47,Rashard LewisORL,2008-2009,PF,79,36.2,17.7,6.1,13.8,43.9,2.8,7,39.7,2.8,3.4,83.6,5.7,2.6,1,0.6,2,4,0,16.83
48,Chauncey BillupsDEN/DET,2008-2009,PG,79,35.3,17.7,5.2,12.4,41.8,2.1,5,40.8,5.3,5.8,91.3,3,6.4,1.2,0.2,2.2,10,0,18.85
49,Allen IversonDEN/DET,2008-2009,SG,57,36.7,17.5,6.1,14.6,41.7,0.5,1.7,28.3,4.8,6.1,78.1,3,5,1.5,0.1,2.6,2,0,15.89
50,Nate RobinsonNY,2008-2009,PG,74,29.9,17.2,6.1,13.9,43.7,1.7,5.2,32.5,3.4,4,84.1,3.9,4.1,1.3,0.1,1.9,4,0,18.95
51,Metta World PeaceHOU,2008-2009,SF,69,35.5,17.1,6,15,40.1,2.2,5.6,39.9,2.8,3.8,74.8,5.2,3.3,1.5,0.3,2,3,0,15.64
52,Mehmet OkurUTAH,2008-2009,C,72,33.5,17,6,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,7.7,1.7,0.8,0.7,1.8,23,0,17.59
53,Jason RichardsonCHA/PHX,2008-2009,SG,72,33.5,16.8,6.5,13.5,47.7,1.8,4.5,39.7,2.1,2.8,76.9,4.4,2,1.1,0.4,1.3,1,0,16.72
54,Al ThorntonLAC,2008-2009,SF,71,37.4,16.8,6.6,14.8,44.6,0.3,1.1,25.3,3.3,4.4,75.4,5.2,1.5,0.8,0.9,1.8,1,0,12.67
55,Hedo TurkogluORL,2008-2009,SF,77,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,5.3,4.9,0.8,0.2,2.6,4,0,14.82
56,Derrick RoseCHI,2008-2009,PG,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,3.9,6.3,0.8,0.2,2.5,8,0,16.05
57,Jameer NelsonORL,2008-2009,G,42,31.2,16.7,6.4,12.6,50.3,2,4.3,45.3,2,2.3,88.7,3.5,5.4,1.2,0.1,2,3,0,20.66
58,Gerald WallaceCHA,2008-2009,SF,71,37.6,16.6,5.5,11.4,48,0.5,1.8,29.8,5.1,6.4,80.4,7.8,2.7,1.7,0.9,2.1,20,0,18.64
59,Jeff GreenOKC,2008-2009,PF,78,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,6.7,2,1,0.4,2.2,13,0,13.99
60,Andre MillerPHI,2008-2009,PG,82,36.3,16.3,6,12.7,47.3,0.2,0.6,28.3,4.1,5,82.6,4.5,6.5,1.3,0.2,2.4,12,2,18.71
61,Randy FoyeMIN,2008-2009,SG,70,35.6,16.3,5.7,14,40.7,1.6,4.4,36,3.3,3.9,84.6,3.1,4.3,1,0.4,2.1,2,0,13.76
62,Charlie VillanuevaMIL,2008-2009,PF,78,26.9,16.2,6.2,14,44.7,1.1,3.3,34.5,2.6,3.1,83.8,6.7,1.8,0.6,0.7,1.8,14,0,18.64
63,Carlos BoozerUTAH,2008-2009,PF,37,32.4,16.2,6.8,13.8,49,0,0,0,2.6,3.8,69.8,10.4,2.1,1.1,0.2,2.1,20,0,17.28
64,Eric GordonLAC,2008-2009,SG,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,2.6,2.8,1,0.4,2.1,0,0,14.98
65,David LeeNY,2008-2009,PF,81,34.9,16,6.4,11.7,54.9,0,0,0,3.1,4.1,75.5,11.7,2.1,1,0.3,1.9,65,0,19.07
66,Kevin GarnettBOS,2008-2009,PF,57,31.1,15.8,6.9,13,53.1,0,0.1,25,1.9,2.3,84.1,8.5,2.5,1.1,1.2,1.6,22,0,21.32
67,Steve NashPHX,2008-2009,PG,74,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,3,9.7,0.7,0.1,3.4,29,0,19.55
68,Tracy McGradyHOU,2008-2009,SG,35,33.7,15.6,5.4,13.9,38.8,1.3,3.3,37.6,3.6,4.5,80.1,4.4,5,1.2,0.4,2,2,1,16.39
69,Josh SmithATL,2008-2009,PF,69,35.1,15.6,6.1,12.3,49.2,0.4,1.3,29.9,3.1,5.2,58.8,7.2,2.4,1.4,1.6,2.3,20,0,17.28
70,Manu GinobiliSA,2008-2009,G,44,26.8,15.5,5.1,11.2,45.4,1.6,4.8,33,3.8,4.3,88.4,4.5,3.6,1.5,0.4,2,0,0,22.93
71,Andrea BargnaniTOR,2008-2009,C,78,31.4,15.4,5.5,12.3,45,1.5,3.7,40.9,2.8,3.4,83.1,5.3,1.2,0.4,1.2,1.7,6,0,14.66
72,Russell WestbrookOKC,2008-2009,PG,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,4.9,5.3,1.3,0.2,3.3,10,1,15.2
73,Thaddeus YoungPHI,2008-2009,PF,75,34.4,15.3,6.3,12.8,49.5,0.7,2.2,34.1,1.9,2.5,73.5,5,1.1,1.3,0.3,1.6,2,0,15.4
74,JR SmithDEN,2008-2009,G,81,27.7,15.2,5.2,11.7,44.6,2.2,5.6,39.7,2.5,3.4,75.4,3.7,2.8,1,0.2,1.9,2,0,16.84
75,Mike DunleavyIND,2008-2009,SG,18,27.5,15.1,5.2,12.9,40.1,1.8,5,35.6,2.9,3.6,81.5,3.8,2.4,0.7,0.5,2.1,0,0,14.48
76,T.J. FordIND,2008-2009,PG,74,30.5,14.9,5.6,12.3,45.2,0.5,1.4,33.7,3.3,3.8,87.2,3.5,5.3,1.2,0.2,2.4,4,0,16.63
77,Baron DavisLAC,2008-2009,PG,65,34.6,14.9,5.5,14.8,37,1.5,5,30.2,2.4,3.2,75.7,3.7,7.7,1.7,0.5,3,13,0,14.54
78,Mike BibbyATL,2008-2009,PG,79,34.7,14.9,5.5,12.7,43.5,2.1,5.4,39,1.7,2.2,78.9,3.5,5,1.2,0.1,1.6,4,0,16.38
79,Nene DEN,2008-2009,C,77,32.6,14.6,5.6,9.2,60.4,0,0.1,20,3.5,4.8,72.3,7.8,1.4,1.2,1.3,1.9,20,0,18.83
80,Wilson ChandlerNY,2008-2009,F,82,33.4,14.4,5.5,12.9,43.2,1.3,3.8,32.8,2.1,2.6,79.5,5.4,2.1,0.9,0.9,1.7,3,0,12.93
81,Kelenna AzubuikeGS,2008-2009,SF,74,32.1,14.4,5.3,11.4,46.4,1.3,2.8,44.8,2.5,3.1,80.8,5,1.6,0.8,0.7,1.3,5,0,14.74
82,Andrew BynumLAL,2008-2009,C,50,28.9,14.3,5.6,10,56,0,0,0,3,4.3,70.7,8,1.4,0.4,1.8,1.7,16,0,20.03
83,Troy MurphyIND,2008-2009,PF,73,34,14.3,5,10.5,47.5,2.2,4.9,45,2.1,2.5,82.6,11.8,2.4,0.8,0.5,1.6,49,0,17.81
84,Leandro BarbosaPHX,2008-2009,G,70,24.4,14.2,5.2,10.8,48.2,1.3,3.4,37.5,2.4,2.8,88.1,2.6,2.3,1.2,0.1,1.3,0,0,19.44
85,Tayshaun PrinceDET,2008-2009,SF,82,37.3,14.2,5.6,12.4,45,0.7,1.7,39.7,2.3,3,77.8,5.8,3.1,0.5,0.6,1.2,11,0,15.09
86,Raymond FeltonCHA,2008-2009,G,82,37.6,14.2,5.4,13.2,40.8,0.7,2.5,28.5,2.7,3.3,80.5,3.8,6.7,1.5,0.4,2.8,7,0,13.8
87,Luol DengCHI,2008-2009,F,49,34,14.1,5.4,12.1,44.8,0.2,0.4,40,3.1,3.9,79.6,6,1.9,1.2,0.5,1.5,7,0,14.74
88,Michael BeasleyMIA,2008-2009,F,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,5.4,1,0.5,0.5,1.5,8,0,17.28
89,Marvin WilliamsATL,2008-2009,F,61,34.3,13.9,4.7,10.2,45.8,0.9,2.5,35.5,3.6,4.5,80.6,6.3,1.3,0.9,0.6,1.1,6,0,16.04
90,Elton BrandPHI,2008-2009,PF,29,31.7,13.8,5.6,12.6,44.7,0,0,0,2.5,3.7,67.6,8.8,1.3,0.6,1.6,2.3,10,0,14.65
91,Cuttino MobleyLAC/NY,2008-2009,SG,11,33.2,13.7,5.7,13.3,43.2,1.1,3.2,34.3,1.2,1.6,72.2,2.6,1.1,1.4,0.2,1.6,0,0,10.35
92,Ronnie BrewerUTAH,2008-2009,SF,81,32.2,13.7,5.2,10.2,50.8,0.3,1,25.9,3,4.3,70.2,3.7,2.2,1.7,0.4,1.4,0,0,16.19
93,Marquis DanielsIND,2008-2009,SG,54,31.5,13.6,5.8,12.8,45.1,0.3,1.7,20,1.7,2.4,72.1,4.6,2.1,1.1,0.5,1.7,4,0,12.88
94,Paul MillsapUTAH,2008-2009,PF,76,30.1,13.5,5.3,9.9,53.4,0,0.1,0,3,4.3,69.9,8.6,1.8,1,1,1.7,29,0,18.71
95,Rodney StuckeyDET,2008-2009,PG,79,31.9,13.4,5.1,11.6,43.9,0.3,1,29.5,2.9,3.7,80.3,3.5,4.9,1,0.1,2.2,5,0,14.83
96,Ryan GomesMIN,2008-2009,SF,82,31.9,13.3,5.1,11.9,43.1,1.3,3.5,37.2,1.8,2.2,80.7,4.8,1.6,0.8,0.3,1.6,2,0,12.51
97,Peja StojakovicNO,2008-2009,SF,61,34.2,13.3,4.7,11.8,39.9,2.4,6.3,37.8,1.5,1.7,89.4,4.3,1.2,0.9,0,0.8,1,0,12.54
98,Jermaine O'NealMIA/TOR,2008-2009,C,68,29.8,13.3,5.4,11.3,47.4,0,0,0,2.6,3.3,78.8,6.4,1.8,0.4,2,2.1,8,0,15.51
99,Boris DiawCHA/PHX,2008-2009,C,81,34,13.2,5.5,10.9,50.7,0.9,2.2,41.4,1.2,1.8,68.7,5.3,4.1,0.8,0.7,2.7,8,0,14.5
100,Emeka OkaforCHA,2008-2009,C,82,32.8,13.2,5.3,9.4,56.1,0,0,0,2.7,4.5,59.3,10.1,0.6,0.6,1.7,1.8,39,0,18.01
101,Jarrett JackIND,2008-2009,G,82,33.1,13.1,4.7,10.4,45.3,1,2.7,35.3,2.7,3.2,85.2,3.4,4.1,1.1,0.2,2.2,0,0,13.1
102,Brook LopezNJ,2008-2009,C,82,30.5,13,5.5,10.3,53.1,0,0,0,2.1,2.6,79.3,8.1,1,0.5,1.8,1.8,18,0,17.94
103,Gilbert ArenasWSH,2008-2009,PG,2,31.5,13,3,11.5,26.1,1,3.5,28.6,6,8,75,4.5,10,0,0.5,0.5,2,0,18.92
104,Shawn MarionMIA/TOR,2008-2009,SG,69,35.8,12.9,5.5,11.4,48.5,0.1,0.8,18.9,1.7,2.1,79.6,8.5,2,1.3,1,1.5,22,0,16.02
105,Zydrunas IlgauskasCLE,2008-2009,C,65,27.2,12.9,5.3,11.1,47.2,0.2,0.6,38.5,2.1,2.7,79.9,7.5,1,0.4,1.3,1.4,14,0,18.03
106,Jose CalderonTOR,2008-2009,G,68,34.3,12.8,4.7,9.5,49.7,1.2,3,40.6,2.2,2.3,98.1,2.9,8.9,1.1,0.1,2.1,22,0,18.8
107,Lou WilliamsPHI,2008-2009,SG,81,23.7,12.8,4.1,10.4,39.8,0.8,2.7,28.6,3.8,4.8,79,2,3,1,0.2,1.9,0,0,16.39
108,Travis OutlawPOR,2008-2009,SF,81,27.7,12.8,4.8,10.5,45.3,1.1,2.9,37.7,2.2,3,72.3,4.1,1,0.6,0.7,1.2,2,0,15.15
109,Luis ScolaHOU,2008-2009,F,82,30.3,12.7,5.2,9.7,53.1,0,0,0,2.4,3.1,76,8.8,1.5,0.8,0.1,1.5,28,0,17.1
110,Francisco GarciaSAC,2008-2009,SG,65,30.4,12.7,4.5,10.2,44.4,1.4,3.4,39.8,2.2,2.7,82,3.4,2.3,1.2,1,1.7,0,0,14.11
111,Ramon SessionsMIL,2008-2009,G,79,27.5,12.4,4.4,9.8,44.5,0.1,0.4,17.6,3.6,4.5,79.4,3.4,5.7,1.1,0.1,1.9,9,1,17.65
112,Ronald MurrayATL,2008-2009,SG,80,24.7,12.2,4.4,9.9,44.7,1.1,3,36,2.2,2.9,76,2.1,2,1.1,0.2,1.6,0,0,14.73
113,Rasheed WallaceDET,2008-2009,PF,66,32.2,12,4.6,10.9,41.9,1.7,4.8,35.4,1.2,1.5,77.2,7.4,1.4,0.9,1.3,0.9,15,0,14.91
114,Chris KamanLAC,2008-2009,C,31,29.7,12,5.2,9.8,52.8,0,0,0,1.6,2.4,68,8,1.5,0.5,1.5,2.7,9,0,14.51
115,Grant HillPHX,2008-2009,SF,82,29.8,12,4.8,9.1,52.3,0.3,0.9,31.6,2.2,2.7,80.8,4.9,2.3,1.1,0.7,1.5,5,0,15.26
116,Raja BellCHA/PHX,2008-2009,SG,67,34.6,11.9,4.5,10.2,43.7,1.7,4,42.1,1.3,1.5,85.3,3.6,2.1,0.7,0.1,1.3,0,0,10.74
117,Rajon RondoBOS,2008-2009,PG,80,33,11.9,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,5.2,8.2,1.9,0.1,2.6,15,2,18.9
118,Marc GasolMEM,2008-2009,C,82,30.7,11.9,4.3,8.1,53,0,0,0,3.4,4.6,73.3,7.4,1.7,0.8,1.1,2,17,0,16.74
119,Brad MillerSAC/CHI,2008-2009,C,70,30,11.9,4.2,8.8,47.6,0.3,0.8,41.1,3.2,3.9,82.4,7.8,3.3,0.7,0.5,1.9,16,0,16.75
120,Drew GoodenSAC/SA/CHI,2008-2009,PF,51,24.8,11.9,4.6,9.9,46.8,0,0.1,0,2.6,3.1,84,7.1,0.9,0.6,0.4,1.5,12,0,16.34
121,Andris BiedrinsGS,2008-2009,C,62,30,11.9,5,8.6,57.8,0,0,0,1.9,3.5,55.1,11.2,2,1,1.5,1.8,28,0,19.16
122,Roger Mason Jr.SA,2008-2009,SG,82,30.4,11.8,4.3,10,42.5,2,4.8,42.1,1.3,1.4,89,3.1,2.1,0.5,0.1,1.2,0,0,11.93
123,D.J. AugustinCHA,2008-2009,G,72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,1.8,3.5,0.6,0,1.7,1,0,14.95
124,Delonte WestCLE,2008-2009,SG,64,33.6,11.7,4.5,9.8,45.7,1.4,3.6,39.9,1.4,1.7,83.3,3.2,3.5,1.5,0.2,1.4,0,0,14.16
125,Andrew BogutMIL,2008-2009,C,36,31.2,11.7,5.1,8.8,57.7,0,0,0,1.6,2.7,57.1,10.3,2,0.6,1,2.4,16,0,16.21
126,Rafer AlstonORL/HOU,2008-2009,PG,77,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2,2.7,75,2.9,5.3,1.4,0.1,1.8,3,0,13.8
127,Kenyon MartinDEN,2008-2009,PF,66,32,11.7,4.8,9.8,49.1,0.2,0.6,36.8,1.8,3,60.4,6,2,1.5,1.1,1.6,5,0,13.66
128,Larry HughesCHI/NY,2008-2009,SG,55,26.9,11.6,4.1,10.1,40.2,1.4,3.5,38.9,2.1,2.6,80.7,2.9,2.2,1.3,0.3,1.3,0,0,13.45
129,Hakim WarrickMEM,2008-2009,PF,82,24.7,11.6,4.1,8.5,49.1,0.1,0.3,21.7,3.2,4.6,71.1,5,0.8,0.6,0.5,1.2,5,0,16.91
130,Andrei KirilenkoUTAH,2008-2009,SF,67,27.3,11.6,3.8,8.5,44.9,0.3,1.1,27.4,3.6,4.6,78.5,4.8,2.6,1.2,1.1,1.8,6,0,16.82
131,Al HorfordATL,2008-2009,C,67,33.5,11.5,4.7,8.9,52.5,0,0,0,2.2,3.1,72.7,9.3,2.4,0.8,1.4,1.5,20,0,17.06
132,Andres NocioniSAC/CHI,2008-2009,SF,76,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,4.8,1.3,0.5,0.4,1.5,3,0,12.22
133,Spencer HawesSAC,2008-2009,PF,77,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,7.1,1.9,0.6,1.2,2.1,14,0,13.07
134,Lamar OdomLAL,2008-2009,PF,78,29.7,11.3,4.4,9,49.2,0.4,1.3,32,2.1,3.3,62.3,8.2,2.6,1,1.3,1.8,18,0,16.6
135,Rasual ButlerNO,2008-2009,SF,82,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39,1,1.3,78.2,3.3,0.9,0.6,0.7,0.7,1,0,11.82
136,Aaron BrooksHOU,2008-2009,G,80,25,11.2,4,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,2,3,0.6,0.1,1.6,2,0,12.95
137,Chris DuhonNY,2008-2009,PG,79,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,3.1,7.2,0.9,0.1,2.8,13,0,12.27
138,Kevin LoveMIN,2008-2009,PF,81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,9.1,1,0.4,0.6,1.5,29,0,18.39
139,Jason ThompsonSAC,2008-2009,PF,82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,7.4,1.1,0.6,0.7,1.8,17,0,13.96
140,Steve BlakePOR,2008-2009,PG,69,31.7,11,4,9.4,42.8,2,4.8,42.7,0.9,1.1,84,2.5,5,1,0.1,1.6,4,0,14.49
141,Beno UdrihSAC,2008-2009,PG,73,31.1,11,4.4,9.5,46.1,0.5,1.5,31,1.7,2.1,82,3,4.7,1.1,0.2,2.2,1,0,12.35
142,Mike ConleyMEM,2008-2009,PG,82,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2,2.4,81.7,3.4,4.3,1.1,0.1,1.7,2,0,14.31
143,Nick YoungWSH,2008-2009,G,82,22.4,10.9,4.1,9.2,44.4,0.7,2,34.1,2,2.4,85,1.8,1.2,0.5,0.2,1.1,0,0,13.12
144,Tyrus ThomasCHI,2008-2009,PF,79,27.5,10.8,3.9,8.6,45.1,0,0.1,33.3,3,3.8,78.3,6.4,1,1.2,1.9,1.6,18,0,15.95
145,Anthony ParkerTOR,2008-2009,SG,80,33,10.7,4,9.4,42.6,1.2,3,39,1.5,1.8,83.4,4,3.4,1.3,0.2,1.4,0,0,12.16
146,Udonis HaslemMIA,2008-2009,PF,75,34.1,10.6,4.4,8.6,51.8,0,0,0,1.7,2.3,75.3,8.2,1.1,0.6,0.3,1.1,20,0,13.1
147,Rudy FernandezPOR,2008-2009,SG,78,25.6,10.4,3.4,8.1,42.5,2,5.1,39.9,1.5,1.8,83.9,2.7,2,0.9,0.2,1.1,0,0,15.5
148,Marcus CambyLAC,2008-2009,C,62,31,10.3,4.1,8,51.2,0,0.1,25,2.1,2.9,72.5,11.1,2,0.8,2.1,1.5,25,0,18.79
149,Matt BarnesPHX,2008-2009,SF,77,27,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,5.5,2.8,0.7,0.3,1.7,5,0,12.6
150,Quentin RichardsonNY,2008-2009,SF,72,26.3,10.2,3.6,9.3,39.3,1.7,4.6,36.5,1.2,1.6,76.1,4.4,1.6,0.7,0.1,1,1,0,11.62
