rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
19,Jimmy ButlerCHI,2014-2015,SF,65,38.7,20,6.5,14,46.2,1.1,3,37.8,5.9,7.1,83.4,5.8,3.3,1.8,0.6,1.4,4,0,21.32
20,Kevin MartinMIN,2014-2015,SG,39,33.4,20,6.8,16,42.7,1.9,4.9,39.3,4.4,4.9,88.1,3.6,2.3,0.8,0,1.9,0,0,16.73
21,Nikola VucevicORL,2014-2015,C,74,34.2,19.3,8.5,16.3,52.3,0,0.1,33.3,2.2,2.9,75.2,10.9,2,0.7,0.7,2,45,0,21.62
22,Gordon HaywardUTAH,2014-2015,SF,76,34.4,19.3,6.4,14.3,44.5,1.6,4.3,36.4,4.9,6.1,81.2,4.9,4.1,1.4,0.4,2.7,2,0,20.24
23,Chris PaulLAC,2014-2015,PG,82,34.8,19.1,6.9,14.3,48.5,1.7,4.3,39.8,3.5,3.9,90,4.6,10.2,1.9,0.2,2.3,40,1,26.04
24,Monta EllisDAL,2014-2015,SG,80,33.7,18.9,7.5,16.9,44.5,1,3.6,28.5,2.9,3.8,75.2,2.4,4.1,1.9,0.3,2.5,3,0,16.59
25,Pau GasolCHI,2014-2015,PF,78,34.4,18.5,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,11.8,2.7,0.3,1.9,2,54,0,22.73
26,Victor OladipoORL,2014-2015,SG,72,35.7,17.9,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,4.2,4.1,1.7,0.3,2.8,3,0,15.98
27,Kyle LowryTOR,2014-2015,PG,70,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,4.7,6.8,1.6,0.2,2.5,13,2,19.33
28,Derrick RoseCHI,2014-2015,PG,51,30,17.7,6.6,16.4,40.5,1.5,5.3,28,3,3.7,81.3,3.2,4.9,0.7,0.3,3.2,4,0,15.94
29,John WallWSH,2014-2015,PG,79,35.9,17.6,6.6,14.8,44.5,0.8,2.7,30,3.6,4.6,78.5,4.6,10,1.7,0.6,3.8,40,0,19.92
30,Marc GasolMEM,2014-2015,C,81,33.2,17.4,6.5,13.2,49.4,0,0.2,17.6,4.3,5.4,79.5,7.8,3.8,0.9,1.6,2.2,20,0,21.73
31,Kemba WalkerCHA,2014-2015,PG,62,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,3.5,5.1,1.4,0.5,1.6,4,0,17.66
32,Dirk NowitzkiDAL,2014-2015,F,77,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38,3.3,3.8,88.2,5.9,1.9,0.5,0.4,1.1,6,0,19.26
33,Brook LopezBKN,2014-2015,C,72,29.2,17.2,7,13.7,51.3,0,0.1,10,3.1,3.8,81.4,7.4,0.7,0.6,1.8,1.4,17,0,22.76
34,Tobias HarrisORL,2014-2015,PF,68,34.8,17.1,6.5,14,46.6,1.3,3.5,36.4,2.8,3.6,78.8,6.3,1.8,1,0.5,1.7,11,0,16.76
35,Eric BledsoePHX,2014-2015,SG,81,34.6,17,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80,5.2,6.1,1.6,0.6,3.4,13,2,18.47
36,Brandon KnightMIL/PHX,2014-2015,PG,63,32.3,17,6,14.1,42.2,2,5.1,38.9,3.1,3.5,87.4,3.9,5.2,1.4,0.2,3,2,0,17.17
37,Andrew WigginsMIN,2014-2015,SF,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31,4.3,5.7,76,4.6,2.1,1,0.6,2.2,2,0,13.97
38,Tony WrotenPHI,2014-2015,SG,30,29.8,16.9,5.8,14.5,40.3,1.2,4.7,26.1,4,6,66.7,2.9,5.2,1.6,0.3,3.8,2,0,14.96
39,Paul MillsapATL,2014-2015,PF,73,32.7,16.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,7.8,3.1,1.8,0.9,2.3,15,0,20.1
40,Al JeffersonCHA,2014-2015,C,65,30.6,16.6,7.5,15.5,48.1,0,0.1,40,1.7,2.5,65.5,8.4,1.7,0.7,1.3,1,22,0,19.75
41,Tyreke EvansNO,2014-2015,G,79,34.1,16.6,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,5.3,6.6,1.3,0.5,3.1,18,1,17.77
42,Kawhi LeonardSA,2014-2015,SF,64,31.8,16.5,6.2,12.8,47.9,1,3,34.9,3.2,3.9,80.2,7.2,2.5,2.3,0.8,1.5,14,0,22.09
43,Isaiah ThomasBOS/PHX,2014-2015,G,67,25.8,16.4,5,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,2.3,4.2,0.9,0.1,2.1,0,0,20.63
44,Kevin LoveCLE,2014-2015,PF,75,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,9.7,2.2,0.7,0.5,1.6,38,0,18.89
45,JJ RedickLAC,2014-2015,SG,78,30.9,16.4,5.7,12,47.7,2.6,5.9,43.7,2.3,2.6,90.1,2.1,1.8,0.5,0.1,1.2,0,0,16.23
46,Goran DragicMIA/PHX,2014-2015,PG,78,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3,77.3,3.5,4.5,1,0.2,2.2,4,0,17.47
47,Darren CollisonSAC,2014-2015,PG,45,34.8,16.1,5.8,12.2,47.3,1.3,3.6,37.3,3.2,4.1,78.8,3.2,5.6,1.5,0.3,2.5,3,0,17.53
48,Zach RandolphMEM,2014-2015,F,71,32.5,16.1,6.4,13.1,48.7,0.1,0.3,35,3.2,4.2,76.5,10.5,2.2,1,0.2,2.2,38,0,19.54
49,George HillIND,2014-2015,PG,43,29.5,16.1,5.9,12.4,47.7,1.6,4.5,35.8,2.6,3.3,79,4.2,5.1,1,0.3,1.6,2,1,21.52
50,Derrick FavorsUTAH,2014-2015,F,74,30.8,16,6.5,12.4,52.5,0,0.1,16.7,3,4.5,66.9,8.2,1.5,0.8,1.7,1.6,23,0,21.86
51,Wesley MatthewsPOR,2014-2015,SG,60,33.7,15.9,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,3.7,2.3,1.3,0.2,1.4,0,0,16.15
52,Jeff TeagueATL,2014-2015,PG,73,30.5,15.9,5.6,12.2,46,1,2.8,34.3,3.8,4.4,86.2,2.5,7,1.7,0.4,2.8,10,0,20.64
53,Greg MonroeDET,2014-2015,C,69,31,15.9,6.1,12.4,49.6,0,0,0,3.7,4.9,75,10.2,2.1,1.1,0.5,2.2,35,0,21.26
54,Mike ConleyMEM,2014-2015,PG,70,31.8,15.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,3,5.4,1.3,0.2,2.2,6,0,18.61
55,Jamal CrawfordLAC,2014-2015,G,64,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,1.9,2.5,0.9,0.2,1.4,0,0,16.71
56,Dwight HowardHOU,2014-2015,C,41,29.8,15.8,6.1,10.3,59.3,0,0,50,3.5,6.6,52.8,10.5,1.2,0.7,1.3,2.8,23,0,19.31
57,Chandler ParsonsDAL,2014-2015,SF,66,33.1,15.7,5.8,12.6,46.2,2,5.3,38,2.1,2.9,72,4.9,2.4,1,0.3,1.5,3,0,16.37
58,Lou WilliamsTOR,2014-2015,SG,80,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,1.9,2.1,1.1,0.1,1.3,0,0,19.9
59,Enes FreedomOKC/UTAH,2014-2015,C,75,28.5,15.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,8.9,0.7,0.5,0.4,1.9,31,0,20.36
60,Brandon JenningsDET,2014-2015,G,41,28.6,15.4,5.3,13.2,40.1,1.9,5.1,36,2.9,3.5,83.9,2.5,6.6,1.1,0.1,2.2,5,0,19.74
61,Markieff MorrisPHX,2014-2015,PF,82,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,6.2,2.3,1.2,0.5,2.1,12,0,15.81
62,Bradley BealWSH,2014-2015,SG,63,33.4,15.3,5.8,13.5,42.7,1.7,4.1,40.9,2.1,2.6,78.3,3.8,3.1,1.2,0.3,2,2,0,14.02
63,Ty LawsonDEN,2014-2015,G,75,35.5,15.2,5.4,12.3,43.6,0.9,2.7,34.1,3.5,4.8,73,3.1,9.6,1.2,0.1,2.5,28,0,18.5
64,Al HorfordATL,2014-2015,C,76,30.5,15.2,6.8,12.7,53.8,0.1,0.5,30.6,1.4,1.9,75.9,7.2,3.2,0.9,1.3,1.3,14,1,21.43
65,Jeff GreenBOS/MEM,2014-2015,PF,78,31.5,15,5.3,12.4,43,1.2,3.7,33.2,3.1,3.7,83.3,4.2,1.7,0.7,0.4,1.4,1,0,14.48
66,Andrea BargnaniNY,2014-2015,C,29,27.1,14.8,5.7,12.4,45.4,0.5,1.4,36.6,3,3.7,81.3,4.4,1.6,0.1,0.9,1.4,2,0,16.71
67,Jrue HolidayNO,2014-2015,PG,40,32.6,14.8,6,13.4,44.6,1.3,3.4,37.8,1.6,1.9,85.5,3.4,6.9,1.6,0.6,2.3,5,0,18.82
68,Michael Carter-WilliamsMIL/PHI,2014-2015,PG,66,32.6,14.6,5.5,13.9,39.6,0.5,2.3,23.5,3.1,4.4,69.4,5.3,6.7,1.7,0.5,3.8,11,3,14.13
69,Reggie JacksonOKC/DET,2014-2015,PG,77,29.5,14.5,5.6,12.9,43.4,0.9,3.1,29.9,2.4,2.8,83,4.2,6,0.8,0.1,2.4,15,2,17.24
70,Joe JohnsonBKN,2014-2015,G,80,34.9,14.4,5.6,12.8,43.5,1.5,4.2,35.9,1.8,2.2,80.1,4.8,3.7,0.7,0.2,1.7,3,0,14.11
71,Tony ParkerSA,2014-2015,G,68,28.7,14.4,5.9,12.2,48.6,0.6,1.3,42.7,1.9,2.4,78.3,1.9,4.9,0.6,0,2.1,1,0,15.94
72,Serge IbakaOKC,2014-2015,F,64,33.1,14.3,5.8,12.3,47.6,1.2,3.2,37.6,1.4,1.7,83.6,7.8,0.9,0.5,2.4,1.5,17,0,16.6
73,Mo WilliamsMIN/CHA,2014-2015,PG,68,29.1,14.2,5,12.6,39.7,1.8,5.1,34.2,2.4,2.8,87.2,2.6,6.2,0.7,0.2,2.5,13,0,15.48
74,Thaddeus YoungMIN/BKN,2014-2015,PF,76,32,14.1,5.9,12.7,46.6,0.5,1.5,33,1.7,2.6,65.5,5.4,2.3,1.6,0.3,1.5,3,0,15.74
75,Luol DengMIA,2014-2015,F,72,33.6,14,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,5.2,1.9,0.9,0.3,1.5,5,0,15.55
76,Wilson ChandlerDEN,2014-2015,F,78,31.7,13.9,5.4,12.5,42.9,1.8,5.2,34.2,1.4,1.8,77.5,6.1,1.7,0.7,0.4,1.4,8,0,13.24
77,Avery BradleyBOS,2014-2015,PG,77,31.5,13.9,5.6,13.2,42.8,1.6,4.6,35.2,1,1.3,79,3.1,1.8,1.1,0.2,1.4,1,0,11.51
78,Tim DuncanSA,2014-2015,C,77,28.9,13.9,5.4,10.6,51.2,0,0.1,28.6,3,4,74,9.1,3,0.8,2,1.7,33,1,22.69
79,Alec BurksUTAH,2014-2015,SG,27,33.3,13.9,4.5,11.1,40.3,1,2.5,38.2,3.9,4.8,82.2,4.2,3,0.6,0.2,1.9,2,0,13.07
80,Andre DrummondDET,2014-2015,C,82,30.5,13.8,6,11.7,51.4,0,0,0,1.7,4.5,38.9,13.5,0.7,0.9,1.9,1.5,48,0,21.5
81,Ryan AndersonNO,2014-2015,PF,61,27.5,13.7,4.8,12,39.9,2,5.9,34,2.1,2.5,85.4,4.8,0.9,0.5,0.3,1,3,0,15.69
82,Shabazz MuhammadMIN,2014-2015,F,38,22.8,13.5,5.1,10.4,48.9,0.5,1.3,39.2,2.7,3.8,71.7,4.1,1.2,0.5,0.2,0.9,1,0,19.99
83,Robert CovingtonPHI,2014-2015,PF,70,27.9,13.5,4.3,10.8,39.5,2.4,6.4,37.4,2.5,3.1,82,4.5,1.5,1.4,0.4,1.8,1,0,14.72
84,CJ MilesIND,2014-2015,G,70,26.3,13.5,4.7,11.8,39.8,2.2,6.4,34.5,1.9,2.3,80.7,3.1,1.1,0.9,0.4,1,1,0,14.18
85,Eric GordonNO,2014-2015,SG,61,33.1,13.4,4.7,11.4,41.1,2.3,5.2,44.8,1.8,2.2,80.5,2.6,3.8,0.8,0.2,2,1,0,12.76
86,Nick YoungLAL,2014-2015,G,42,23.8,13.4,4.1,11.3,36.6,2,5.4,36.9,3.1,3.5,89.2,2.3,1,0.5,0.3,1,0,0,14.27
87,Khris MiddletonMIL,2014-2015,SF,79,30.1,13.4,5.1,11,46.7,1.4,3.4,40.7,1.7,2,85.9,4.4,2.3,1.5,0.1,1.4,1,0,15.7
88,Jared SullingerBOS,2014-2015,C,58,27,13.3,5.4,12.2,43.9,0.9,3.2,28.3,1.7,2.2,74.4,7.6,2.3,0.8,0.7,1.3,12,0,17.93
89,Arron AfflaloPOR/DEN,2014-2015,G,78,32.1,13.3,4.8,11.3,42.4,1.5,4.3,35.4,2.1,2.5,84.3,3.2,1.7,0.5,0.1,1.5,0,0,10.7
90,Deron WilliamsBKN,2014-2015,PG,68,31.1,13,4.4,11.3,38.7,1.3,3.5,36.7,3,3.5,83.4,3.5,6.6,0.9,0.3,2.3,11,0,15.73
91,Trey BurkeUTAH,2014-2015,PG,76,30.1,12.8,4.9,13.2,36.8,1.6,5.1,31.8,1.4,1.9,75.2,2.7,4.3,0.9,0.2,1.6,3,0,12.64
92,Trevor ArizaHOU,2014-2015,SF,82,35.7,12.8,4.5,11.1,40.2,2.4,6.8,35,1.5,1.7,85.3,5.6,2.5,1.9,0.2,1.7,3,0,12.74
93,Kentavious Caldwell-PopeDET,2014-2015,SG,82,31.5,12.7,4.8,11.9,40.1,1.9,5.4,34.5,1.3,1.9,69.6,3.1,1.3,1.1,0.2,1.1,0,0,11.25
94,Giannis AntetokounmpoMIL,2014-2015,PF,81,31.4,12.7,4.7,9.6,49.1,0.1,0.5,15.9,3.2,4.3,74.1,6.7,2.6,0.9,1,2.1,10,0,14.89
95,Rodney StuckeyIND,2014-2015,PG,71,26.4,12.6,4.7,10.6,44,0.8,2,39,2.5,3,81.9,3.5,3.1,0.8,0.1,1.7,2,0,15.48
96,DeMarre CarrollATL,2014-2015,F,70,31.3,12.6,4.5,9.3,48.7,1.7,4.3,39.5,1.8,2.6,70.2,5.3,1.7,1.3,0.2,1.1,3,0,15.94
97,Kenneth FariedDEN,2014-2015,F,75,27.8,12.6,5,9.8,50.7,0,0.1,12.5,2.7,3.8,69.1,8.9,1.2,0.8,0.8,1.6,26,0,18.46
98,Nikola PekovicMIN,2014-2015,C,31,26.3,12.5,4.5,10.6,42.4,0,0,0,3.5,4.2,83.7,7.5,0.9,0.6,0.4,1.4,11,0,16.69
99,Danilo GallinariDEN,2014-2015,PF,59,24.2,12.4,3.9,9.6,40.1,1.8,5.1,35.5,2.9,3.2,89.5,3.7,1.4,0.8,0.3,1,0,0,16.81
100,Josh SmithDET/HOU,2014-2015,PF,83,27.7,12.4,5,11.9,41.9,0.9,2.7,31.6,1.5,3.1,49.8,6.4,3.3,1,1.4,2.5,15,0,14.92
101,Jabari ParkerMIL,2014-2015,PF,25,29.5,12.3,5.2,10.5,49,0.2,0.6,25,1.8,2.6,69.7,5.5,1.7,1.2,0.2,1.9,2,0,14.6
102,Marcin GortatWSH,2014-2015,C,82,29.9,12.2,5.4,9.5,56.6,0,0,0,1.5,2.1,70.3,8.7,1.2,0.6,1.3,1.2,22,0,18.28
103,Kyle KorverATL,2014-2015,G,75,32.2,12.1,3.9,8,48.7,2.9,6,49.2,1.4,1.6,89.8,4.1,2.6,0.7,0.6,1.4,1,0,14.8
104,Ben McLemoreSAC,2014-2015,SG,82,32.6,12.1,4.4,10.1,43.7,1.7,4.8,35.8,1.6,2,81.3,2.9,1.7,0.9,0.2,1.7,0,0,10.42
105,Gerald HendersonCHA,2014-2015,SG,80,28.9,12.1,4.6,10.6,43.7,0.6,1.7,33.1,2.3,2.7,84.8,3.4,2.6,0.6,0.3,1.4,2,0,13.29
106,JR SmithCLE/NY,2014-2015,G,70,29.7,12.1,4.5,10.8,41.7,2.3,6.1,38.3,0.8,1,75,3.1,2.8,1.2,0.3,1.4,0,0,13.63
107,Donatas MotiejunasHOU,2014-2015,PF,71,28.7,12,5,9.9,50.4,0.7,1.9,36.8,1.4,2.3,60.2,5.9,1.8,0.8,0.5,1.7,7,0,14.44
108,Jonas ValanciunasTOR,2014-2015,C,80,26.2,12,4.7,8.2,57.2,0,0,0,2.7,3.5,78.6,8.7,0.5,0.4,1.2,1.4,22,0,20.6
109,Evan FournierORL,2014-2015,SG,58,28.6,12,4.4,9.9,44,1.5,3.9,37.8,1.8,2.5,72.8,2.6,2.1,0.7,0,1.4,0,0,12.47
110,Jordan HillLAL,2014-2015,C,70,26.8,12,5.1,11.1,45.9,0,0.2,27.3,1.8,2.4,73.8,7.9,1.5,0.5,0.7,1.5,22,0,16.21
111,Jarrett JackBKN,2014-2015,G,80,28,12,4.5,10.2,43.9,0.5,1.8,26.7,2.5,2.8,88.1,3.1,4.7,0.9,0.2,2.4,5,0,14.64
112,Jabari BrownLAL,2014-2015,SG,19,29.9,11.9,3.7,8.9,41.2,1.2,3.3,37.1,3.4,4.5,75.3,1.9,2.1,0.6,0.1,1.7,0,0,11
113,Gerald GreenPHX,2014-2015,G,74,19.5,11.9,4.4,10.5,41.6,1.9,5.2,35.4,1.3,1.6,82.5,2.5,1.2,0.6,0.2,1.4,0,0,15.47
114,Jordan ClarksonLAL,2014-2015,PG,59,25,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,3.2,3.5,0.9,0.2,1.6,2,0,16.94
115,Paul PierceWSH,2014-2015,SF,73,26.2,11.9,4,9,44.7,1.6,4.2,38.9,2.2,2.9,78.1,4,2,0.6,0.3,1.3,2,0,15.23
116,Langston GallowayNY,2014-2015,SG,45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,4.2,3.3,1.2,0.3,1.4,0,0,12.36
117,Carlos BoozerLAL,2014-2015,PF,71,23.8,11.8,5.2,10.5,49.9,0,0,0,1.3,2.1,62.7,6.8,1.3,0.6,0.2,1.3,10,0,16.5
118,Hassan WhitesideMIA/MEM,2014-2015,C,48,23.8,11.8,5.1,8.1,62.8,0,0,0,1.6,3.3,50,10,0.1,0.6,2.6,1.2,22,1,26.26
118,Dion WaitersOKC/CLE,2014-2015,G,80,27.6,11.8,4.7,11.8,39.6,0.9,3.1,29.7,1.5,2.2,68,2.4,2,1.1,0.3,1.4,1,0,10.93
120,Terrence JonesHOU,2014-2015,PF,33,26.9,11.7,4.8,9.1,52.8,0.4,1.1,35.1,1.7,2.8,60.6,6.7,1.1,0.5,1.8,1.1,8,0,18.31
121,Danny GreenSA,2014-2015,SF,81,28.5,11.7,4,9.1,43.6,2.4,5.6,41.8,1.4,1.6,87.4,4.2,2,1.2,1.1,1.1,2,0,16.55
122,Draymond GreenGS,2014-2015,PF,79,31.5,11.7,4.3,9.7,44.3,1.4,4.2,33.7,1.7,2.5,66,8.2,3.7,1.6,1.3,1.7,18,1,16.43
123,David WestIND,2014-2015,F,66,28.7,11.7,4.9,10.4,47.1,0.1,0.3,20,1.8,2.4,73.9,6.8,3.4,0.7,0.7,1.8,7,0,16.06
124,Aaron BrooksCHI,2014-2015,G,82,23,11.6,4.2,10,42.1,1.5,3.8,38.7,1.8,2.1,83.3,2,3.2,0.7,0.2,1.9,1,0,14.49
125,DeAndre JordanLAC,2014-2015,C,82,34.4,11.5,4.6,6.5,71,0,0,25,2.3,5.7,39.7,15,0.7,1,2.2,1.3,47,0,21.05
126,Ersan IlyasovaMIL,2014-2015,PF,58,22.7,11.5,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,4.8,1,0.6,0.3,0.8,6,0,16.9
127,Amar'e StoudemireDAL/NY,2014-2015,C,59,21.1,11.5,4.6,8.3,55.7,0,0.1,0,2.3,3.2,72,5.6,0.8,0.5,0.6,1.3,4,0,20.4
128,Tim Hardaway Jr.NY,2014-2015,SF,70,24,11.5,4,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,2.2,1.8,0.3,0.2,1.2,0,0,12.12
129,Corey BrewerMIN/HOU,2014-2015,F,80,26.1,11.5,4.3,10.1,42.6,0.8,2.9,26.8,2.1,2.8,74.3,3.7,2.2,1.4,0.2,1.6,3,0,13.98
130,O.J. MayoMIL,2014-2015,SG,71,23.9,11.4,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2,82.7,2.6,2.8,0.8,0.3,1.8,0,0,13.6
131,Jeremy LinLAL,2014-2015,G,74,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,2.6,4.6,1.1,0.4,2.2,3,0,15.65
132,Jodie MeeksDET,2014-2015,G,60,24.4,11.1,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,1.7,1.3,1,0.1,1,0,0,14.18
133,Nene WSH,2014-2015,C,67,25.3,11,4.6,9,51.1,0,0.1,20,1.8,3,60.4,5.1,1.8,1,0.3,1.9,2,0,14.33
133,Vander BlueLAL,2014-2015,SG,2,37,11,4.5,15,30,1,5,20,1,2.5,40,4.5,4,1.5,0,3,0,0,4.04
135,Michael Kidd-GilchristCHA,2014-2015,F,55,28.9,10.9,4.1,8.8,46.5,0,0,0,2.7,3.9,70.1,7.6,1.4,0.5,0.7,1.1,12,0,15.14
136,Anthony MorrowOKC,2014-2015,SG,74,24.4,10.7,3.9,8.3,46.3,1.9,4.4,43.4,1.1,1.2,88.8,2.6,0.8,0.7,0.1,0.5,2,0,14.88
137,Brandon BassBOS,2014-2015,PF,82,23.5,10.6,4.2,8.3,50.4,0.1,0.4,28.1,2.1,2.6,79,4.9,1.3,0.5,0.4,1,5,0,16.39
138,Roy HibbertIND,2014-2015,C,76,25.3,10.6,4.2,9.3,44.6,0,0,0,2.2,2.7,82.4,7.1,1.1,0.2,1.6,1.4,18,0,15.47
139,Manu GinobiliSA,2014-2015,G,70,22.7,10.5,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,3,4.2,1,0.3,2.2,3,0,16.2
140,Marcus Morris Sr.PHX,2014-2015,SF,81,25.2,10.4,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,4.8,1.6,0.8,0.2,0.9,5,0,13.73
141,Marreese SpeightsGS,2014-2015,F,76,15.9,10.4,4.2,8.5,49.2,0.1,0.2,27.8,2,2.3,84.3,4.3,0.9,0.3,0.4,1.1,1,0,19.58
142,Alexey ShvedNY/PHI/HOU,2014-2015,PG,42,18.3,10.3,3.2,8,39.7,1.1,3.3,33.8,2.9,3.6,80.7,2.4,2.5,0.7,0.1,1.1,2,0,19.51
143,Taj GibsonCHI,2014-2015,F,62,27.3,10.3,4.1,8.2,50.2,0,0,0,2.1,3,71.7,6.4,1.1,0.6,1.2,1.2,8,0,16.1
144,Tyson ChandlerDAL,2014-2015,C,75,30.5,10.3,3.9,5.9,66.6,0,0,0,2.5,3.4,72,11.5,1.1,0.6,1.2,1.4,31,0,20.12
145,Ricky RubioMIN,2014-2015,PG,22,31.5,10.3,3.5,10,35.6,0.6,2.3,25.5,2.6,3.2,80.3,5.7,8.8,1.7,0,2.9,7,1,15.24
146,Kelly OlynykBOS,2014-2015,PF,64,22.3,10.3,3.9,8.3,47.5,1,2.7,34.9,1.5,2.1,68.4,4.7,1.7,1,0.6,1.5,3,0,15.93
147,Mario ChalmersMIA,2014-2015,G,80,29.6,10.2,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,2.6,3.8,1.5,0.1,2.2,4,0,11.76
148,Nikola MiroticCHI,2014-2015,F,82,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,4.9,1.2,0.7,0.7,1.1,8,0,17.93
