rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
32,Pau GasolLAL,2009-2010,PF,65,37,18.3,7,13,53.6,0,0.1,0,4.4,5.6,79,11.3,3.4,0.6,1.7,2.2,40,0,22.97
33,Paul PierceBOS,2009-2010,SF,71,34,18.3,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,4.4,3.1,1.2,0.4,2.3,1,0,18.24
34,Gerald WallaceCHA,2009-2010,SF,76,41,18.2,6,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,10,2.1,1.5,1.1,2.3,33,0,18.39
35,Richard HamiltonDET,2009-2010,SG,46,33.7,18.1,6.4,15.6,40.9,0.9,3,29.7,4.4,5.2,84.6,2.7,4.4,0.7,0.1,2.5,2,0,15
36,Jamal CrawfordATL,2009-2010,G,79,31.1,18,6.3,14,44.9,2.1,5.4,38.2,3.4,4,85.7,2.5,3,0.8,0.2,1.7,0,0,18.5
37,Tim DuncanSA,2009-2010,C,78,31.3,17.9,7.2,13.9,51.8,0,0.1,18.2,3.5,4.8,72.5,10.1,3.2,0.6,1.5,1.8,38,0,24.79
38,LaMarcus AldridgePOR,2009-2010,C,78,37.5,17.9,7.4,15,49.5,0.1,0.2,31.3,2.9,3.9,75.7,8,2.1,0.9,0.6,1.3,24,0,18.3
39,Al HarringtonNY,2009-2010,PF,72,30.5,17.7,6.2,14.3,43.5,1.9,5.7,34.2,3.3,4.4,75.7,5.6,1.5,0.9,0.4,1.8,6,0,16.82
40,Luol DengCHI,2009-2010,F,70,37.9,17.6,6.8,14.5,46.6,0.5,1.2,38.6,3.6,4.7,76.4,7.3,2,0.9,0.9,1.9,13,0,16.14
41,Stephen CurryGS,2009-2010,PG,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,4.5,5.9,1.9,0.2,3.1,12,1,16.31
42,O.J. MayoMEM,2009-2010,SG,82,38,17.5,6.6,14.4,45.8,1.7,4.3,38.3,2.6,3.2,80.9,3.8,3,1.2,0.2,2.1,0,0,14.61
43,Andrea BargnaniTOR,2009-2010,C,80,35,17.2,6.7,14.3,47,1.5,4.1,37.2,2.3,2.9,77.3,6.2,1.2,0.3,1.4,1.5,10,0,15.6
44,Al JeffersonMIN,2009-2010,C,76,32.4,17.1,7.4,14.8,49.8,0,0.1,0,2.4,3.5,68,9.3,1.8,0.8,1.3,1.8,35,0,19.03
45,Andre IguodalaPHI,2009-2010,F,82,38.9,17.1,6,13.7,44.3,1.1,3.7,31,3.8,5.2,73.3,6.5,5.8,1.7,0.7,2.7,11,0,17.82
46,Devin HarrisNJ,2009-2010,G,64,34.7,16.9,5.6,13.8,40.3,0.9,3.4,27.6,4.8,6,79.8,3.2,6.6,1.2,0.3,2.8,6,0,16.28
47,Eric GordonLAC,2009-2010,SG,62,36,16.9,5.7,12.6,44.9,1.9,5.2,37.1,3.6,4.8,74.2,2.6,3,1.1,0.2,2.3,0,0,14.15
48,Carl LandrySAC/HOU,2009-2010,PF,80,30.9,16.8,6.2,11.6,53.6,0,0,33.3,4.3,5.3,80.6,5.9,0.8,0.7,0.8,1.7,7,0,19.02
49,Rodney StuckeyDET,2009-2010,PG,73,34.2,16.6,6.2,15.2,40.5,0.2,1.1,22.8,4.1,4.9,83.3,3.8,4.8,1.4,0.2,2.2,5,0,15.62
50,Jason TerryDAL,2009-2010,G,77,33,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3,3.5,86.6,1.8,3.8,1.2,0.2,1.4,1,0,16.58
51,Vince CarterORL,2009-2010,G,75,30.8,16.6,5.8,13.5,42.8,1.6,4.3,36.7,3.4,4.1,84,3.9,3.1,0.7,0.2,1.4,1,0,17.11
52,Manu GinobiliSA,2009-2010,G,75,28.7,16.5,5.3,12,44.1,1.8,4.7,37.7,4.1,4.7,87,3.8,4.9,1.4,0.3,2.1,3,0,22.54
53,Steve NashPHX,2009-2010,PG,81,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,3.3,11,0.5,0.1,3.6,49,0,21.67
54,Ray AllenBOS,2009-2010,SG,80,35.2,16.3,5.8,12.2,47.7,1.8,5,36.3,2.9,3.2,91.3,3.2,2.6,0.8,0.3,1.6,0,0,15.22
55,Caron ButlerWSH/DAL,2009-2010,SF,74,37.6,16.3,6.1,14.2,42.8,0.6,2,29,3.6,4.3,83.8,6.2,2.1,1.6,0.3,2.2,9,0,13.77
56,Luis ScolaHOU,2009-2010,F,82,32.6,16.2,6.8,13.3,51.4,0,0.1,20,2.5,3.3,77.9,8.6,2.1,0.8,0.3,2,32,0,17.22
57,Russell WestbrookOKC,2009-2010,PG,82,34.3,16.1,5.9,14.1,41.8,0.3,1.3,22.1,4,5.1,78,4.9,8,1.3,0.4,3.3,24,1,17.9
58,Tony ParkerSA,2009-2010,G,56,30.9,16,6.2,12.8,48.7,0.2,0.6,29.4,3.3,4.4,75.6,2.4,5.7,0.5,0.1,2.7,3,0,16.49
59,Andrew BogutMIL,2009-2010,C,69,32.3,15.9,6.9,13.2,52,0,0,0,2.2,3.4,62.9,10.2,1.8,0.6,2.5,1.9,37,0,20.81
60,Mo WilliamsCLE,2009-2010,PG,69,34.2,15.8,5.5,12.4,44.2,2.3,5.4,42.9,2.6,2.9,89.4,3,5.3,1,0.3,2.5,5,0,16.18
61,Jason RichardsonPHX,2009-2010,SG,79,31.5,15.7,6,12.6,47.4,2,5.1,39.3,1.7,2.3,73.9,5.1,1.8,0.8,0.4,1.2,3,0,16.63
62,Josh SmithATL,2009-2010,PF,81,35.4,15.7,6.2,12.3,50.5,0,0.1,0,3.2,5.2,61.8,8.7,4.2,1.6,2.1,2.4,27,1,21.04
63,Brandon JenningsMIL,2009-2010,G,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,3.4,5.7,1.3,0.2,2.4,2,0,14.58
64,JR SmithDEN,2009-2010,G,75,27.7,15.4,5.7,13.8,41.4,2.1,6.2,33.8,1.9,2.7,70.6,3.1,2.4,1.3,0.3,1.9,0,0,15.15
65,John SalmonsCHI/MIL,2009-2010,SF,81,34.9,15.4,5.4,12.2,44.1,1.5,3.8,38.2,3.1,3.8,83,3.3,2.8,1.2,0.3,1.5,0,0,14.7
66,Wilson ChandlerNY,2009-2010,F,65,35.7,15.3,6.3,13.2,47.9,0.6,2.3,26.7,2,2.5,80.6,5.4,2.1,0.7,0.8,1.7,4,0,13.76
67,Baron DavisLAC,2009-2010,PG,75,33.6,15.3,5.5,13.5,40.6,1.1,3.9,27.7,3.2,3.9,82.1,3.5,8,1.7,0.6,2.8,18,1,17.47
68,Reggie WilliamsGS,2009-2010,SF,24,32.6,15.2,5.8,11.8,49.5,1.4,3.8,35.9,2.2,2.6,83.9,4.6,2.8,0.9,0.3,1.2,0,0,16.04
69,Jeff GreenOKC,2009-2010,PF,82,37.1,15.1,5.9,13,45.3,1.3,3.8,33.3,2,2.7,74,6,1.6,1.3,0.9,1.6,11,0,13.82
70,Danilo GallinariNY,2009-2010,PF,81,33.9,15.1,4.8,11.4,42.3,2.3,6,38.1,3.1,3.8,81.8,4.9,1.7,0.9,0.7,1.4,5,0,14.89
71,Andrew BynumLAL,2009-2010,C,65,30.4,15,6,10.6,57,0,0,0,3,4,73.9,8.3,1,0.5,1.4,1.8,21,0,20.26
72,Trevor ArizaHOU,2009-2010,SF,72,36.5,14.9,5.5,13.9,39.4,1.9,5.7,33.4,2.1,3.2,64.9,5.6,3.8,1.8,0.6,2.2,6,1,13.4
73,Michael BeasleyMIA,2009-2010,F,78,29.8,14.8,6,13.3,45,0.4,1.3,27.5,2.5,3.1,80,6.4,1.3,1,0.6,1.7,11,0,16.16
74,Marc GasolMEM,2009-2010,C,69,35.8,14.6,5.5,9.4,58.1,0,0,0,3.7,5.4,67,9.3,2.4,1,1.6,2,28,0,19.3
75,Troy MurphyIND,2009-2010,PF,72,32.6,14.6,5.3,11.3,47.2,1.8,4.6,38.4,2.1,2.7,79.8,10.2,2.1,1,0.5,1.4,39,0,18.07
76,Marcus ThorntonNO,2009-2010,SG,73,25.6,14.5,5.5,12.1,45.1,1.6,4.3,37.4,2,2.4,81.4,2.9,1.6,0.8,0.2,1,0,0,17.5
77,Kevin GarnettBOS,2009-2010,PF,69,29.9,14.3,5.8,11.2,52.1,0,0.1,20,2.7,3.2,83.7,7.3,2.7,1,0.8,1.5,10,0,19.51
78,Al HorfordATL,2009-2010,C,81,35.1,14.2,5.8,10.5,55.1,0,0,100,2.6,3.3,78.9,9.9,2.3,0.7,1.1,1.5,39,0,19.43
79,Andray BlatcheWSH,2009-2010,C,81,27.9,14.1,5.9,12.3,47.8,0.2,0.5,29.5,2.1,2.9,74.4,6.3,2.1,1,0.9,2.2,16,0,17.62
80,Rashard LewisORL,2009-2010,PF,72,32.9,14.1,4.9,11.2,43.5,2.3,5.9,39.7,2,2.5,80.6,4.4,1.5,1.1,0.4,1.5,4,0,14.03
81,Kevin LoveMIN,2009-2010,PF,60,28.6,14,4.9,10.8,45,0.6,1.8,33,3.8,4.6,81.5,11,2.3,0.7,0.4,2,36,0,20.72
82,Lou WilliamsPHI,2009-2010,SG,64,29.9,14,5,10.6,47,1.1,3.2,34,3,3.6,82.4,2.9,4.2,1.3,0.2,1.7,2,0,18.25
83,Andre MillerPOR,2009-2010,PG,82,30.5,14,4.9,11.1,44.5,0.2,1,20,3.9,4.8,82.1,3.2,5.4,1.1,0.1,2.1,9,0,18.18
84,Kelenna AzubuikeGS,2009-2010,SF,9,25.7,13.9,5.3,9.8,54.5,1.1,3,37,2.1,3.1,67.9,4.6,1.1,0.6,1,0.8,0,0,19.84
85,Nene DEN,2009-2010,C,82,33.6,13.8,5.1,8.7,58.7,0,0,0,3.6,5.1,70.4,7.6,2.5,1.4,1,1.5,14,0,18.95
86,Thaddeus YoungPHI,2009-2010,PF,67,32,13.8,5.7,12.1,47,0.7,2.1,34.8,1.7,2.5,69.1,5.2,1.4,1.2,0.2,1.9,6,0,14.08
87,Ben GordonDET,2009-2010,SG,62,27.9,13.8,4.7,11.3,41.6,1.2,3.8,32.1,3.2,3.7,86.1,1.9,2.7,0.8,0.1,1.9,0,0,14.09
88,Allen IversonMEM/PHI,2009-2010,SG,28,30.9,13.8,4.9,11.3,43,0.3,0.9,36,3.7,4.7,79.4,2.8,4,0.7,0.1,2.3,0,0,13.46
89,Rajon RondoBOS,2009-2010,PG,81,36.6,13.7,5.7,11.2,50.8,0.2,1,21.3,2.2,3.5,62.1,4.4,9.8,2.3,0.1,3,40,2,19.18
90,Jermaine O'NealMIA,2009-2010,C,70,28.4,13.6,5.6,10.6,52.9,0,0,0,2.3,3.2,72,6.9,1.3,0.4,1.4,1.8,14,0,17.92
91,Mehmet OkurUTAH,2009-2010,C,73,29.4,13.5,4.9,10.6,45.8,1.1,2.9,38.5,2.7,3.3,82,7.1,1.6,0.5,1.1,1.7,13,0,15.65
92,Jonny FlynnMIN,2009-2010,PG,81,28.9,13.5,4.9,11.8,41.7,1,2.7,35.8,2.8,3.3,82.6,2.4,4.4,1,0,2.9,0,0,13.06
93,Tayshaun PrinceDET,2009-2010,SF,49,34,13.5,5.8,11.8,48.6,0.6,1.5,37,1.4,2,71.4,5.1,3.3,0.7,0.4,1.2,2,0,16.06
94,Elton BrandPHI,2009-2010,PF,76,30.2,13.1,5.4,11.3,48,0,0,0,2.3,3.1,73.8,6.1,1.4,1.1,1.1,1.7,7,0,15.72
95,Anthony MorrowGS,2009-2010,SG,69,29.2,13,4.8,10.2,46.8,2,4.4,45.6,1.5,1.7,88.6,3.8,1.5,0.9,0.2,1.2,3,0,14.07
96,Corey BrewerMIN,2009-2010,F,82,30.3,13,5,11.6,43.1,1,2.9,34.6,2,3.1,64.8,3.4,2.4,1.4,0.4,2,1,0,12.15
97,Beno UdrihSAC,2009-2010,PG,79,31.4,12.9,5.3,10.6,49.3,0.9,2.5,37.7,1.5,1.8,83.7,2.8,4.7,1.1,0.1,1.7,6,1,15.76
98,Josh HowardWSH/DAL,2009-2010,SF,35,26.2,12.7,4.5,11.1,40.5,0.7,2.5,26.7,3.1,4,78.4,3.6,1.4,0.7,0.3,1.3,0,0,12.74
99,Peja StojakovicNO,2009-2010,SF,62,31.4,12.6,4.5,11.1,40.4,2.1,5.7,37.5,1.5,1.7,89.7,3.7,1.5,0.8,0.1,0.9,1,0,12.42
100,Jameer NelsonORL,2009-2010,G,65,28.6,12.6,4.9,10.9,44.9,1.3,3.5,38.1,1.5,1.8,84.5,3,5.4,0.7,0,2.1,4,0,15.55
101,Jason ThompsonSAC,2009-2010,PF,75,31.4,12.5,4.9,10.5,47.2,0,0.1,10,2.6,3.7,71.5,8.5,1.7,0.5,1,1.9,24,0,14.6
102,Courtney LeeNJ,2009-2010,G,71,33.5,12.5,4.8,10.9,43.6,1.1,3.2,33.8,1.9,2.2,86.9,3.5,1.7,1.3,0.3,1.1,0,0,12.88
103,Darren CollisonNO,2009-2010,PG,76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40,1.9,2.3,85.1,2.5,5.7,1,0.1,2.7,14,1,16.55
104,George HillSA,2009-2010,PG,78,29.2,12.4,4.5,9.5,47.8,1,2.4,39.9,2.3,3,77.2,2.6,2.9,0.9,0.3,1.3,1,0,14.7
105,Richard JeffersonSA,2009-2010,F,81,31.1,12.3,4.5,9.6,46.7,0.7,2.3,31.6,2.6,3.5,73.5,4.4,2,0.6,0.5,1.3,2,0,13.18
106,Raymond FeltonCHA,2009-2010,G,80,33,12.1,4.9,10.6,45.9,0.8,2,38.5,1.7,2.2,76.3,3.6,5.6,1.5,0.3,2.1,5,0,15.25
107,Shaquille O'NealCLE,2009-2010,C,53,23.4,12,4.9,8.7,56.6,0,0,0,2.1,4.3,49.6,6.7,1.5,0.3,1.2,2,7,0,17.92
108,Mike ConleyMEM,2009-2010,PG,80,32.1,12,4.6,10.4,44.5,1,2.7,38.7,1.7,2.3,74.3,2.4,5.3,1.4,0.2,2.1,4,0,13.9
109,Yi JianlianNJ,2009-2010,SF,52,31.8,12,4.4,10.8,40.3,0.3,0.8,36.6,3,3.7,79.8,7.2,0.9,0.7,1,1.5,9,0,12.32
110,Shawn MarionDAL,2009-2010,SG,75,31.8,12,5.3,10.4,50.8,0,0.3,15.8,1.4,1.9,75.5,6.4,1.4,0.9,0.8,1.3,6,0,14.79
111,Michael ReddMIL,2009-2010,SG,18,27.3,11.9,4.2,11.8,35.2,1,3.3,30,2.6,3.7,71.2,3,2.2,1.1,0.1,0.8,0,0,12.14
112,Rasual ButlerLAC,2009-2010,SF,82,33,11.9,4.3,10.6,40.9,1.8,5.3,33.6,1.5,1.8,84.1,2.9,1.4,0.4,0.8,1,0,0,10.71
113,Charlie VillanuevaDET,2009-2010,PF,78,23.7,11.9,4.7,10.6,43.9,1.3,3.6,35.1,1.4,1.7,81.5,4.7,0.7,0.6,0.7,0.9,2,0,16.09
114,Andrei KirilenkoUTAH,2009-2010,SF,58,29,11.9,4.2,8.3,50.6,0.4,1.5,29.2,3,4,74.4,4.6,2.7,1.4,1.2,1.4,1,0,18.25
115,Raja BellGS/CHA,2009-2010,SG,6,30,11.8,4.7,10.2,45.9,2,4.5,44.4,0.5,0.5,100,3.8,2.2,0.7,0.3,0.8,0,0,13.89
116,Anthony TolliverPOR/GS,2009-2010,PF,46,31,11.7,4.2,9.8,43,1.1,3.3,32.9,2.2,2.9,76.9,7,1.9,0.7,0.7,1,12,0,13.69
117,Earl BarronNY,2009-2010,C,7,33.1,11.7,4.3,9.7,44.1,0,0,0,3.1,4.1,75.9,11,1.1,0.6,0.6,1.6,2,0,14.71
118,Roy HibbertIND,2009-2010,C,81,25.1,11.7,4.8,9.7,49.5,0,0.1,50,2.1,2.8,75.4,5.7,2,0.4,1.6,1.8,10,0,16.3
119,Anthony RandolphGS,2009-2010,SF,33,22.7,11.6,4.2,9.4,44.3,0,0.2,20,3.3,4.1,80.1,6.5,1.3,0.8,1.5,1.5,5,0,18.71
120,Paul MillsapUTAH,2009-2010,PF,82,27.8,11.6,4.7,8.7,53.8,0,0.1,11.1,2.2,3.2,69.3,6.8,1.6,0.8,1.2,1.4,12,0,16.73
121,Kenyon MartinDEN,2009-2010,PF,58,34.2,11.5,4.9,10.7,45.6,0.1,0.5,27.6,1.6,2.9,55.7,9.4,1.9,1.2,1.1,1.6,23,0,13.48
122,Jarrett JackTOR,2009-2010,G,82,27.4,11.4,3.9,8.2,48.1,1,2.4,41.2,2.5,2.9,84.2,2.7,5,0.7,0.1,2,2,0,16.34
123,Hedo TurkogluTOR,2009-2010,SF,74,30.7,11.3,3.7,9.1,41,1.5,3.9,37.4,2.4,3.1,77.4,4.6,4.1,0.7,0.4,1.7,2,0,13.33
124,Boris DiawCHA,2009-2010,C,82,35.4,11.3,4.5,9.4,48.3,0.8,2.5,32,1.4,1.8,76.9,5.2,4,0.7,0.7,2.2,5,0,12.8
125,Grant HillPHX,2009-2010,SF,81,30,11.3,4.1,8.7,47.8,0.4,1,43.8,2.5,3.1,81.7,5.5,2.4,0.7,0.4,1.3,6,0,14.07
126,Channing FryePHX,2009-2010,F,81,27,11.2,3.9,8.7,45.1,2.1,4.8,43.9,1.2,1.5,81,5.3,1.4,0.8,0.9,0.9,4,0,15.09
127,Greg OdenPOR,2009-2010,C,21,23.9,11.1,4.4,7.2,60.5,0,0,0,2.3,3,76.6,8.5,0.9,0.4,2.3,1.9,5,0,23.14
128,Carlos DelfinoMIL,2009-2010,SG,75,30.4,11,4,9.8,40.8,1.8,4.9,36.7,1.2,1.6,78.2,5.3,2.7,1.1,0.3,1.6,4,0,12.92
129,Metta World PeaceLAL,2009-2010,SF,77,33.8,11,4,9.6,41.4,1.4,3.8,35.5,1.7,2.4,68.8,4.3,3,1.4,0.3,1.6,1,0,12.12
130,Ryan GomesMIN,2009-2010,SF,76,29.1,10.9,4.3,9.6,44.7,1,2.6,37.2,1.4,1.7,82.5,4.6,1.6,0.8,0.2,1.3,1,0,12.14
131,Drew GoodenLAC/WSH/DAL,2009-2010,PF,70,25.1,10.9,4.1,8.6,47.8,0,0.1,12.5,2.7,3.1,86.1,7.7,0.7,0.6,0.8,1.5,19,0,16.95
132,Kirk HinrichCHI,2009-2010,SG,74,33.5,10.9,4.2,10.2,40.9,1.4,3.8,37.1,1.1,1.5,75.2,3.5,4.5,1.1,0.3,1.5,1,0,11.61
133,Mike MillerWSH,2009-2010,SG,54,33.4,10.9,4,8,50.1,1.5,3.2,48,1.3,1.6,82.4,6.2,3.9,0.7,0.2,2.1,3,0,14
134,Lamar OdomLAL,2009-2010,PF,82,31.5,10.8,4.2,9,46.3,0.7,2.2,31.9,1.7,2.5,69.3,9.8,3.3,0.9,0.7,1.8,25,0,15.98
135,Joakim NoahCHI,2009-2010,C,64,30.1,10.7,4.1,8.1,50.4,0,0,0,2.5,3.4,74.4,11,2.1,0.5,1.6,1.8,28,0,17.96
136,Al ThorntonLAC/WSH,2009-2010,SF,75,27.7,10.7,4.3,9,47.3,0.1,0.4,35.5,2,2.8,72.5,3.9,1.2,0.6,0.5,1.4,3,0,11.84
137,Luke RidnourMIL,2009-2010,PG,82,21.5,10.4,4,8.4,47.8,0.8,2.2,38.1,1.5,1.7,90.7,1.7,4,0.7,0.1,1.3,3,0,17.81
138,Ersan IlyasovaMIL,2009-2010,PF,81,23.4,10.4,4,9,44.3,1,3,33.6,1.4,2,71.5,6.4,1,0.7,0.3,0.9,11,0,15.8
139,Emeka OkaforNO,2009-2010,C,82,28.9,10.4,4.2,8,53,0,0,0,1.9,3.3,56.2,9,0.7,0.7,1.5,1.4,27,0,16.53
140,Jason KiddDAL,2009-2010,PG,80,36,10.3,3.6,8.4,42.3,2.2,5.2,42.5,1,1.2,80.8,5.6,9.1,1.8,0.4,2.4,26,2,17.2
141,T.J. FordIND,2009-2010,PG,47,25.3,10.3,4,8.9,44.5,0.2,1.1,16,2.2,2.9,77,3.2,3.8,0.9,0.2,1.9,2,0,13.47
142,Omri CasspiSAC,2009-2010,F,77,25.1,10.3,3.9,8.7,44.6,1,2.6,36.9,1.5,2.3,67.2,4.5,1.2,0.7,0.2,1.3,4,0,13.04
143,Jose CalderonTOR,2009-2010,G,68,26.7,10.3,4,8.4,48.2,1,2.5,39.8,1.2,1.5,79.8,2.1,5.9,0.7,0.1,1.5,3,0,16.58
144,C.J. WatsonGS,2009-2010,PG,65,27.5,10.3,3.8,8.1,46.8,0.7,2.2,31,2,2.6,77.1,2.6,2.8,1.6,0.1,1.1,0,0,13.88
145,Dahntay JonesIND,2009-2010,SG,76,24.9,10.2,3.8,8.2,46.1,0.1,0.4,12.5,2.6,3.4,77,3,2,0.5,0.5,1.7,1,0,10.87
146,Kendrick PerkinsBOS,2009-2010,C,78,27.6,10.1,4,6.7,60.2,0,0,0,2.1,3.6,58.2,7.6,1,0.3,1.7,2.1,14,0,15.08
147,Nicolas BatumPOR,2009-2010,PF,37,24.8,10.1,3.8,7.2,51.9,1.5,3.6,40.9,1.2,1.4,84.3,3.8,1.2,0.6,0.7,0.7,1,0,17.31
148,Nate RobinsonBOS/NY,2009-2010,PG,56,19.9,10.1,3.8,8.8,43.6,1.6,4,39,0.9,1.2,74.6,2,2.9,0.9,0.1,1.3,0,0,16.41
149,Marvin WilliamsATL,2009-2010,F,81,30.5,10.1,3.7,8.2,45.5,0.5,1.6,30.3,2.2,2.7,81.9,5.1,1.1,0.8,0.6,0.9,3,0,13.08
150,Randy FoyeWSH,2009-2010,SG,70,23.8,10.1,3.7,8.8,41.4,0.9,2.6,34.6,1.8,2.1,89,1.9,3.3,0.5,0.1,1.3,2,0,13.23
