rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
151,Spencer HawesSAC,2009-2010,PF,72,26.4,10,4.3,9.3,46.8,0.4,1.2,29.9,1,1.5,68.9,6.1,2.2,0.4,1.2,1.8,9,0,13.82
152,Will BynumDET,2009-2010,PG,63,26.5,10,3.8,8.5,44.4,0.2,0.9,21.8,2.3,2.8,79.8,2.3,4.5,0.9,0.1,1.8,1,0,13.8
153,Ronald MurrayCHI/CHA,2009-2010,SG,75,22.3,9.9,3.6,9.1,39.2,0.9,2.9,31.2,1.9,2.6,72.7,2.4,1.8,0.6,0.2,1.2,0,0,11.71
154,Mike DunleavyIND,2009-2010,SG,67,22.2,9.9,3.4,8.3,41,1.1,3.5,31.8,2,2.4,84.2,3.5,1.5,0.6,0.2,1.1,0,0,13.14
155,James HardenOKC,2009-2010,SG,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,3.2,1.8,1.1,0.3,1.4,0,0,14.05
156,Udonis HaslemMIA,2009-2010,PF,78,27.9,9.9,4,8.1,49.4,0,0,0,1.9,2.5,76.2,8.1,0.7,0.4,0.3,1,21,0,14.62
157,CJ MilesUTAH,2009-2010,G,63,23.8,9.9,3.8,8.9,42.9,1.2,3.4,34.1,1,1.5,69.5,2.7,1.7,0.9,0.3,1.3,0,0,10.84
158,Chris Douglas-RobertsNJ,2009-2010,SG,67,25.8,9.8,3.8,8.6,44.5,0.2,0.8,25.9,2,2.3,84.7,3,1.4,0.8,0.3,1.4,2,0,11.52
159,Hakim WarrickMIL/CHI,2009-2010,PF,76,20.5,9.6,3.5,7.2,48.2,0,0.1,14.3,2.7,3.6,73.7,4.1,0.7,0.3,0.2,1.1,3,0,15.7
160,JJ RedickORL,2009-2010,SG,82,22,9.6,3,6.7,43.9,1.4,3.3,40.5,2.3,2.7,86,1.9,1.9,0.3,0,0.8,0,0,15.03
161,Leandro BarbosaPHX,2009-2010,G,44,17.9,9.5,3.5,8.3,42.5,1,3.1,32.4,1.5,1.7,87.7,1.6,1.5,0.5,0.3,1,0,0,14.05
162,Brandon RushIND,2009-2010,F,82,30.4,9.4,3.6,8.6,42.3,1.5,3.7,41.1,0.7,1.1,62.9,4.2,1.4,0.7,0.8,1.1,4,0,9.65
163,Tyrus ThomasCHI/CHA,2009-2010,PF,54,22.6,9.4,3.6,7.8,46.2,0,0.1,0,2.2,3.2,68.6,6.2,1,1.2,1.6,1.7,3,0,16.81
164,Henry WalkerBOS/NY,2009-2010,SF,35,21.9,9.4,3.4,6.6,51.7,1.4,3.3,43.1,1.1,1.4,79.6,2.5,1.1,0.7,0.1,0.8,0,0,14.64
165,Wesley MatthewsUTAH,2009-2010,SG,82,24.7,9.4,3.3,6.9,48.3,0.8,2,38.2,2,2.4,82.9,2.3,1.5,0.8,0.2,1.1,0,0,12.35
166,Martell WebsterPOR,2009-2010,SF,82,24.5,9.4,3.2,7.8,40.5,1.5,4,37.3,1.5,1.9,81.3,3.3,0.8,0.5,0.5,0.7,2,0,12.58
167,Jonas JerebkoDET,2009-2010,F,80,27.9,9.3,3.6,7.5,48.1,0.5,1.4,31.3,1.6,2.2,71,6,0.7,1,0.4,1,7,0,13.99
168,Brendan HaywoodWSH/DAL,2009-2010,C,77,30.6,9.1,3.6,6.4,56.2,0,0,0,2,3.2,62,9.3,0.6,0.3,2.1,1.3,19,0,16.17
169,Larry HughesSAC/NY/CHA,2009-2010,SG,45,24.8,9.1,3,8.6,35.5,1,3.1,30.9,2.1,2.5,83.2,3.2,3,1.2,0.3,1.7,2,0,12.01
170,Mike BibbyATL,2009-2010,PG,80,27.4,9.1,3.4,8.1,41.6,1.6,4.1,38.9,0.9,1,86.1,2.3,3.9,0.8,0,1.1,0,0,12.77
171,Kyle LowryHOU,2009-2010,PG,68,24.3,9.1,2.7,6.8,39.7,0.5,2,27.2,3.2,3.8,82.7,3.6,4.5,0.9,0.1,1.7,2,0,15.53
172,Travis OutlawPOR/LAC,2009-2010,SF,34,21.5,9.1,3.2,8.3,39.1,1.2,3.1,38.1,1.4,1.7,83.1,3.6,1,0.5,0.5,0.9,1,0,13.34
173,Rasheed WallaceBOS,2009-2010,PF,79,22.5,9,3.4,8.2,40.9,1,3.7,28.3,1.2,1.6,76.8,4.1,1,1,0.9,0.8,0,0,13.18
174,Taj GibsonCHI,2009-2010,F,82,26.9,9,3.8,7.7,49.4,0,0,0,1.4,2.1,64.6,7.5,0.9,0.6,1.3,1.4,18,0,13.82
175,Quentin RichardsonMIA,2009-2010,SF,76,27.4,8.9,3.2,7.4,43.1,1.9,4.7,39.7,0.7,0.9,73.2,4.9,1.2,0.9,0.2,0.8,5,0,12.91
176,Chase BudingerHOU,2009-2010,SF,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77,3,1.2,0.5,0.1,0.6,2,0,14.15
177,Matt BarnesORL,2009-2010,SF,81,25.9,8.8,3.3,6.9,48.7,0.8,2.6,31.9,1.3,1.8,74,5.5,1.7,0.7,0.4,1.4,5,0,13.66
178,Arron AfflaloDEN,2009-2010,G,82,27.2,8.8,3.3,7.1,46.5,1.3,3,43.4,0.9,1.2,73.5,3.1,1.7,0.6,0.4,0.9,1,0,10.87
179,Ronnie BrewerUTAH/MEM,2009-2010,SF,58,30,8.8,3.6,7.4,48.7,0.1,0.5,25.8,1.5,2.3,63.9,3.2,2.7,1.6,0.3,0.9,1,0,12.55
180,Delonte WestCLE,2009-2010,SG,60,25,8.8,3.2,7.3,44.5,0.4,1.3,32.5,1.9,2.4,81,2.8,3.3,0.9,0.5,1.5,1,0,13.86
181,Brad MillerCHI,2009-2010,C,82,23.8,8.8,3,7.1,43,0.5,1.6,28,2.2,2.7,82.7,4.9,1.9,0.5,0.4,1.3,7,0,12.96
182,Willie GreenPHI,2009-2010,SG,73,21.3,8.7,3.4,7.4,45.7,0.6,1.9,34.6,1.3,1.6,83.3,1.8,2.1,0.4,0.2,0.9,0,0,12.86
183,Mickael PietrusORL,2009-2010,SF,75,22.5,8.7,3.1,7.2,43.2,1.5,4.1,37.9,0.9,1.5,63.3,2.9,0.7,0.7,0.4,0.9,1,0,11.96
184,Nick YoungWSH,2009-2010,G,74,19.2,8.6,3.1,7.5,41.8,0.9,2.3,40.6,1.4,1.8,80,1.4,0.6,0.4,0.1,0.8,0,0,10.71
185,DeMar DeRozanTOR,2009-2010,SF,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,2.9,0.7,0.6,0.2,0.8,0,0,12.58
186,Toney DouglasNY,2009-2010,PG,56,19.4,8.6,3.2,7,45.8,1.2,3.1,38.9,1,1.2,80.9,1.9,2,0.8,0.1,1,0,0,14.95
187,Marreese SpeightsPHI,2009-2010,F,62,16.4,8.6,3.4,7.2,47.7,0,0.1,0,1.7,2.3,74.5,4.1,0.6,0.5,0.5,0.8,3,0,17.63
188,Anderson VarejaoCLE,2009-2010,C,76,28.5,8.6,3.5,6.1,57.2,0,0.1,20,1.5,2.3,66.3,7.6,1.1,0.9,0.9,0.9,11,0,15.87
189,Jerry StackhouseMIL,2009-2010,SF,42,20.4,8.5,3.1,7.5,40.8,1.1,3.1,34.6,1.3,1.6,79.7,2.4,1.7,0.5,0.2,1.6,0,0,11.14
190,Jerryd BaylessPOR,2009-2010,G,74,17.6,8.5,2.7,6.5,41.4,0.4,1.2,31.5,2.7,3.3,83.1,1.6,2.3,0.4,0.1,1.3,0,0,14.38
191,Donte GreeneSAC,2009-2010,SF,76,21.4,8.5,3.2,7.3,44.1,0.9,2.4,37.7,1.2,1.8,64.3,3.1,0.9,0.5,0.7,1.2,1,0,11.67
192,JJ HicksonCLE,2009-2010,C,81,20.9,8.5,3.6,6.4,55.4,0,0,0,1.4,2,68.1,4.9,0.5,0.4,0.5,1.1,4,0,15.26
193,Tyler HansbroughIND,2009-2010,PF,29,17.6,8.5,2.8,7.8,36,0,0.1,0,2.9,3.9,74.3,4.8,1,0.6,0.3,0.7,3,0,14.62
194,Andres NocioniSAC,2009-2010,SF,75,19.7,8.5,3.1,7.8,39.9,1.3,3.3,38.6,0.9,1.3,71.7,3,1,0.4,0.3,0.9,0,0,11.17
195,Robin LopezPHX,2009-2010,C,51,19.3,8.4,3.4,5.7,58.8,0,0,0,1.7,2.5,70.4,4.9,0.1,0.2,1,0.8,4,0,17.66
196,Terrence WilliamsNJ,2009-2010,SG,78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31,1.3,1.8,71.5,4.5,2.9,0.6,0.1,1.6,8,1,11.58
197,Nenad KrsticOKC,2009-2010,C,76,22.9,8.4,3.7,7.4,50.2,0,0.1,20,1,1.4,71.7,5,0.7,0.4,0.6,0.8,3,0,13.77
198,Ty LawsonDEN,2009-2010,G,65,20.2,8.3,3.1,6,51.5,0.5,1.3,41,1.6,2.2,75.7,1.9,3.1,0.7,0,1.3,0,0,16.51
199,Jared DudleyPHX,2009-2010,SF,82,24.3,8.2,2.7,6,45.9,1.5,3.2,45.8,1.3,1.7,75.4,3.4,1.4,1,0.2,0.8,2,0,13.6
199,Ramon SessionsMIN,2009-2010,G,82,21.1,8.2,3.1,6.8,45.6,0,0.2,6.7,2,2.8,71.7,2.6,3.1,0.7,0.1,1.7,1,0,12.95
201,Rafer AlstonMIA/NJ,2009-2010,PG,52,27.3,8.2,3,8.6,34.8,1.1,3.2,34.5,1.1,1.6,72.8,2.5,3.4,1,0.2,1.8,1,1,8.26
202,Tracy McGradyNY/HOU,2009-2010,SG,30,22.4,8.2,3,7.8,38.7,0.5,2.1,25,1.6,2.1,74.6,3.1,3.3,0.5,0.5,1.5,0,0,12.22
203,Samuel DalembertPHI,2009-2010,C,82,25.9,8.1,3.5,6.4,54.5,0,0,0,1.2,1.6,72.9,9.6,0.8,0.5,1.8,1.5,22,0,16.84
203,Shannon BrownLAL,2009-2010,PG,82,20.7,8.1,3.1,7.2,42.7,0.8,2.3,32.8,1.2,1.5,81.8,2.2,1.3,0.7,0.4,0.8,1,0,12.41
205,Rudy FernandezPOR,2009-2010,SG,62,23.2,8.1,2.6,6.8,37.8,1.6,4.3,36.8,1.4,1.6,86.7,2.6,2,1,0.2,1.2,0,0,13.1
206,Francisco GarciaSAC,2009-2010,SG,25,23,8.1,3.3,7,46.6,0.9,2.4,39,0.6,0.7,88.2,2.6,1.8,0.4,0.8,0.8,0,0,12.42
207,Jrue HolidayPHI,2009-2010,PG,73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,2.6,3.8,1.1,0.2,2.1,2,0,12.36
208,Devin BrownNO/CHI,2009-2010,SG,50,21.2,8,2.7,7.2,37.7,1.2,3.3,35.4,1.4,1.7,80.2,2.5,1.3,0.7,0.1,1.2,0,0,10.06
209,Shane BattierHOU,2009-2010,SF,67,32.4,8,2.7,6.7,39.8,1.5,4.2,36.2,1.1,1.6,72.6,4.7,2.4,0.8,1.1,1,4,0,11.14
210,Goran DragicPHX,2009-2010,PG,80,18,7.9,2.8,6.1,45.2,0.9,2.4,39.4,1.5,2,73.6,2.1,3,0.6,0.1,1.6,1,0,14.87
211,Nazr MohammedCHA,2009-2010,C,58,17,7.9,3.3,5.9,55.3,0,0,0,1.4,2.2,64.8,5.2,0.5,0.3,0.7,0.9,4,0,19.64
212,Earl WatsonIND,2009-2010,PG,79,29.4,7.8,2.8,6.6,42.6,0.7,2.3,28.8,1.5,2.1,71,3,5.1,1.3,0.2,2.2,2,0,10.88
213,Cartier MartinWSH/GS,2009-2010,PF,18,21.7,7.8,2.8,7.6,36.8,0.9,2.7,34.7,1.3,1.7,80,3.8,0.9,0.6,0.1,1.1,0,0,9.05
214,Craig SmithLAC,2009-2010,PF,75,16.4,7.8,3,5.3,56.9,0,0.1,20,1.8,2.8,63.5,3.8,1.1,0.4,0.3,1.2,1,0,16.99
215,DeJuan BlairSA,2009-2010,C,82,18.2,7.8,3.4,6,55.6,0,0,0,1.1,2,54.7,6.4,0.8,0.6,0.5,1.4,8,0,17.79
216,Jarvis HayesNJ,2009-2010,SF,45,23,7.8,3.1,7.3,42.1,1.3,4,33.5,0.3,0.4,77.8,2.4,0.9,0.6,0.2,0.6,0,0,9.75
217,Ryan AndersonORL,2009-2010,PF,63,14.5,7.7,2.7,6.2,43.6,1.2,3.3,37,1.1,1.3,86.6,3.2,0.6,0.4,0.2,0.9,1,0,18.15
218,J.J. BareaDAL,2009-2010,G,78,19.8,7.6,3,6.8,44,0.7,2,35.7,1,1.2,84.4,1.9,3.3,0.4,0.1,1.3,0,0,12.84
219,Luther HeadIND,2009-2010,PG,47,17.3,7.6,2.9,6.6,43.7,0.8,2.2,35.2,1,1.2,82.8,1.7,1.5,0.4,0.2,1.1,0,0,11.55
220,Marcus CambyPOR/LAC,2009-2010,C,74,31.3,7.5,3.2,6.8,47.5,0,0.1,28.6,1.1,1.6,63.9,11.8,2.5,1.3,2,1.2,17,0,17.91
221,Sonny WeemsTOR,2009-2010,SG,69,19.8,7.5,3.4,6.6,51.5,0,0.2,13.3,0.6,0.9,68.8,2.8,1.5,0.6,0.4,0.9,1,0,12.92
222,Derek FisherLAL,2009-2010,PG,82,27.2,7.5,2.6,6.8,38,1,2.7,34.8,1.4,1.6,85.6,2.1,2.5,1.1,0.1,1,0,0,9.29
222,Tim ThomasDAL,2009-2010,PF,18,15.8,7.5,2.7,5.9,46.2,0.9,2.4,37.2,1.2,1.3,87.5,2.3,0.8,0.6,0.1,0.8,0,0,15.13
224,Sam YoungMEM,2009-2010,SF,80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,2.5,0.7,0.4,0.3,1.2,0,0,13.02
225,Zydrunas IlgauskasCLE/WSH,2009-2010,C,64,20.9,7.4,3,6.8,44.3,0.2,0.4,47.8,1.2,1.6,74.3,5.4,0.8,0.2,0.8,1,0,0,11.99
226,Chris DuhonNY,2009-2010,PG,67,30.9,7.4,2.5,6.7,37.3,1.3,3.9,34.9,1,1.4,71.6,2.7,5.6,0.9,0,1.6,2,0,10.72
227,Alonzo GeeSA/WSH,2009-2010,SF,11,16.5,7.4,2.5,5.4,47.5,0.6,0.8,77.8,1.6,2.6,62.1,3,0.6,0.6,0.1,0.9,1,0,16.24
228,Anthony ParkerCLE,2009-2010,SG,81,28.3,7.3,2.5,5.9,43.4,1.3,3.2,41.4,0.9,1.2,78.9,2.9,1.9,0.8,0.2,0.9,0,0,9.95
229,Steve BlakePOR/LAC,2009-2010,PG,80,27,7.3,2.7,6.5,41.6,1.5,3.7,39.5,0.5,0.6,75,2.3,4.8,0.7,0.1,1.6,4,1,11.61
230,A.J. PriceIND,2009-2010,PG,56,15.4,7.3,2.6,6.3,41,1.1,3.1,34.5,1.1,1.3,80,1.6,1.9,0.6,0.1,1.1,0,0,14.06
231,Darius SongailaNO,2009-2010,PF,75,18.8,7.2,3.2,6.5,49.4,0,0.1,16.7,0.8,1,81.1,3.1,0.9,0.8,0.2,1.1,0,0,11.63
232,Jordan FarmarLAL,2009-2010,PG,82,18,7.2,2.7,6.3,43.5,1,2.8,37.6,0.7,1,67.1,1.6,1.5,0.6,0.1,0.9,0,0,12.34
233,Kyle KorverUTAH,2009-2010,G,52,18.3,7.2,2.7,5.4,49.3,1.1,2.1,53.6,0.8,0.9,79.6,2.1,1.7,0.5,0.2,0.8,0,0,13.99
234,Mario ChalmersMIA,2009-2010,G,73,24.8,7.1,2.5,6.2,40.1,1,3.2,31.8,1.1,1.5,74.5,1.8,3.4,1.2,0.2,1.7,0,0,10.74
235,Morris PetersonNO,2009-2010,SG,46,21.2,7.1,2.5,6.5,38.5,1.3,3.7,36.3,0.7,1.2,61.1,2.7,0.9,0.5,0.1,0.6,1,0,9.39
236,Marco BelinelliTOR,2009-2010,G,66,17,7.1,2.3,5.7,40.6,0.9,2.4,38,1.5,1.8,83.5,1.4,1.3,0.6,0.1,0.9,0,0,12.61
237,Rodrigue BeauboisDAL,2009-2010,PG,56,12.5,7.1,2.8,5.3,51.8,0.8,2,40.9,0.8,0.9,80.8,1.4,1.3,0.5,0.2,1,0,0,18.59
238,Dorell WrightMIA,2009-2010,SF,72,20.8,7.1,2.7,5.8,46.3,0.8,2.2,38.9,0.8,1,88.4,3.3,1.3,0.7,0.4,0.7,0,0,14.56
239,Kris HumphriesDAL/NJ,2009-2010,PF,69,17.7,7.1,2.6,5.9,44.1,0,0,0,1.8,2.8,66.8,5.5,0.5,0.5,0.7,1,4,0,15.1
240,Matt BonnerSA,2009-2010,C,65,17.9,7,2.6,5.7,44.6,1.4,3.6,39,0.5,0.7,72.9,3.3,1,0.5,0.4,0.6,1,0,14.94
241,Oliver LafayetteBOS,2009-2010,G,1,22,7,3,6,50,1,2,50,0,0,0,4,2,0,0,1,0,0,12.89
242,Eddie HouseBOS/NY,2009-2010,SG,68,17.9,7,2.5,6.7,38,1.2,3.3,34.8,0.7,0.8,92.3,1.6,1.3,0.6,0.1,0.7,0,0,10.58
243,Shaun LivingstonOKC/WSH,2009-2010,G,36,22.1,6.9,2.9,5.6,51.7,0,0.2,0,1.2,1.3,87.5,2.2,3.6,0.5,0.3,1.6,0,0,12.84
244,Keyon DoolingNJ,2009-2010,PG,53,18.3,6.9,2.4,6.1,39.8,1.1,3,37.6,0.9,1.2,77,1,2.5,0.6,0,1.1,0,0,11.6
245,Jason MaxiellDET,2009-2010,PF,76,20.4,6.8,2.8,5.5,51.1,0,0,0,1.2,2,57.4,5.3,0.5,0.5,0.5,0.9,7,0,14.07
246,Darko MilicicMIN/NY,2009-2010,C,32,21.4,6.7,3.1,6.4,49,0,0,0,0.5,0.9,53.6,4.7,1.5,0.7,1.1,1.1,2,0,12.89
247,Wayne EllingtonMIN,2009-2010,SG,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,2.1,1,0.3,0.1,1,0,0,9.68
248,Sergio RodriguezSAC/NY,2009-2010,PG,66,15.9,6.6,2.5,5.3,47.6,0.5,1.4,35.2,1,1.4,73.1,1.3,3.2,0.8,0.1,1.7,0,0,14.85
249,Earl BoykinsWSH,2009-2010,PG,67,16.7,6.6,2.6,6,42.7,0.3,0.9,31.7,1.1,1.3,86.5,1.1,2.6,0.4,0,1,0,0,12.98
250,Tyson ChandlerCHA,2009-2010,C,51,22.8,6.5,2.1,3.7,57.4,0,0,0,2.3,3.1,73.2,6.3,0.3,0.3,1.1,1.8,5,0,12.58
251,Antoine WrightTOR,2009-2010,SF,67,20.8,6.5,2.4,6,40.6,0.9,2.6,33.5,0.8,1.1,68.8,2.8,1.1,0.4,0.2,0.9,0,0,8.63
252,Charlie BellMIL,2009-2010,SG,71,22.7,6.5,2.4,6.2,38.1,1,2.8,36.5,0.7,0.9,71.6,1.9,1.5,0.5,0.2,0.8,0,0,7.92
253,JaVale McGeeWSH,2009-2010,C,60,16.1,6.4,2.6,5.1,50.8,0,0,0,1.2,1.9,63.8,4.1,0.2,0.3,1.7,0.9,6,0,17.04
254,D.J. AugustinCHA,2009-2010,G,80,18.4,6.4,2.1,5.4,38.6,0.9,2.2,39.3,1.3,1.6,77.9,1.2,2.4,0.6,0.1,0.9,0,0,11.19
255,Roger Mason Jr.SA,2009-2010,SG,79,19.2,6.3,2.4,6.3,38.9,1.1,3.3,33.3,0.3,0.4,79.4,2.1,1.7,0.4,0.2,0.7,0,0,9.7
256,Daniel GibsonCLE,2009-2010,SG,56,19.1,6.3,2.2,4.8,46.6,1.3,2.7,47.7,0.6,0.9,69.4,1.3,1.3,0.4,0.1,0.6,0,0,11.31
257,Serge IbakaOKC,2009-2010,F,73,18.1,6.3,2.8,5.1,54.3,0,0,50,0.8,1.3,63,5.4,0.1,0.3,1.3,0.9,4,0,15.28
258,Glen DavisBOS,2009-2010,PF,54,17.3,6.3,2.3,5.2,43.7,0,0.1,0,1.8,2.6,69.6,3.8,0.6,0.4,0.3,1,0,0,11.59
259,Vladimir RadmanovicGS/CHA,2009-2010,SF,41,21.7,6.2,2.5,6.7,37.7,0.7,2.6,27.8,0.5,0.7,74.1,4.3,1.1,0.7,0.2,1.1,1,0,7.94
260,Amir JohnsonTOR,2009-2010,F,82,17.7,6.2,2.5,4.1,62.3,0,0,0,1.2,1.8,63.8,4.8,0.6,0.5,0.8,0.8,2,0,16.69
261,Luc Mbah a MouteMIL,2009-2010,F,73,25.6,6.2,2.4,5.1,48,0.1,0.2,35.3,1.3,1.8,69.9,5.5,1.1,0.8,0.5,1,4,0,11.87
262,Ryan HollinsMIN,2009-2010,C,73,16.8,6.1,2.3,4.2,55.8,0,0,0,1.5,2.2,69,2.8,0.7,0.3,0.5,1.3,0,0,11.08
263,Tony AllenBOS,2009-2010,SG,54,16.5,6.1,2.4,4.7,51,0,0.1,0,1.3,2.2,60.5,2.7,1.3,1.1,0.4,1.2,1,0,14.23
264,Carlos ArroyoMIA,2009-2010,PG,72,22,6.1,2.5,5.2,47.5,0.1,0.3,28,1.1,1.3,84.4,1.8,3.1,0.5,0.1,0.8,1,0,12.38
265,Jason WilliamsORL,2009-2010,PG,82,20.8,6,2.3,5.2,44.4,1,2.7,38,0.4,0.5,75.6,1.5,3.6,0.6,0,1.1,1,0,12.92
266,Juwan HowardPOR,2009-2010,PF,73,22.4,6,2.6,5.1,50.9,0,0,0,0.8,1,78.6,4.6,0.8,0.4,0.1,1,2,0,9.99
267,Erick DampierDAL,2009-2010,C,55,23.3,6,2.4,3.9,62.4,0,0.1,33.3,1.1,1.8,60.4,7.3,0.6,0.3,1.4,1.1,7,0,14.05
268,Thabo SefoloshaOKC,2009-2010,F,82,28.6,6,2.4,5.4,44,0.5,1.6,31.3,0.7,1.1,67.4,4.7,1.8,1.2,0.6,1.1,3,0,9.81
269,Chris AndersenDEN,2009-2010,PF,76,22.3,5.9,1.9,3.3,56.6,0,0,0,2.2,3.1,69.5,6.4,0.4,0.6,1.9,0.8,4,0,15.88
270,Nick CollisonOKC,2009-2010,F,75,20.8,5.9,2.4,4.1,58.9,0,0.1,25,1,1.4,69.2,5.1,0.5,0.5,0.6,0.8,2,0,13.14
271,David AndersenHOU,2009-2010,C,63,14.1,5.8,2.3,5.4,43.2,0.4,1.2,34.6,0.7,1.1,68.7,3.3,0.7,0.2,0.2,0.6,0,0,12.11
272,Brandon BassORL,2009-2010,PF,50,13,5.8,2.4,4.7,51.1,0,0,0,1,1.3,82.5,2.5,0.4,0.2,0.5,0.6,0,0,16.54
273,Antonio McDyessSA,2009-2010,PF,77,21,5.8,2.7,5.6,47.9,0,0,0,0.5,0.7,63.2,5.9,1.1,0.6,0.4,1,3,0,12.29
274,Maurice EvansATL,2009-2010,SG,79,16.7,5.7,2.2,5,44.5,0.7,2.1,33.7,0.6,0.8,75.4,1.9,0.6,0.4,0.2,0.3,0,0,12.21
275,Jason KaponoPHI,2009-2010,SG,57,17.1,5.7,2.2,5.3,41.9,1.1,3,36.8,0.2,0.3,60,1.2,0.7,0.4,0.1,0.6,0,0,8.44
276,Marquis DanielsBOS,2009-2010,SG,51,18.4,5.6,2.4,4.9,49.8,0.1,0.5,21.4,0.7,1.1,60.7,1.9,1.3,0.5,0.1,0.8,0,0,9.64
277,Damien WilkinsMIN,2009-2010,SG,80,19.8,5.6,2.1,4.8,43.3,0.2,0.8,29.5,1.3,1.6,79.8,3.1,1.7,0.8,0.3,1,3,0,11.49
278,Ben WallaceDET,2009-2010,PF,69,28.6,5.5,2.3,4.2,54.1,0,0,0,0.9,2.3,40.6,8.7,1.5,1.2,1.2,0.9,4,0,15.84
279,Jannero PargoCHI,2009-2010,PG,63,13.2,5.5,2.1,6,34.6,0.6,2.2,27.5,0.7,0.7,93.3,1.2,1.4,0.5,0,0.8,0,0,8.92
280,Devean GeorgeGS,2009-2010,SF,45,16.9,5.4,2,4.6,43.2,1.1,2.7,39,0.4,0.5,69.6,2.5,0.7,0.9,0.2,0.3,0,0,11.59
281,Jared JeffriesNY/HOU,2009-2010,PF,70,25.6,5.3,2,4.5,43.9,0.3,1,29.6,1.1,1.7,62.5,4.1,1.4,0.9,1,1.1,2,0,9.78
282,Bobby SimmonsNJ,2009-2010,SF,23,17.2,5.3,1.8,5.1,35.9,0.9,2.7,31.7,0.8,0.9,90,2.7,0.7,0.7,0.1,0.8,0,0,8.04
283,Jordan HillNY/HOU,2009-2010,C,47,13.3,5.2,2.1,4.3,49.3,0,0,0,1,1.4,67.6,3.7,0.4,0.3,0.4,0.6,0,0,15.06
284,James PoseyNO,2009-2010,SF,77,22.5,5.2,1.6,4.5,36.5,1.1,3.1,33.5,0.9,1,82.5,4.3,1.5,0.5,0.2,0.7,0,0,8.74
285,Austin DayeDET,2009-2010,SF,69,13.3,5.1,2,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,2.5,0.5,0.4,0.4,0.7,1,0,12.85
286,Garrett TempleSAC/SA/HOU,2009-2010,SF,27,12.4,5,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70,1.1,0.8,0.5,0.2,1,0,0,10.56
287,Andris BiedrinsGS,2009-2010,C,33,23.1,5,2.5,4.2,59.1,0,0,0,0.1,0.8,16,7.8,1.7,0.6,1.3,1,1,0,13.03
288,Mikki MooreGS,2009-2010,C,23,17.7,5,2.3,3.9,60,0,0,0,0.3,0.5,63.6,3,1.6,0.2,0.6,0.9,0,0,11.2
289,Daequan CookMIA,2009-2010,SG,45,15.4,5,1.8,5.6,32,0.9,2.8,31.7,0.5,0.6,84,1.8,1,0.3,0.2,0.5,0,0,7.5
290,Marcus BanksTOR,2009-2010,PG,22,11.1,5,1.8,3.3,53.4,0.3,1.1,29.2,1.1,1.3,82.8,1,1.2,0.5,0.1,0.9,0,0,15.4
291,Ronny TuriafGS,2009-2010,C,42,20.8,4.9,2,3.5,58.2,0,0,0,0.9,1.9,47.4,4.5,2.1,0.5,1.3,1.2,0,0,12.67
292,D.J. WhiteOKC,2009-2010,PF,12,8.5,4.9,2.1,3.4,61,0,0,0,0.8,0.8,90,1.9,0.3,0.4,0.3,0.3,0,0,25.94
293,Jamario MoonCLE,2009-2010,SF,61,17.2,4.9,1.9,4,46.2,0.5,1.6,32,0.6,0.7,80,3.1,0.8,0.6,0.5,0.4,0,0,12.68
294,Sebastian TelfairLAC/CLE,2009-2010,PG,43,15.3,4.8,1.9,4.7,41.3,0.3,1.3,23.2,0.7,0.9,78.4,1,2.9,0.6,0.1,1.2,0,0,10.34
295,DeAndre JordanLAC,2009-2010,C,70,16.2,4.8,2.1,3.4,60.5,0,0,0,0.7,1.8,37.5,5,0.3,0.2,0.9,1.1,8,0,12.7
296,Bobby BrownLAC/NO,2009-2010,PG,45,11.5,4.8,2,5.3,37.1,0.6,2.2,26.5,0.3,0.3,86.7,0.8,2,0.3,0,1,0,0,9.4
297,Jonathan BenderNY,2009-2010,SF,25,11.7,4.7,1.6,4,40,0.6,1.6,35.9,1,1,92.3,2.1,0.6,0.1,0.7,1.1,0,0,10.8
298,Eric MaynorOKC/UTAH,2009-2010,PG,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,1.6,3.3,0.5,0.1,1,3,0,11.84
299,Lou AmundsonPHX,2009-2010,PF,79,14.8,4.7,1.9,3.5,55.1,0,0,0,0.8,1.6,54.5,4.4,0.4,0.3,0.9,0.7,2,0,14.44
300,Rodney CarneyPHI,2009-2010,SG,68,12.6,4.7,1.7,4.1,40.1,0.6,2,30.4,0.8,0.9,82.5,2,0.5,0.4,0.3,0.3,0,0,12.72
