rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
151,James AndersonPHI,2013-2014,SG,80,28.9,10.1,3.9,9,43.1,1.4,4.4,32.8,1,1.3,72.6,3.8,1.9,0.9,0.4,1.3,0,0,10.92
152,Xavier HenryLAL,2013-2014,SG,43,21.1,10,3.3,8,41.7,0.7,1.9,34.6,2.7,4.1,65.5,2.7,1.2,1,0.2,1.3,0,0,12.36
153,Matt BarnesLAC,2013-2014,SF,63,27.5,9.9,3.7,8.4,43.8,1.5,4.5,34.3,1,1.4,73.3,4.6,2,0.9,0.4,1.3,2,0,12.05
154,CJ MilesCLE,2013-2014,G,51,19.3,9.9,3.5,8,43.5,1.6,4.1,39.3,1.3,1.5,85.3,2,1,0.9,0.3,0.9,0,0,16.03
155,Mario ChalmersMIA,2013-2014,G,73,29.8,9.8,3.5,7.7,45.4,1.2,3.1,38.5,1.7,2.2,74.2,2.9,4.9,1.6,0.2,2.2,1,0,14.06
156,Marcus ThorntonSAC/BKN,2013-2014,SG,72,24.2,9.8,3.5,8.9,39.4,1.5,4.4,34.5,1.3,1.6,80.4,2.8,1.1,0.8,0.2,0.9,0,0,12
157,Mo WilliamsPOR,2013-2014,PG,74,24.8,9.7,3.8,9.1,41.7,1.1,3,36.9,1.1,1.2,87.6,2.1,4.3,0.7,0.1,2,2,0,11.87
158,Martell WebsterWSH,2013-2014,SF,78,27.7,9.7,3.3,7.5,43.3,1.9,4.8,39.2,1.3,1.6,84,2.8,1.2,0.5,0.2,0.7,1,0,11.56
159,Jason SmithNO,2013-2014,F,31,26.8,9.7,4.2,9.1,46.5,0,0,0,1.3,1.6,78,5.8,0.9,0.4,0.9,0.9,2,0,12.47
160,Marcus Morris Sr.PHX,2013-2014,SF,82,22,9.7,3.5,7.9,44.2,1.2,3.2,38.1,1.5,1.9,76.1,3.9,1.1,0.9,0.2,1.2,0,0,14.89
161,Raymond FeltonNY,2013-2014,G,65,31,9.7,3.7,9.4,39.5,1,3,31.8,1.4,1.9,72.1,3,5.6,1.2,0.4,2,2,0,12.9
162,Jordan HillLAL,2013-2014,C,72,20.8,9.7,4,7.2,54.9,0,0,0,1.7,2.5,68.5,7.4,0.8,0.4,0.9,1,15,0,19.39
163,Courtney LeeBOS/MEM,2013-2014,G,79,25,9.6,3.7,7.8,48,0.9,2.5,37.1,1.3,1.4,88.4,2.4,1.5,0.8,0.4,0.9,0,0,13.8
164,Ray AllenMIA,2013-2014,SG,73,26.5,9.6,3.3,7.4,44.2,1.6,4.2,37.5,1.4,1.6,90.5,2.8,2,0.7,0.1,1.2,0,0,12.83
165,Greivis VasquezSAC/TOR,2013-2014,PG,79,22.5,9.6,3.5,8.3,42.1,1.4,3.7,37.7,1.2,1.4,88,2.2,4.1,0.4,0.1,1.6,1,0,14.2
166,Mike ScottATL,2013-2014,PF,80,18.5,9.6,3.8,7.9,47.9,0.8,2.5,31,1.3,1.7,78,3.6,0.9,0.4,0.1,1,1,0,15.34
167,Kyle SinglerDET,2013-2014,F,82,28.5,9.6,3.3,7.3,44.7,1.1,3,38.2,1.9,2.2,82.6,3.7,0.9,0.7,0.5,1,1,0,11.86
168,Ricky RubioMIN,2013-2014,PG,82,32.2,9.5,3.1,8.2,38.1,0.5,1.6,33.1,2.8,3.5,80.2,4.2,8.6,2.3,0.1,2.7,15,2,15.35
169,Jarrett JackCLE,2013-2014,G,80,28.2,9.5,3.6,8.7,41,0.8,2.3,34.1,1.6,1.9,83.9,2.8,4.1,0.7,0.3,1.7,1,0,11.57
170,Harrison BarnesGS,2013-2014,SF,78,28.3,9.5,3.5,8.7,39.9,0.8,2.4,34.7,1.7,2.3,71.8,4,1.5,0.8,0.3,1.1,1,0,9.85
171,Glen DavisLAC/ORL,2013-2014,PF,68,24.4,9.4,4,8.7,45.7,0.1,0.2,36.4,1.4,2,69.3,5.2,1.1,0.9,0.4,1.1,5,0,13.14
172,Brian RobertsNO,2013-2014,PG,72,23.2,9.4,3.4,8.1,42,0.9,2.5,36,1.7,1.8,94,1.9,3.3,0.6,0.1,1.3,0,0,13.49
173,Timofey MozgovDEN,2013-2014,C,82,21.6,9.4,3.5,6.6,52.3,0,0.3,16.7,2.4,3.2,75.4,6.4,0.8,0.3,1.2,1.5,10,0,16.77
174,P.J. TuckerPHX,2013-2014,PF,81,30.7,9.4,3.3,7.6,43.1,0.9,2.4,38.7,1.9,2.5,77.6,6.5,1.7,1.4,0.3,1.3,11,0,13.31
175,Andre IguodalaGS,2013-2014,F,63,32.4,9.3,3.5,7.3,48,1,2.8,35.4,1.4,2.1,65.2,4.7,4.2,1.5,0.3,1.6,2,0,13.71
176,Jerryd BaylessBOS/MEM,2013-2014,G,72,23.4,9.3,3.4,8.6,40.2,1.1,2.9,35.8,1.3,1.6,79.7,2,2.7,0.8,0.1,1.1,0,0,12.04
177,Marvin WilliamsUTAH,2013-2014,F,66,25.4,9.1,3.5,8,43.9,1.3,3.5,35.9,0.9,1.1,78.1,5.1,1.2,0.8,0.5,0.8,3,0,14.04
178,Kirk HinrichCHI,2013-2014,SG,73,29,9.1,3.3,8.5,39.3,1.2,3.3,35.1,1.3,1.7,76,2.6,3.9,1.1,0.4,1.6,1,0,10.8
179,Danny GreenSA,2013-2014,SF,68,24.3,9.1,3.2,7.4,43.2,1.9,4.7,41.5,0.7,0.9,79.4,3.4,1.5,1,0.9,1.1,1,0,13.9
180,Boris DiawSA,2013-2014,C,79,25,9.1,3.8,7.3,52.1,0.6,1.4,40.2,0.9,1.2,73.9,4.1,2.8,0.6,0.4,1.5,2,0,14.12
181,Brandan WrightDAL,2013-2014,F,58,18.6,9.1,3.9,5.7,67.7,0,0,0,1.3,1.8,72.6,4.2,0.5,0.6,0.9,0.6,2,0,23.6
182,Wesley JohnsonLAL,2013-2014,F,79,28.4,9.1,3.5,8.2,42.5,1.3,3.4,36.9,0.8,1,79.2,4.4,1.6,1.1,1,1.1,4,0,11.08
183,Tony AllenMEM,2013-2014,SG,55,23.2,9,3.7,7.5,49.4,0.2,0.9,23.4,1.4,2.2,62.8,3.8,1.7,1.6,0.3,1.6,1,0,15.64
184,Aaron BrooksDEN/HOU,2013-2014,G,72,21.6,9,3.2,8.1,40.1,1.3,3.4,38.7,1.2,1.3,87.4,1.9,3.2,0.7,0.2,1.6,2,0,12.51
185,Ben McLemoreSAC,2013-2014,SG,82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32,1.4,1.7,80.4,2.9,1,0.5,0.2,1.2,0,0,7.77
186,Tyson ChandlerNY,2013-2014,C,55,30.2,8.7,3.5,5.9,59.3,0,0,0,1.8,2.8,63.2,9.6,1.1,0.7,1.1,1.3,16,0,16.48
187,Kelly OlynykBOS,2013-2014,PF,70,20,8.7,3.3,7.2,46.6,0.6,1.6,35.1,1.4,1.7,81.1,5.2,1.6,0.5,0.4,1.5,3,0,15.27
188,Will BynumDET,2013-2014,PG,56,18.8,8.7,3.3,7.7,42.8,0.4,1.1,32.3,1.7,2.2,80.2,1.8,3.9,0.7,0.1,1.8,1,0,14.44
189,Andrew BynumIND/CLE,2013-2014,C,26,19.8,8.7,3.6,8.7,41.8,0,0,0,1.4,1.9,75.5,5.6,1.1,0.2,1.1,1.3,2,0,15.25
190,Mirza TeletovicBKN,2013-2014,PF,72,19.4,8.6,3.1,7.3,41.8,1.9,4.8,39,0.6,0.9,71,3.7,0.8,0.4,0.3,0.8,2,0,14.38
191,Patrick PattersonSAC/TOR,2013-2014,PF,65,23.6,8.5,3.5,7.5,46,0.8,2.3,36.4,0.8,1.1,70.4,5.3,1.2,0.8,0.6,1,1,0,14.67
192,Jeremy LambOKC,2013-2014,SG,78,19.7,8.5,3.4,7.8,43.2,1.1,3.2,35.6,0.7,0.8,79.7,2.4,1.5,0.7,0.3,0.8,0,0,13.44
193,Josh McRobertsCHA,2013-2014,PF,78,30.3,8.5,3.2,7.3,43.6,1.3,3.7,36.1,0.8,1.1,72.9,4.8,4.3,0.7,0.6,1.1,2,0,13.82
194,Anderson VarejaoCLE,2013-2014,C,65,27.7,8.4,3.5,7.1,49.5,0,0.1,0,1.4,2.1,68.1,9.7,2.2,1.1,0.6,1.1,16,0,17.05
194,Troy DanielsHOU,2013-2014,G,5,15,8.4,3,6.2,48.4,2.4,5,48,0,0,0,0.8,1,0,0,0.6,0,0,16.01
196,Evan FournierDEN,2013-2014,SG,76,19.8,8.4,3,7.2,41.9,1.2,3.1,37.6,1.2,1.6,75.6,2.7,1.5,0.4,0.1,1.3,0,0,10.36
197,Kris HumphriesBOS,2013-2014,PF,69,19.9,8.4,3.3,6.7,50.1,0,0,0,1.7,2.1,81.3,5.9,1,0.4,0.9,0.9,8,0,18.28
198,Anthony MorrowNO,2013-2014,SG,76,18.8,8.4,3.1,6.8,45.8,1.2,2.6,45.1,0.9,1.1,82.8,1.8,0.8,0.5,0.2,0.7,0,0,13.96
199,J.J. BareaMIN,2013-2014,G,79,18.6,8.4,3.2,8.3,38.7,0.9,2.9,31.6,1,1.3,79,1.9,3.8,0.3,0,1.6,1,0,11.68
200,Drew GoodenWSH,2013-2014,PF,22,18,8.3,3.5,6.5,53.1,0.3,0.8,41.2,1.1,1.2,88.9,5.2,0.7,0.5,0.3,0.8,1,0,18.44
201,Shaun LivingstonBKN,2013-2014,G,76,26,8.3,3.1,6.4,48.3,0,0.1,16.7,2.1,2.5,82.7,3.2,3.2,1.2,0.4,1.4,1,0,14.52
202,Danny GrangerIND/LAC/PHI,2013-2014,SF,41,20.7,8.2,2.8,7.5,37.8,1,3.1,33.6,1.5,1.6,94,3.2,1,0.3,0.4,1.1,0,0,10.9
203,Tiago SplitterSA,2013-2014,C,59,21.5,8.2,3.1,5.9,52.3,0,0.1,0,2.1,2.9,69.9,6.2,1.5,0.5,0.5,1.3,5,0,16.58
204,Manny HarrisLAL,2013-2014,PG,9,20,8.1,3.1,7.8,40,0.8,2.2,35,1.1,1.3,83.3,3.8,1.2,0.4,0.1,1,0,0,10.99
205,Miles PlumleePHX,2013-2014,C,80,24.6,8.1,3.6,6.9,51.7,0,0,0,0.9,1.7,56.1,7.8,0.5,0.6,1.1,1.4,11,0,14.6
206,Jeffery TaylorCHA,2013-2014,SF,26,24.2,8,3.2,8.4,37.6,0.7,2.6,26.9,1,1.8,55.3,2.3,0.8,0.5,0.2,1,0,0,5.97
206,Derrick WilliamsSAC/MIN,2013-2014,PF,78,23.3,8,2.6,6.2,42.7,0.3,1.3,26.3,2.4,3.3,71.8,4.1,0.7,0.6,0.3,1,5,0,11.53
206,Ryan KellyLAL,2013-2014,PF,59,22.2,8,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,3.7,1.6,0.5,0.8,0.8,2,0,12.67
209,Kendall MarshallLAL,2013-2014,PG,54,29,8,3.1,7.8,40.6,1.3,3.3,39.9,0.4,0.7,52.8,2.9,8.8,0.9,0.1,2.8,15,0,12.66
210,Jermaine O'NealGS,2013-2014,C,44,20.1,7.9,2.8,5.6,50.4,0,0,0,2.3,3,75,5.5,0.6,0.3,0.9,1.2,2,0,15.34
211,Michael BeasleyMIA,2013-2014,F,55,15.1,7.9,3.2,6.5,49.9,0.4,1,38.9,1.1,1.4,77.2,3.1,0.7,0.4,0.4,1,0,0,16.8
212,Devin HarrisDAL,2013-2014,G,40,20.5,7.9,2.4,6.4,37.8,0.8,2.5,30.7,2.3,2.9,80,2.1,4.5,0.7,0.1,1.5,1,0,14.66
213,Larry SandersMIL,2013-2014,PF,23,25.4,7.7,3.3,7,46.9,0,0,0,1.1,2.4,47.3,7.2,0.8,0.8,1.7,1.1,2,0,14.02
214,Zaza PachuliaMIL,2013-2014,C,53,25,7.7,2.8,6.6,42.7,0,0,0,2.1,2.5,84.6,6.3,2.6,0.8,0.3,1.7,4,0,14.03
215,Austin RiversNO,2013-2014,SG,69,19.4,7.7,2.8,6.9,40.5,0.5,1.4,36.4,1.6,2.5,63.6,1.9,2.3,0.7,0.1,1.1,1,0,11.6
216,Luis ScolaIND,2013-2014,F,82,17.1,7.6,3.2,6.8,47,0,0.1,14.3,1.2,1.7,72.8,4.8,1,0.3,0.2,1.3,1,0,13.42
217,Henry SimsCLE/PHI,2013-2014,C,46,19,7.6,2.8,6,47.4,0,0,0,2,2.6,74.4,5.2,1.1,0.6,0.4,0.9,4,0,16.14
218,Leandro BarbosaPHX,2013-2014,G,20,18.4,7.5,2.8,6.6,42.7,0.4,1.3,28,1.6,2,79.5,1.9,1.6,0.4,0.2,1,0,0,11.57
219,Shelvin MackATL,2013-2014,G,73,20.4,7.5,2.9,6.9,41.7,0.8,2.5,33.7,0.9,1,86.5,2.2,3.7,0.7,0,1.2,1,0,13.28
220,Mason PlumleeBKN,2013-2014,C,70,18.2,7.4,2.8,4.3,65.9,0,0,0,1.7,2.8,62.6,4.4,0.9,0.7,0.8,1.1,4,0,19.09
221,Maurice HarklessORL,2013-2014,SF,80,24.4,7.4,2.8,6,46.4,0.7,1.9,38.3,1.1,1.8,59.4,3.3,1,1.2,0.6,1.1,1,0,11.87
222,James JohnsonMEM,2013-2014,PF,52,18.4,7.4,2.8,5.9,46.4,0.4,1.7,25.3,1.5,1.7,84.4,3.2,2.1,0.8,1.1,1.3,1,0,18.5
223,Andrew BogutGS,2013-2014,C,67,26.4,7.3,3.5,5.6,62.7,0,0,0,0.3,1,34.4,10,1.7,0.7,1.8,1.4,13,0,17.11
224,Alan AndersonBKN,2013-2014,SG,78,22.7,7.2,2.5,6.2,40,1.1,3.2,33.9,1.2,1.5,78,2.2,1,0.6,0.1,0.8,0,0,9.5
225,Michael Kidd-GilchristCHA,2013-2014,F,62,24.2,7.2,2.7,5.7,47.3,0,0.1,11.1,1.8,3,61.4,5.2,0.8,0.7,0.6,1,1,0,12.07
226,Nate WoltersMIL,2013-2014,PG,58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29,1,1.6,65.6,2.6,3.2,0.6,0.3,1,0,0,12.76
227,Al-Farouq AminuNO,2013-2014,SF,80,25.6,7.2,2.9,6.2,47.4,0.2,0.6,27.1,1.1,1.7,66.4,6.2,1.4,1,0.5,1.1,5,0,13.19
228,Jason ThompsonSAC,2013-2014,PF,82,24.5,7.1,3.1,6,50.6,0,0,0,1,1.8,57.9,6.4,0.6,0.4,0.7,1.2,8,0,11.14
229,Mike MillerMEM,2013-2014,SG,82,20.8,7.1,2.6,5.4,48.1,1.3,2.8,45.9,0.6,0.7,82.1,2.5,1.6,0.3,0.1,0.9,0,0,12.5
230,Pero AnticATL,2013-2014,PF,50,18.5,7,2.5,5.9,41.8,1.1,3.4,32.7,1,1.3,75.8,4.2,1.2,0.4,0.2,1.1,3,0,11.74
231,JaVale McGeeDEN,2013-2014,C,5,16,7,3.4,7.6,44.7,0,0,0,0.2,0.2,100,3.4,0.4,0.2,1.4,1.6,0,0,10.15
232,Chris Douglas-RobertsCHA,2013-2014,SG,49,20.7,6.9,2.3,5.1,44,1,2.7,38.6,1.3,1.7,80.5,2.4,1,0.6,0.3,0.7,0,0,12.19
233,Jared DudleyLAC,2013-2014,SF,74,23.4,6.9,2.6,6,43.8,1.1,3,36,0.5,0.8,65.5,2.2,1.4,0.6,0.1,0.8,0,0,8.91
234,Omri CasspiHOU,2013-2014,F,71,18.1,6.9,2.4,5.8,42.2,0.9,2.5,34.7,1.2,1.7,68,3.7,1.2,0.6,0.2,1,1,0,12.91
235,Steve BlakeLAL/GS,2013-2014,PG,55,27.2,6.9,2.4,6.4,37.7,1.4,3.8,37.6,0.6,0.8,76.7,2.9,5.6,1,0.1,1.9,3,1,11.01
236,Jeff AdrienMIL/CHA,2013-2014,F,53,18.1,6.8,2.7,5.2,52,0,0,0,1.4,2.2,63.9,5.8,0.7,0.5,0.7,0.7,4,0,17.49
237,Trevor BookerWSH,2013-2014,F,72,21.6,6.8,3.1,5.6,55.1,0,0,0,0.7,1.1,61.8,5.3,0.9,0.6,0.6,0.8,5,0,15.02
238,Giannis AntetokounmpoMIL,2013-2014,PF,77,24.6,6.8,2.2,5.4,41.4,0.5,1.5,34.7,1.8,2.6,68.3,4.4,1.9,0.8,0.8,1.6,2,0,10.82
239,Steve NashLAL,2013-2014,PG,15,20.9,6.8,2.4,6.3,38.3,0.5,1.6,33.3,1.5,1.6,91.7,1.9,5.7,0.5,0.1,2.1,1,0,12.26
240,Jordan HamiltonDEN/HOU,2013-2014,SG,60,17,6.7,2.5,6.3,39.1,1.2,3.3,35.4,0.7,0.9,78.4,3.2,0.9,0.7,0.3,0.8,0,0,12.75
241,Iman ShumpertNY,2013-2014,G,74,26.5,6.7,2.5,6.5,37.8,1,3.1,33.3,0.7,1,74.6,4.2,1.7,1.2,0.2,1.1,0,0,9.66
242,Chase BudingerMIN,2013-2014,SF,41,18.3,6.7,2.4,6.2,39.4,1,2.9,35,0.8,1,82.1,2.5,0.8,0.5,0,0.6,0,0,9.73
243,Chris AndersenMIA,2013-2014,PF,72,19.4,6.6,2.5,3.8,64.4,0,0.2,25,1.7,2.3,71,5.3,0.3,0.4,1.3,0.7,1,0,18.56
244,Al HarringtonWSH,2013-2014,PF,34,15,6.6,2.4,6.1,39.6,1,2.9,34,0.8,1,77.1,2.4,0.8,0.4,0,1,0,0,9.75
245,Samuel DalembertDAL,2013-2014,C,80,20.2,6.6,2.7,4.7,56.8,0,0,0,1.3,1.7,73.7,6.8,0.5,0.5,1.2,1.1,5,0,16.88
246,C.J. WatsonIND,2013-2014,PG,63,18.9,6.6,2.3,5.3,43.7,0.8,2.3,36.6,1.1,1.4,78.4,1.6,1.7,1,0.1,1,0,0,13.08
247,Kevin GarnettBKN,2013-2014,PF,54,20.5,6.5,2.9,6.6,44.1,0,0.1,0,0.7,0.9,80.9,6.6,1.5,0.8,0.7,1.3,3,0,13.35
248,Marreese SpeightsGS,2013-2014,F,79,12.4,6.4,2.5,5.6,44.1,0.1,0.4,25.8,1.4,1.7,82.1,3.7,0.4,0.1,0.4,0.8,1,0,15.22
249,Norris ColeMIA,2013-2014,PG,82,24.6,6.4,2.5,6.1,41.4,0.7,2.1,34.5,0.6,0.8,77.9,2,3,0.9,0.1,1.5,0,0,8.8
250,Kosta KoufosMEM,2013-2014,C,80,16.9,6.4,2.8,5.7,49.5,0,0,0,0.8,1.2,64.5,5.2,0.5,0.4,0.9,0.8,4,0,16.54
251,DeJuan BlairDAL,2013-2014,C,78,15.6,6.4,2.7,5,53.4,0,0,0,1,1.6,63.6,4.7,0.9,0.8,0.3,1,2,0,17.33
252,Dante CunninghamMIN,2013-2014,F,81,20.2,6.3,2.9,6.3,46.5,0,0.1,0,0.5,0.8,56.7,4.1,1,0.8,0.7,0.5,2,0,12.67
253,E'Twaun MooreORL,2013-2014,G,79,19.1,6.3,2.5,5.8,42.8,0.7,2,35.4,0.7,0.9,76.5,1.7,1.4,0.8,0.2,0.7,0,0,11.18
254,Luke BabbittNO,2013-2014,F,27,17.5,6.3,2.2,5.7,39,1.3,3.5,37.9,0.5,0.7,77.8,3.3,1.1,0.3,0.4,0.6,0,0,12.1
255,Thabo SefoloshaOKC,2013-2014,F,61,26,6.3,2.3,5.6,41.5,0.8,2.5,31.6,0.9,1.1,76.8,3.6,1.5,1.3,0.3,0.9,0,0,10.42
256,Quincy PondexterMEM,2013-2014,F,15,18,6.3,2.1,5.3,39.2,0.7,2.3,32.4,1.4,1.7,80.8,1.7,1.3,0.3,0.1,1,0,0,10.37
257,Chris JohnsonBOS,2013-2014,SG,40,19.7,6.3,2.1,5.4,39.7,1.1,3.2,33.9,0.9,1.1,86,2.4,0.8,0.7,0.1,0.6,0,0,10.8
258,Draymond GreenGS,2013-2014,PF,82,21.9,6.2,2.3,5.6,40.7,0.7,2,33.3,1,1.5,66.7,5,1.9,1.2,0.9,1.1,4,0,12.73
259,Ray McCallumSAC,2013-2014,PG,45,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1,74.4,1.8,2.7,0.5,0.2,0.9,1,0,9.74
260,Kyle O'QuinnORL,2013-2014,C,69,17.2,6.2,2.7,5.4,50.1,0,0,0,0.8,1.2,68.7,5.3,1.1,0.6,1.3,1.1,2,0,16.52
261,Jon LeuerMEM,2013-2014,F,49,13.1,6.2,2.5,5,49.2,0.5,1,46.9,0.8,1,78.7,3.2,0.4,0.4,0.3,0.6,1,0,17.65
262,Anthony TolliverCHA,2013-2014,PF,64,20.3,6.1,2,4.8,42,1.6,3.9,41.3,0.5,0.6,80.5,2.6,0.7,0.3,0.2,0.4,0,0,11.01
263,Jeremy EvansUTAH,2013-2014,F,66,18.3,6.1,2.7,5,52.7,0,0,0,0.8,1.1,68,4.7,0.7,0.6,0.7,0.6,3,0,16.27
264,Elliot WilliamsPHI,2013-2014,SG,67,17.3,6,2.1,5,41.5,0.6,1.9,29.6,1.3,1.8,73.1,1.9,1.1,0.5,0,1,0,0,8.71
265,Kent BazemoreLAL/GS,2013-2014,SF,67,13.6,6,2.2,5.1,42.9,0.6,1.9,33.6,1,1.6,60.5,1.7,1.4,0.6,0.2,1.2,0,0,11.28
266,Chris WrightMIL,2013-2014,SF,8,15.8,6,2.6,4.4,60,0,0.1,0,0.8,1.9,40,2.5,0.6,0.9,0.6,0.6,0,0,16.56
267,Hollis ThompsonPHI,2013-2014,F,77,22.6,6,2.2,4.8,46,0.9,2.2,40.1,0.7,0.9,71.2,3.2,0.9,0.7,0.2,0.8,0,0,9.5
268,Cody ZellerCHA,2013-2014,C,82,17.3,6,2.1,4.9,42.6,0,0,0,1.8,2.4,73,4.3,1.1,0.5,0.5,1.1,1,0,13.12
269,Tayshaun PrinceMEM,2013-2014,SF,76,25.6,6,2.6,6.5,40.7,0.3,0.9,29,0.4,0.8,56.7,3.1,1.6,0.5,0.3,0.5,0,0,8.18
270,Darrell ArthurDEN,2013-2014,F,68,17.1,5.9,2.4,6,39.5,0.4,0.9,37.5,0.8,0.9,85.5,3.1,0.9,0.6,0.7,0.9,0,0,9.41
271,Kentavious Caldwell-PopeDET,2013-2014,SG,80,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77,2,0.7,0.9,0.2,0.4,0,0,9.46
272,Alexis AjincaNO,2013-2014,C,56,17,5.9,2.4,4.4,54.6,0,0,0,1,1.2,83.6,4.9,0.7,0.4,0.8,1.1,3,0,14.62
273,Omer AsikHOU,2013-2014,C,48,20.2,5.8,2.1,4,53.2,0,0,0,1.6,2.6,61.9,7.9,0.5,0.3,0.8,1.2,6,0,14.05
274,Elton BrandATL,2013-2014,PF,73,19.4,5.7,2.5,4.5,53.9,0,0,0,0.8,1.3,64.9,4.9,1,0.5,1.2,0.8,3,0,14.05
275,Francisco GarciaHOU,2013-2014,SG,55,19.7,5.7,2.1,5.3,40.1,1.3,3.5,35.8,0.2,0.3,52.6,2.2,1.1,0.5,0.6,0.5,0,0,9.37
276,Andrew NicholsonORL,2013-2014,F,76,15.4,5.7,2.4,5.5,42.9,0.4,1.2,31.5,0.6,0.8,82.5,3.4,0.3,0.2,0.3,0.7,3,0,9.9
277,Tyler ZellerCLE,2013-2014,C,70,15,5.7,2.2,4.1,53.8,0,0,0,1.2,1.7,71.9,4,0.5,0.3,0.5,0.9,3,0,15.43
278,Ed DavisMEM,2013-2014,C,63,15.2,5.7,2.5,4.6,53.4,0,0,0,0.7,1.4,52.8,4.1,0.4,0.3,0.7,0.6,4,0,15.99
279,Shawne WilliamsLAL,2013-2014,SF,36,20.9,5.6,2,5.3,38,1.2,3.6,32.6,0.4,0.6,70,4.6,0.8,0.5,0.8,0.6,1,0,9.51
280,Cartier MartinATL/CHI,2013-2014,PF,59,14.7,5.6,1.9,4.5,42,1,2.6,39.1,0.8,1.1,73.8,1.9,0.6,0.5,0.1,0.6,0,0,11.05
281,Jimmer FredetteSAC/CHI,2013-2014,G,49,10.6,5.6,2.2,4.6,47.1,0.8,1.7,47.6,0.4,0.4,90.5,1.1,1.3,0.3,0.1,1,0,0,15.88
282,Donatas MotiejunasHOU,2013-2014,PF,62,15.4,5.5,2.1,4.8,44.3,0.3,1.4,25,0.9,1.5,60.4,3.6,0.5,0.3,0.3,0.8,3,0,10.76
283,Travis OutlawSAC,2013-2014,SF,63,16.9,5.4,2.1,5.2,39.9,0.7,1.9,35,0.7,0.8,80.8,2.7,0.8,0.3,0.3,0.4,1,0,10.42
284,Robert SacreLAL,2013-2014,C,65,16.8,5.4,2.2,4.6,47.7,0,0,0,1,1.4,68.1,3.9,0.8,0.4,0.7,0.7,0,0,12.17
285,Casper WarePHI,2013-2014,G,9,12.9,5.3,2,4.7,42.9,0.8,2.3,33.3,0.6,0.7,83.3,1,1.1,0.9,0,0.6,0,0,13.01
286,CJ McCollumPOR,2013-2014,SG,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,1.3,0.7,0.4,0.1,0.9,0,0,9
287,Derek FisherOKC,2013-2014,PG,81,17.6,5.2,1.7,4.5,39.1,1.1,2.8,38.4,0.7,0.9,77.5,1.5,1.4,0.9,0,0.6,0,0,10.09
288,Ben GordonCHA,2013-2014,SG,19,14.7,5.2,1.9,5.7,34.3,0.4,1.5,27.6,0.9,1.1,81,1.4,1.1,0.5,0.1,1.1,0,0,6.48
289,John SalmonsSAC/TOR,2013-2014,SF,78,22.1,5.2,1.9,5.3,36.3,0.8,2.1,38.7,0.5,0.7,76.9,2.1,1.9,0.6,0.2,0.7,0,0,7.81
290,Gerald WallaceBOS,2013-2014,SF,58,24.4,5.1,2,4,50.4,0.3,1.1,29.7,0.8,1.7,46.5,3.7,2.5,1.3,0.2,1.7,1,0,10.02
291,Dorell WrightPOR,2013-2014,SF,68,14.5,5,1.6,4.4,37.4,1,3,34.2,0.8,1,75.4,2.8,0.9,0.3,0.2,0.6,0,0,11.98
291,Cory JosephSA,2013-2014,PG,68,13.8,5,1.9,3.9,47.5,0.2,0.6,31.6,1.2,1.4,82.3,1.6,1.7,0.5,0.2,0.6,0,0,14.72
293,Andrei KirilenkoBKN,2013-2014,SF,45,19,5,1.8,3.6,51.2,0,0.1,20,1.4,2.6,51.3,3.2,1.6,0.9,0.4,1.2,1,0,12.48
294,Luke RidnourMIL/CHA,2013-2014,PG,61,18.7,5,2.1,5.4,38.5,0.6,1.8,34.3,0.3,0.4,65.4,1.6,2.9,0.5,0.1,1.1,0,0,9.01
295,Willie GreenLAC,2013-2014,SG,55,15.8,5,1.9,4.9,37.6,0.7,2.2,33.9,0.5,0.6,82.4,1.4,0.9,0.4,0.2,0.6,0,0,7.13
296,Quincy MillerDEN,2013-2014,F,52,15.2,4.9,1.8,4.9,36.7,0.6,1.8,31.9,0.8,1.1,70.9,2.8,0.5,0.4,0.6,0.9,1,0,8.62
297,Nick CalathesMEM,2013-2014,SG,71,16.5,4.9,2,4.4,45.7,0.3,0.9,31.1,0.6,1,61.1,1.9,2.9,0.9,0.1,1.4,0,0,12.36
298,Andre MillerWSH/DEN,2013-2014,PG,58,16.9,4.9,1.8,4,45.9,0.2,0.4,52.4,1,1.3,77.9,2.2,3.4,0.6,0.2,1.1,0,0,13.9
299,Beno UdrihNY/MEM,2013-2014,PG,41,15.7,4.9,1.9,4.3,43.8,0.5,1,45.2,0.6,0.7,83.3,1.4,2.8,0.6,0.1,1.1,1,0,12.73
300,Tyler HansbroughTOR,2013-2014,PF,64,15.3,4.9,1.5,3.1,47.4,0,0,0,2,2.9,68.1,4.5,0.3,0.4,0.3,0.7,1,0,14.2
301,James JonesMIA,2013-2014,SG,20,11.8,4.9,1.6,3.4,45.6,1.4,2.7,51.9,0.4,0.6,63.6,1.2,0.5,0.2,0.2,0.2,0,0,15.47
