rank,name,season,POS,GP,MIN,PTS,FGM,FGA,FG%,3_PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
27,Monta EllisDAL,2013-2014,SG,82,36.9,19,7,15.6,45.1,0.8,2.5,33,4.1,5.2,78.8,3.6,5.7,1.7,0.3,3.2,6,0,16.83
28,Jamal CrawfordLAC,2013-2014,G,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4,4.7,86.6,2.3,3.2,0.9,0.2,2,2,0,17.39
29,Al HorfordATL,2013-2014,C,29,33,18.6,8.2,14.5,56.7,0.1,0.4,36.4,2,2.9,68.2,8.4,2.6,0.9,1.5,2.2,9,0,22.08
30,Klay ThompsonGS,2013-2014,SG,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,0.9,0.5,1.7,1,0,14.32
31,Dwight HowardHOU,2013-2014,C,71,33.7,18.3,6.7,11.3,59.1,0,0.1,28.6,4.9,9,54.7,12.2,1.8,0.8,1.8,3.2,47,0,21.36
32,Arron AfflaloORL,2013-2014,G,73,35,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0,2,1,0,16.09
33,David LeeGS,2013-2014,PF,69,33.2,18.2,7.4,14.2,52.3,0,0,0,3.3,4.3,78,9.3,2.1,0.7,0.4,2.2,34,0,19.21
34,Paul MillsapATL,2013-2014,PF,74,33.5,17.9,6.5,14.1,46.1,1,2.9,35.8,3.9,5.3,73.1,8.5,3.1,1.7,1.1,2.5,30,1,19.83
35,Kyle LowryTOR,2013-2014,PG,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38,4,4.9,81.3,4.7,7.4,1.5,0.2,2.5,18,2,20.2
35,Thaddeus YoungPHI,2013-2014,PF,79,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,6,2.3,2.1,0.5,2.1,11,0,16.64
37,Brandon KnightMIL,2013-2014,PG,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1,0.2,2.6,4,0,16.59
38,Nick YoungLAL,2013-2014,G,64,28.3,17.9,6,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,0.7,0.2,1.5,0,0,16.11
39,Eric BledsoePHX,2013-2014,SG,43,32.9,17.7,6.2,12.9,47.7,1.2,3.3,35.7,4.3,5.5,77.2,4.7,5.5,1.6,0.3,3.3,4,0,19.62
40,Kemba WalkerCHA,2013-2014,PG,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,1.2,0.4,2.3,9,1,16.82
41,Ty LawsonDEN,2013-2014,G,62,35.8,17.6,5.6,13,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,1.6,0.2,3.2,23,0,19.02
42,Nikola PekovicMIN,2013-2014,C,54,30.8,17.4,7,13,54,0,0,0,3.4,4.6,74.7,8.7,0.9,0.6,0.4,1.6,23,0,20.72
43,Zach RandolphMEM,2013-2014,F,79,34.2,17.4,7.1,15.2,46.7,0,0.3,10,3.2,4.3,74.2,10.1,2.5,0.7,0.3,2.3,47,0,18.37
44,Pau GasolLAL,2013-2014,PF,60,31.4,17.4,7.1,14.8,48,0.1,0.2,28.6,3.1,4.2,73.6,9.7,3.4,0.5,1.5,2.4,30,0,19.34
45,Mike ConleyMEM,2013-2014,PG,73,33.5,17.2,6.3,14.1,45,1.4,4,36.1,3.1,3.8,81.5,2.9,6,1.5,0.2,2.1,5,0,20.07
46,Bradley BealWSH,2013-2014,SG,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2,2.6,78.8,3.7,3.3,1,0.2,1.8,1,0,14.32
47,Jeff GreenBOS,2013-2014,PF,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,0.7,0.6,2,2,0,13.17
48,Tony ParkerSA,2013-2014,G,68,29.4,16.7,6.7,13.4,49.9,0.4,1,37.3,2.9,3.6,81.1,2.3,5.7,0.5,0.1,2.2,2,0,19
49,Michael Carter-WilliamsPHI,2013-2014,PG,70,34.5,16.7,6.1,15.1,40.5,0.8,3,26.4,3.7,5.2,70.3,6.2,6.3,1.9,0.6,3.5,16,2,15.59
50,Chandler ParsonsHOU,2013-2014,SF,74,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37,2.2,3,74.2,5.5,4,1.2,0.4,1.9,7,0,15.9
51,Jeff TeagueATL,2013-2014,PG,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4,4.8,84.6,2.6,6.7,1.1,0.2,2.9,13,0,17.16
52,Josh SmithDET,2013-2014,PF,77,35.5,16.4,6.7,16,41.9,0.9,3.4,26.4,2.1,3.9,53.2,6.8,3.3,1.4,1.4,2.6,12,0,14.1
53,Wesley MatthewsPOR,2013-2014,SG,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,0.9,0.2,1.3,1,0,15.7
54,Chris BoshMIA,2013-2014,PF,79,32,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82,6.6,1.1,1,1,1.6,6,0,19.11
55,Gordon HaywardUTAH,2013-2014,SF,77,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4,4.9,81.6,5.1,5.2,1.4,0.5,2.8,9,0,16.22
56,Luol DengCHI/CLE,2013-2014,F,63,35.1,16,5.9,13.7,43.1,0.9,3,30.2,3.4,4.3,79.1,5.7,2.9,1,0.1,1.8,8,0,15.22
57,Derrick RoseCHI,2013-2014,PG,10,31.1,15.9,5.8,16.4,35.4,1.6,4.7,34,2.7,3.2,84.4,3.2,4.3,0.5,0.1,3.4,0,0,9.82
57,Dion WaitersCLE,2013-2014,G,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3,0.9,0.2,2.2,1,0,14.1
59,Gerald GreenPHX,2013-2014,G,82,28.4,15.8,5.5,12.3,44.5,2.5,6.2,40,2.4,2.8,84.8,3.4,1.5,0.9,0.5,1.8,0,0,16.55
60,Joe JohnsonBKN,2013-2014,G,79,32.6,15.8,5.8,12.9,45.4,2.1,5.1,40.1,2,2.5,81.5,3.4,2.7,0.6,0.1,1.5,0,0,15.54
61,Jodie MeeksLAL,2013-2014,G,77,33.2,15.7,5.4,11.6,46.3,2.1,5.2,40.1,2.9,3.4,85.7,2.5,1.8,1.4,0.1,1.4,0,0,14.75
62,Brandon JenningsDET,2013-2014,G,80,34.1,15.5,5.3,14.2,37.3,1.9,5.7,33.7,3,4,75.1,3.1,7.6,1.3,0.1,2.7,18,0,15.67
63,Eric GordonNO,2013-2014,SG,64,32.1,15.4,5.6,12.8,43.6,1.6,4,39.1,2.7,3.5,78.5,2.6,3.3,1.2,0.2,2.1,0,0,14.92
64,Greg MonroeDET,2013-2014,C,82,32.8,15.2,6.1,12.4,49.7,0,0,0,2.9,4.5,65.7,9.3,2.1,1.1,0.6,2,35,0,18.16
65,JJ RedickLAC,2013-2014,SG,35,28.2,15.2,5.2,11.4,45.5,2.1,5.3,39.5,2.8,3,91.5,2.1,2.2,0.8,0.1,1.2,0,0,16.64
66,Serge IbakaOKC,2013-2014,F,81,32.9,15.1,6.5,12.1,53.6,0.3,0.7,38.3,1.9,2.5,78.4,8.8,1,0.5,2.7,1.5,29,0,19.66
67,Tim DuncanSA,2013-2014,C,74,29.2,15.1,6,12.2,49,0,0.1,0,3.1,4.3,73.1,9.7,3,0.6,1.9,2.1,30,0,21.4
68,Avery BradleyBOS,2013-2014,PG,60,30.9,14.9,6,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,3.8,1.4,1.1,0.2,1.6,1,0,12.8
69,Tobias HarrisORL,2013-2014,PF,61,30.3,14.6,5.4,11.7,46.4,0.5,2.1,25.4,3.2,4,80.7,7,1.3,0.7,0.4,1.3,7,0,16.54
70,Marc GasolMEM,2013-2014,C,59,33.4,14.6,5.7,12.1,47.3,0,0.2,18.2,3.1,4.1,76.8,7.2,3.6,1,1.3,1.9,10,0,18.27
71,JR SmithNY,2013-2014,G,74,32.7,14.5,5.4,12.9,41.5,2.6,6.5,39.4,1.2,1.9,65.2,4,3,0.9,0.3,1.5,1,0,14
72,Tyreke EvansNO,2013-2014,G,72,28.2,14.5,5.4,12.5,43.6,0.3,1.3,22.1,3.3,4.3,77.1,4.7,5,1.2,0.3,2.4,10,1,18.43
73,Trevor ArizaWSH,2013-2014,SF,77,35.4,14.4,5.1,11.1,45.6,2.3,5.7,40.7,1.9,2.5,77.2,6.2,2.5,1.6,0.3,1.7,11,0,15.87
74,Jrue HolidayNO,2013-2014,PG,34,33.6,14.3,6,13.4,44.7,0.9,2.3,39,1.5,1.9,81,4.2,7.9,1.6,0.4,3.1,9,0,17.19
75,Deron WilliamsBKN,2013-2014,PG,64,32.2,14.3,5,11.2,45,1.5,4.2,36.6,2.7,3.4,80.1,2.6,6.1,1.5,0.2,2.2,5,0,17.69
76,Nikola VucevicORL,2013-2014,C,57,31.8,14.2,6.2,12.2,50.7,0,0,0,1.8,2.4,76.6,11,1.8,1.1,0.8,2,36,0,18.85
77,Nene WSH,2013-2014,C,53,29.4,14.2,5.6,11.2,50.3,0,0.1,20,2.9,5,58.3,5.5,2.9,1.2,0.9,2.2,2,0,16.67
78,Gerald HendersonCHA,2013-2014,SG,77,32,14,5.2,12.1,43.3,0.5,1.5,34.8,3.1,4,76.1,4,2.6,0.7,0.4,1.5,0,0,13.13
79,David WestIND,2013-2014,F,80,30.9,14,5.7,11.7,48.8,0.1,0.2,26.7,2.5,3.1,78.9,6.8,2.8,0.8,0.9,1.7,8,0,17.55
80,Evan TurnerIND/PHI,2013-2014,G,81,30.3,14,5.4,12.6,42.5,0.6,1.9,32.1,2.6,3.2,81.3,5,3.2,0.8,0.1,2.3,9,0,12.43
81,Alec BurksUTAH,2013-2014,SG,78,28.1,14,4.9,10.7,45.7,0.6,1.8,35,3.6,4.8,74.8,3.3,2.7,0.9,0.2,1.9,0,0,15.82
82,Rodney StuckeyDET,2013-2014,PG,73,26.7,13.9,5.1,11.7,43.6,0.3,1.2,27.3,3.3,4,83.6,2.3,2.1,0.7,0.1,1.7,0,0,14.04
83,Lance StephensonIND,2013-2014,G,78,35.3,13.8,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,7.2,4.6,0.7,0.1,2.7,20,5,14.72
84,Kobe BryantLAL,2013-2014,SF,6,29.5,13.8,5.2,12.2,42.5,0.5,2.7,18.8,3,3.5,85.7,4.3,6.3,1.2,0.2,5.7,0,0,10.74
85,Victor OladipoORL,2013-2014,SG,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4,78,4.1,4.1,1.6,0.5,3.2,7,1,13.64
86,Markieff MorrisPHX,2013-2014,PF,81,26.6,13.8,5.1,10.4,48.6,0.4,1.3,31.5,3.2,4,79.2,6,1.8,0.8,0.6,1.8,11,0,18.48
87,Carlos BoozerCHI,2013-2014,PF,76,28.2,13.7,5.9,12.9,45.6,0,0,0,1.9,2.5,76.7,8.3,1.6,0.7,0.3,2,25,0,14.48
88,Kenneth FariedDEN,2013-2014,F,80,27.2,13.7,5.6,10.3,54.5,0,0,0,2.5,3.9,65,8.6,1.2,0.9,0.9,1.7,27,0,19.9
89,Wilson ChandlerDEN,2013-2014,F,62,31.1,13.6,5,11.9,41.6,2,5.7,34.8,1.8,2.5,72.4,4.7,1.8,0.7,0.5,1.3,2,0,12.48
90,Andre DrummondDET,2013-2014,C,81,32.3,13.5,5.9,9.5,62.3,0,0,0,1.7,4,41.8,13.2,0.4,1.2,1.6,1.4,57,0,22.65
91,Paul PierceBKN,2013-2014,SF,75,28,13.5,4.3,9.5,45.1,1.5,4,37.3,3.4,4.1,82.6,4.6,2.4,1.1,0.4,2,1,0,16.81
92,Derrick FavorsUTAH,2013-2014,F,73,30.2,13.3,5.3,10.2,52.2,0,0,0,2.6,3.9,66.9,8.7,1.2,1,1.5,1.8,25,0,19.01
93,Andrea BargnaniNY,2013-2014,C,42,29.9,13.3,5.3,12,44.2,0.7,2.6,27.8,2,2.4,82.4,5.3,1.1,0.3,1.2,1.4,4,0,14.53
94,Jared SullingerBOS,2013-2014,C,74,27.6,13.3,5.2,12.1,42.7,0.8,2.8,26.9,2.1,2.7,77.8,8.1,1.6,0.5,0.7,1.6,22,0,16.42
95,Marcin GortatWSH,2013-2014,C,81,32.8,13.2,5.6,10.4,54.2,0,0,100,1.9,2.8,68.6,9.5,1.7,0.5,1.5,1.6,37,0,17.66
95,Randy FoyeDEN,2013-2014,SG,81,30.7,13.2,4.5,10.8,41.3,2.3,6.1,38,1.9,2.3,84.9,2.9,3.5,0.8,0.5,1.8,4,0,13.31
97,Spencer HawesCLE/PHI,2013-2014,PF,80,30.9,13.2,5,11,45.6,1.6,3.9,41.6,1.5,1.9,78.3,8.3,3,0.6,1.2,2.2,25,0,15.77
98,Jimmy ButlerCHI,2013-2014,SF,67,38.7,13.1,4.1,10.3,39.7,1,3.6,28.3,3.9,5,76.9,4.9,2.6,1.9,0.5,1.5,5,0,13.57
99,D.J. AugustinCHI/TOR,2013-2014,G,71,27.3,13.1,4.2,10.1,41.5,1.9,4.7,40.1,2.8,3.2,88.5,1.8,4.4,0.7,0,1.8,2,0,16.22
100,Reggie JacksonOKC,2013-2014,PG,80,28.5,13.1,5,11.5,44,1,3.1,33.9,2,2.2,89.3,3.9,4.1,1.1,0.1,2.1,2,0,15.43
101,Nicolas BatumPOR,2013-2014,PF,82,36,13,4.6,10,46.5,1.8,4.9,36.1,2,2.5,80.3,7.5,5.1,0.9,0.7,2.5,16,2,15.86
102,Tony WrotenPHI,2013-2014,SG,72,24.5,13,4.8,11.2,42.7,0.6,2.6,21.3,2.9,4.5,64.1,3.2,3,1.1,0.2,2.8,1,1,12.96
103,Taj GibsonCHI,2013-2014,F,82,28.7,13,5.2,10.9,47.9,0,0.1,0,2.6,3.4,75.1,6.8,1.1,0.5,1.4,1.8,15,0,16.09
104,Kawhi LeonardSA,2013-2014,SF,66,29.1,12.8,5.1,9.8,52.2,1,2.8,37.9,1.5,1.9,80.2,6.2,2,1.7,0.8,1.2,7,0,19.43
105,Trey BurkeUTAH,2013-2014,PG,70,32.3,12.8,4.9,12.8,38,1.6,4.8,33,1.5,1.6,90.3,3,5.7,0.6,0.1,1.9,8,0,12.64
106,Joakim NoahCHI,2013-2014,C,80,35.3,12.6,4.8,10,47.5,0,0,0,3.1,4.2,73.7,11.3,5.4,1.2,1.5,2.4,47,4,20.06
107,Jeremy LinHOU,2013-2014,G,71,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,2.6,4.1,1,0.4,2.5,3,1,14.31
108,Enes FreedomUTAH,2013-2014,C,80,26.7,12.3,5.2,10.7,49.1,0,0,0,1.9,2.6,73,7.5,0.9,0.4,0.5,1.8,24,0,15.7
109,Manu GinobiliSA,2013-2014,G,68,22.8,12.3,4.3,9.2,46.9,1.3,3.8,34.9,2.4,2.8,85.1,3,4.3,1,0.3,2,1,0,20.06
110,Corey BrewerMIN,2013-2014,F,81,32.2,12.3,4.8,10,48.1,0.7,2.6,28,2,2.8,71.8,2.6,1.7,1.9,0.4,1.3,0,0,12.71
111,Ramon SessionsMIL/CHA,2013-2014,G,83,26.7,12.3,4,9.3,42.9,0.4,1.5,28.2,3.9,4.9,80.7,2.4,4.1,0.6,0.1,1.8,3,0,16.04
112,Terrence JonesHOU,2013-2014,PF,76,27.3,12.1,5.1,9.4,54.2,0.4,1.3,30.7,1.6,2.6,60.5,6.9,1.1,0.7,1.3,0.9,18,0,19.14
113,Khris MiddletonMIL,2013-2014,SF,82,30,12.1,4.6,10.4,44,1.5,3.5,41.4,1.4,1.7,86.1,3.8,2.1,1,0.2,1.5,0,0,12.55
114,Jameer NelsonORL,2013-2014,G,68,32,12.1,4.3,11,39.4,2,5.8,34.8,1.4,1.6,85.7,3.4,7,0.8,0.1,2.4,6,0,13.89
115,Kyle KorverATL,2013-2014,G,71,33.9,12,4.1,8.6,47.5,2.6,5.5,47.2,1.2,1.3,92.6,4,2.9,1,0.3,1.4,0,0,13.55
116,Vince CarterDAL,2013-2014,G,81,24.4,11.9,4.1,10,40.7,1.8,4.6,39.4,2,2.4,82.1,3.5,2.6,0.8,0.4,1.3,1,0,15.97
117,Amar'e StoudemireNY,2013-2014,C,65,22.6,11.9,4.8,8.6,55.7,0,0,0,2.3,3.1,73.9,4.9,0.5,0.4,0.6,1.4,5,0,18.89
118,JJ HicksonDEN,2013-2014,C,69,26.9,11.8,4.8,9.5,50.8,0,0.1,0,2.2,4.2,51.7,9.2,1.4,0.7,0.7,1.9,26,0,16.27
119,Tristan ThompsonCLE,2013-2014,C,82,31.6,11.7,4.4,9.3,47.7,0,0,0,2.9,4.1,69.3,9.2,0.9,0.5,0.4,1.3,36,0,14.96
120,O.J. MayoMIL,2013-2014,SG,52,25.9,11.7,4.3,10.6,40.7,1.6,4.4,37,1.5,1.7,86.4,2.4,2.2,0.5,0.3,1.8,0,0,11.27
121,Rajon RondoBOS,2013-2014,PG,30,33.3,11.7,4.7,11.7,40.3,0.9,3,28.9,1.4,2.2,62.7,5.5,9.8,1.3,0.1,3.3,13,1,15.34
122,Jose CalderonDAL,2013-2014,G,81,30.5,11.4,4.2,9.2,45.6,2.4,5.2,44.9,0.6,0.8,82.5,2.4,4.7,0.9,0.1,1.3,1,0,15.25
123,Marco BelinelliSA,2013-2014,G,80,25.2,11.4,4.2,8.7,48.5,1.6,3.7,43,1.4,1.6,84.7,2.8,2.2,0.6,0.1,1.2,1,0,15.09
123,Darren CollisonLAC,2013-2014,PG,80,25.9,11.4,4.1,8.7,46.7,0.9,2.4,37.6,2.4,2.8,85.7,2.4,3.7,1.2,0.2,1.7,1,0,16.21
125,Mike DunleavyCHI,2013-2014,SG,82,31.5,11.3,4.1,9.4,43,1.5,4,38,1.7,2,85.4,4.2,2.3,0.8,0.6,1.3,0,0,12.62
126,Jonas ValanciunasTOR,2013-2014,C,81,28.2,11.3,4.4,8.3,53.1,0,0,0,2.4,3.2,76.2,8.8,0.7,0.3,0.9,1.7,25,0,16.17
127,Andray BlatcheBKN,2013-2014,C,73,22.2,11.2,4.4,9.2,47.6,0.2,0.7,27.8,2.2,3,74.2,5.3,1.5,1,0.5,1.5,6,0,18.85
128,Ersan IlyasovaMIL,2013-2014,PF,55,26.9,11.2,4.3,10.5,40.9,0.7,2.4,28.2,1.9,2.4,82.3,6.2,1.3,0.8,0.1,1.1,8,0,13.85
129,John HensonMIL,2013-2014,F,70,26.5,11.1,4.9,9.1,53.8,0,0,0,1.3,2.5,51.4,7.1,1.6,0.6,1.7,1.6,11,0,17.97
130,Brandon BassBOS,2013-2014,PF,82,27.6,11.1,4.3,8.8,48.6,0,0.1,33.3,2.5,2.9,85.8,5.7,1.1,0.4,0.9,1.2,5,0,15.01
131,Channing FryePHX,2013-2014,F,82,28.2,11.1,4.1,9.5,43.2,2,5.3,37,1,1.2,82.1,5.1,1.2,0.7,0.8,1.1,0,0,13.26
132,DeMarre CarrollATL,2013-2014,F,73,32.1,11.1,4.1,8.8,47,1.3,3.7,36.2,1.5,1.9,77.3,5.5,1.8,1.5,0.3,1.1,3,0,13.96
133,Robin LopezPOR,2013-2014,C,82,31.8,11.1,4.3,7.9,55.1,0,0,0,2.4,3,81.8,8.5,0.9,0.3,1.7,1,29,0,17.68
134,Jordan CrawfordBOS/GS,2013-2014,G,81,23,11,4,9.7,41.5,1.1,3.5,31.6,1.8,2.1,86.4,2.3,3.5,0.6,0.1,1.7,3,1,14.4
135,Terrence RossTOR,2013-2014,SG,81,26.7,10.9,3.9,9.3,42.3,2,5,39.5,1,1.2,83.7,3.1,1,0.8,0.3,1.1,0,0,12.09
136,Roy HibbertIND,2013-2014,C,81,29.7,10.8,4.1,9.3,43.9,0,0.1,40,2.6,3.3,77,6.6,1.1,0.4,2.2,1.8,15,0,13.54
137,Gary NealMIL/CHA,2013-2014,PG,52,21.4,10.5,3.7,9.1,41,1.3,3.5,37.8,1.8,2,89.5,1.7,1.6,0.3,0,1.2,0,0,12.54
138,Caron ButlerOKC/MIL,2013-2014,SF,56,25.3,10.5,3.8,9.6,39.4,1.8,4.4,39.4,1.1,1.3,84,4.1,1.5,0.8,0.3,1.1,2,0,12.24
139,DeAndre JordanLAC,2013-2014,C,82,35,10.4,4.2,6.3,67.6,0,0,0,2,4.6,42.8,13.6,0.9,1,2.5,1.5,42,0,18.19
140,Lou WilliamsATL,2013-2014,SG,60,24.1,10.4,3.3,8.2,40,1.3,3.9,34.2,2.5,3,84.9,2.1,3.5,0.8,0.1,1.5,0,0,14.24
141,Shawn MarionDAL,2013-2014,SG,76,31.7,10.4,4.5,9.3,48.2,0.8,2.1,35.8,0.7,0.9,78.5,6.5,1.6,1.2,0.5,1.3,9,0,13.78
142,Nate RobinsonDEN,2013-2014,PG,44,19.7,10.4,3.7,8.7,42.8,1.3,3.5,37.7,1.6,1.9,83.5,1.8,2.5,0.8,0.1,1.3,0,0,15.64
143,Amir JohnsonTOR,2013-2014,F,77,28.8,10.4,4.5,7.9,56.2,0.3,0.9,30.3,1.2,1.9,63.6,6.6,1.5,0.7,1.1,1.6,13,0,15.44
144,Chris KamanLAL,2013-2014,C,39,18.9,10.4,4.5,8.9,50.9,0,0.1,0,1.3,1.7,76.5,5.9,1.5,0.3,1,1.9,6,0,17.06
145,George HillIND,2013-2014,PG,76,32,10.3,3.6,8.1,44.2,1.3,3.4,36.5,1.9,2.3,80.7,3.7,3.5,1,0.3,1.2,0,0,13.42
146,Patrick BeverleyHOU,2013-2014,PG,56,31.3,10.2,3.6,8.6,41.4,1.6,4.6,36.1,1.5,1.8,81.4,3.5,2.7,1.4,0.4,1.2,0,0,12.43
147,Patty MillsSA,2013-2014,PG,81,18.9,10.2,3.8,8.2,46.4,1.7,3.9,42.5,0.9,1,89,2.1,1.8,0.8,0.1,0.8,0,0,18.8
148,Tim Hardaway Jr.NY,2013-2014,SF,81,23.1,10.2,3.6,8.5,42.8,1.6,4.4,36.3,1.3,1.6,82.8,1.5,0.8,0.5,0.1,0.6,0,0,12.79
149,Jordan FarmarLAL,2013-2014,PG,41,22.2,10.1,3.7,8.9,41.5,1.7,3.9,43.8,1.1,1.4,74.6,2.5,4.9,0.9,0.2,2.3,0,0,15.05
150,Richard JeffersonUTAH,2013-2014,F,82,27,10.1,3.6,8,45,1.5,3.7,40.9,1.5,2,74.1,2.7,1.6,0.7,0.2,1.1,0,0,11.88
